nodes,db_nodes,dk_nodes,flz_nodes,ra_nodes,ra_circles,ra_hard_nofly_nodes,nofly_nodes_by_slowness,hard_nofly_nodes_total,risk_obstacle_min,risk_obstacle_max,risk_obstacle_mean,risk_soft_min,risk_soft_max,risk_soft_mean,risk_total_min,risk_total_max,risk_total_mean,weather_risk_min,weather_risk_max,weather_risk_mean,emergency_support_min,emergency_support_max,emergency_support_mean,cost_per_m_min,cost_per_m_max,cost_per_m_mean,final_slowness_source_column,final_slowness_min,final_slowness_max,final_slowness_mean,final_velocity_mps_min,final_velocity_mps_max,final_velocity_mps_mean,W_TIME,W_RISK,RISK_WEIGHT_DENSITY,RISK_WEIGHT_RA,W_SOFT_EMERGENCY,INCLUDE_WEATHER_RISK,W_SOFT_WEATHER,RA_BUFFER_M,RA_DECAY_M,EMERGENCY_RADIUS_M,NOFLY_SLOWNESS,PLOT_SMOOTH_MAP,SMOOTH_LEVELS,FORCE_ZERO_ONE_COLORBAR_FOR_RISK_LAYERS,PRESERVE_HARD_NOFLY_RED_ON_SMOOTH
15449,2,6,4,2,0,230,7047,7258,1.804994517203449e-241,1.0,0.4754302655676003,0.0,1.0,0.672711880819348,6.61967565808334e-127,1.0,0.6761070060316603,0.0,0.0,0.0,0.0,1.0,0.32728811918065215,6.619675658083341e-128,10.0,4.72925740912799,cost_for_pathfinding,6.619675658083341e-128,10.0,4.72925740912799,0.0,1.5106480311900052e+127,9.778290058838793e+122,1.0,0.1,0.6,0.4,1.0,False,0.0,300.0,150.0,1000.0,10.0,True,200,True,True
