x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.54310305,21.02092294,0.0,0.02000384,DK02,,0,15438,DB02_to_DK02,backward,7,468.7056356926453,1774.4571289739831,True
105.54297534,21.020766,0.0,0.04002793,N,,1,12871,DB02_to_DK02,backward,7,455.4485773540034,1757.0061971863743,True
105.54297371,21.02031424,0.0,0.04023429,N,,2,12724,DB02_to_DK02,backward,7,455.27937364959496,1706.772777125747,True
105.54345485,21.0203127,0.0,0.0402562,N,,3,12725,DB02_to_DK02,backward,7,505.2245701813595,1706.6015369387676,True
105.54393435,21.01985941,0.0,0.04088478,N,,4,12579,DB02_to_DK02,backward,7,554.9995249483559,1656.197988639729,True
105.54441549,21.01985787,0.0,0.04130198,N,,5,12580,DB02_to_DK02,backward,7,604.9447214801205,1656.0267484527494,True
105.54441385,21.01940611,0.0,0.04189774,N,,6,12433,DB02_to_DK02,backward,7,604.7744797153521,1605.7933283917266,True
105.54489499,21.01940456,0.0,0.04249276,N,,7,12434,DB02_to_DK02,backward,7,654.7196762471168,1605.6209762557837,True
105.54537449,21.01895126,0.0,0.0440427,N,,8,12288,DB02_to_DK02,backward,7,704.4946310141131,1555.2163160077819,True
105.54585563,21.01894972,0.0,0.04501965,N,,9,12289,DB02_to_DK02,backward,7,754.4398275458777,1555.0450758204072,True
105.54633512,21.01849641,0.0,0.04706771,N,,10,12143,DB02_to_DK02,backward,7,804.2137442525143,1504.639303623442,True
105.54681625,21.01849487,0.0,0.04837352,N,,11,12144,DB02_to_DK02,backward,7,854.1579027253944,1504.4680634364624,True
105.54681461,21.01804311,0.0,0.04941375,N,,12,11997,DB02_to_DK02,backward,7,853.9876609606259,1454.2346433754396,True
105.54729574,21.01804156,0.0,0.05085145,N,,13,11998,DB02_to_DK02,backward,7,903.9318194320307,1454.0622912391018,True
105.54729409,21.0175898,0.0,0.05202544,N,,14,11851,DB02_to_DK02,backward,7,903.7605396083777,1403.8288711780795,True
