order,pair_name,direction,route_rank,x_or_lon,y_or_lat,x_m,y_m,z_m
0,DB02_to_DK02,forward,10,105.53939267,20.98356076,83.54610144976081,-2380.027735406683,0.0
1,DB02_to_DK02,forward,10,105.544685581167,20.986785502939725,632.981792638496,-2021.4526807762081,0.0
2,DB02_to_DK02,forward,10,105.54477674603605,20.98687777108574,642.4452488072614,-2011.192931048303,0.0
3,DB02_to_DK02,forward,10,105.54666994108989,20.9911109070367,838.9701667857279,-1540.4896895054358,0.0
4,DB02_to_DK02,forward,10,105.55012893434998,20.994828025595083,1198.0342607622647,-1127.1649640764867,0.0
5,DB02_to_DK02,forward,10,105.55207587906862,21.00036244805442,1400.1387139525916,-511.765264690595,0.0
6,DB02_to_DK02,forward,10,105.55149975398987,21.005486298479678,1340.3335007400715,57.980907483625856,0.0
7,DB02_to_DK02,forward,10,105.55288677452202,21.00840934228553,1484.3144897883735,383.0085490538936,0.0
8,DB02_to_DK02,forward,10,105.55284648136454,21.012597478188926,1480.131820151863,848.7080136098052,0.0
9,DB02_to_DK02,forward,10,105.54934838867027,21.01575723921873,1117.008972123673,1200.057409532952,0.0
10,DB02_to_DK02,forward,10,105.54765186547355,21.01749758104188,940.8997638276053,1393.5745908945592,0.0
11,DB02_to_DK02,forward,10,105.54765186547355,21.01749758104188,940.8997638276053,1393.5745908945592,0.0
12,DB02_to_DK02,forward,10,105.54822356860025,21.01816870243913,1000.2459520898814,1468.1998854315086,0.0
13,DB02_to_DK02,forward,10,105.54310305,21.02092294,468.7056356926453,1774.4571289739831,0.0
