x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.53939267,20.98356076,0.0,0.0,DB02,,0,15436,DB02_to_DK02,forward,10,83.54610144976081,-2380.027735406683,True
105.53947419,20.98373222,0.0,0.02002159,N,,1,810,DB02_to_DK02,forward,10,92.0083627909054,-2360.9622532841313,True
105.53995522,20.9837307,0.0,0.02018847,N,,2,811,DB02_to_DK02,forward,10,141.942140666088,-2361.1312695727893,True
105.53995684,20.98418246,0.0,0.02040784,N,,3,958,DB02_to_DK02,forward,10,142.11030631161185,-2310.8978495117667,True
105.54043787,20.98418093,0.0,0.02082232,N,,4,959,DB02_to_DK02,forward,10,192.04408418826958,-2311.067977749388,True
105.54091889,20.98417941,0.0,0.02148168,N,,5,960,DB02_to_DK02,forward,10,241.97682400456753,-2311.2369940380454,True
105.54092052,20.98463117,0.0,0.02194366,N,,6,1107,DB02_to_DK02,forward,10,242.14602770897605,-2261.003573977023,True
105.54140155,20.98462964,0.0,0.02283877,N,,7,1108,DB02_to_DK02,forward,10,292.0798055856338,-2261.173702214644,True
105.54140318,20.9850814,0.0,0.02353584,N,,8,1255,DB02_to_DK02,forward,10,292.2490092900423,-2210.9402821540166,True
105.54188421,20.98507987,0.0,0.02465509,N,,9,1256,DB02_to_DK02,forward,10,342.1827871667,-2211.1104103916377,True
105.54236523,20.98507834,0.0,0.02599662,N,,10,1257,DB02_to_DK02,forward,10,392.115526982998,-2211.280538629259,True
105.54236687,20.98553011,0.0,0.02690411,N,,11,1404,DB02_to_DK02,forward,10,392.28576874629107,-2161.0460066192727,True
105.5428479,20.98552857,0.0,0.02844318,N,,12,1405,DB02_to_DK02,forward,10,442.2195466229488,-2161.217246806252,True
105.54333056,20.9859788,0.0,0.03127079,N,,13,1553,DB02_to_DK02,forward,10,492.3225282040151,-2111.153954982851,True
105.54381159,20.98597727,0.0,0.03317292,N,,14,1554,DB02_to_DK02,forward,10,542.2563060806729,-2111.324083220867,True
105.54381323,20.98642903,0.0,0.03443997,N,,15,1701,DB02_to_DK02,forward,10,542.426547843966,-2061.0906631598446,True
105.54429426,20.9864275,0.0,0.03648321,N,,16,1702,DB02_to_DK02,forward,10,592.3603257206237,-2061.2607913974653,True
105.5442959,20.98687926,0.0,0.03790745,N,,17,1849,DB02_to_DK02,forward,10,592.5305674839169,-2011.027371336838,True
105.54477693,20.98687772,0.0,0.04006793,N,,18,1850,DB02_to_DK02,forward,10,642.4643453605747,-2011.1986115238176,True
105.54477857,20.98732948,0.0,0.0416272,N,,19,1997,DB02_to_DK02,forward,10,642.6345871253429,-1960.965191462795,True
105.54525961,20.98732794,0.0,0.04388037,N,,20,1998,DB02_to_DK02,forward,10,692.5694030608853,-1961.1364316497745,True
105.54526125,20.98777971,0.0,0.04555165,N,,21,2145,DB02_to_DK02,forward,10,692.7396448241784,-1910.9018996393936,True
105.54526289,20.98823147,0.0,0.04736801,N,,22,2292,DB02_to_DK02,forward,10,692.9098865889467,-1860.668479578766,True
105.54526453,20.98868323,0.0,0.04931699,N,,23,2439,DB02_to_DK02,forward,10,693.0801283522399,-1810.4350595177436,True
105.54574557,20.98868169,0.0,0.05152048,N,,24,2440,DB02_to_DK02,forward,10,743.0149442877823,-1810.6062997047231,True
105.54574721,20.98913345,0.0,0.05352441,N,,25,2587,DB02_to_DK02,forward,10,743.1851860525505,-1760.3728796437006,True
105.54574885,20.98958522,0.0,0.05563088,N,,26,2734,DB02_to_DK02,forward,10,743.3554278158438,-1710.1383476337148,True
105.54622989,20.98958367,0.0,0.0577932,N,,27,2735,DB02_to_DK02,forward,10,793.2902437528613,-1710.310699770053,True
105.54623153,20.99003544,0.0,0.05991479,N,,28,2882,DB02_to_DK02,forward,10,793.4604855161544,-1660.076167759672,True
105.54623318,20.9904872,0.0,0.06210893,N,,29,3029,DB02_to_DK02,forward,10,793.6317653398073,-1609.8427476986492,True
105.54671422,20.99048565,0.0,0.06419332,N,,30,3030,DB02_to_DK02,forward,10,843.5665812753498,-1610.015099834987,True
105.54671587,20.99093742,0.0,0.06483978,N,,31,3177,DB02_to_DK02,forward,10,843.7378610990027,-1559.7805678246061,True
105.54671751,20.99138918,0.0,0.06214693,N,,32,3324,DB02_to_DK02,forward,10,843.9081028622957,-1509.547147763979,True
105.54719856,20.99138763,0.0,0.0635965,N,,33,3325,DB02_to_DK02,forward,10,893.8439568581981,-1509.7194999003168,True
105.54720021,20.9918394,0.0,0.06099063,N,,34,3472,DB02_to_DK02,forward,10,894.0152366818511,-1459.4849678899357,True
105.54768126,20.99183785,0.0,0.06261281,N,,35,3473,DB02_to_DK02,forward,10,943.9510906777531,-1459.657320026274,True
105.5476829,20.99228961,0.0,0.06011142,N,,36,3620,DB02_to_DK02,forward,10,944.1213324410463,-1409.4238999652512,True
105.54816396,20.99228806,0.0,0.06190321,N,,37,3621,DB02_to_DK02,forward,10,994.0582244958331,-1409.5962521015892,True
105.5481656,20.99273983,0.0,0.05952221,N,,38,3768,DB02_to_DK02,forward,10,994.2284662606015,-1359.3617200912083,True
105.54816725,20.99319159,0.0,0.05720091,N,,39,3915,DB02_to_DK02,forward,10,994.3997460842544,-1309.1283000305807,True
105.54864831,20.99319004,0.0,0.05923188,N,,40,3916,DB02_to_DK02,forward,10,1044.3366381390415,-1309.3006521665238,True
105.54864996,20.9936418,0.0,0.05705699,N,,41,4063,DB02_to_DK02,forward,10,1044.5079179626944,-1259.0672321058962,True
105.54913101,20.99364025,0.0,0.05924463,N,,42,4064,DB02_to_DK02,forward,10,1094.4437719571213,-1259.2395842422343,True
105.54913267,20.99409201,0.0,0.05722737,N,,43,4211,DB02_to_DK02,forward,10,1094.616089841134,-1209.0061641812117,True
105.54961372,20.99409046,0.0,0.05956036,N,,44,4212,DB02_to_DK02,forward,10,1144.5519438355611,-1209.1785163175498,True
105.54961538,20.99454222,0.0,0.05770949,N,,45,4359,DB02_to_DK02,forward,10,1144.7242617195739,-1158.9450962565272,True
105.55009644,20.99454067,0.0,0.06017436,N,,46,4360,DB02_to_DK02,forward,10,1194.6611537743606,-1159.117448392865,True
105.55009809,20.99499243,0.0,0.05849619,N,,47,4507,DB02_to_DK02,forward,10,1194.8324335980137,-1108.8840283318427,True
105.55009975,20.99544419,0.0,0.05692886,N,,48,4654,DB02_to_DK02,forward,10,1195.0047514805512,-1058.6506082708202,True
105.55058081,20.99544264,0.0,0.05957585,N,,49,4655,DB02_to_DK02,forward,10,1244.9416435353378,-1058.8229604071582,True
105.55058246,20.9958944,0.0,0.0581907,N,,50,4802,DB02_to_DK02,forward,10,1245.1129233589909,-1008.5895403461355,True
105.55058412,20.99634616,0.0,0.05693172,N,,51,4949,DB02_to_DK02,forward,10,1245.2852412415286,-958.3561202851131,True
105.55058578,20.99679792,0.0,0.05580777,N,,52,5096,DB02_to_DK02,forward,10,1245.4575591255414,-908.1227002244857,True
105.55106684,20.99679637,0.0,0.05865534,N,,53,5097,DB02_to_DK02,forward,10,1295.3944511803281,-908.2950523608235,True
105.5510685,20.99724813,0.0,0.057718,N,,54,5244,DB02_to_DK02,forward,10,1295.5667690628657,-858.0616322998012,True
105.55107016,20.99769989,0.0,0.05692422,N,,55,5391,DB02_to_DK02,forward,10,1295.7390869454032,-807.8282122387785,True
105.55107182,20.99815165,0.0,0.05627983,N,,56,5538,DB02_to_DK02,forward,10,1295.9114048294161,-757.5947921777561,True
105.55155289,20.99815009,0.0,0.05925855,N,,57,5539,DB02_to_DK02,forward,10,1345.8493349430876,-757.7682562634525,True
105.55155455,20.99860185,0.0,0.05879121,N,,58,5686,DB02_to_DK02,forward,10,1346.0216528271003,-707.53483620243,True
105.55155621,20.99905362,0.0,0.05847427,N,,59,5833,DB02_to_DK02,forward,10,1346.1939707096378,-657.300304192049,True
105.55155787,20.99950538,0.0,0.05831012,N,,60,5980,DB02_to_DK02,forward,10,1346.3662885921756,-607.0668841314216,True
105.55203894,20.99950382,0.0,0.06134073,N,,61,5981,DB02_to_DK02,forward,10,1396.304218707322,-607.240348216723,True
105.5520406,20.99995558,0.0,0.06133107,N,,62,6128,DB02_to_DK02,forward,10,1396.4765365898597,-557.0069281557005,True
105.55204226,21.00040734,0.0,0.06146792,N,,63,6275,DB02_to_DK02,forward,10,1396.6488544723973,-506.77350809507294,True
105.55204392,21.0008591,0.0,0.06175025,N,,64,6422,DB02_to_DK02,forward,10,1396.82117235641,-456.5400880340504,True
105.55204558,21.00131086,0.0,0.06217597,N,,65,6569,DB02_to_DK02,forward,10,1396.9934902389475,-406.3066679730279,True
105.55204725,21.00176262,0.0,0.06274196,N,,66,6716,DB02_to_DK02,forward,10,1397.1668461818451,-356.07324791200546,True
105.55204891,21.00221439,0.0,0.06344392,N,,67,6863,DB02_to_DK02,forward,10,1397.3391640643827,-305.83871590201954,True
105.55205057,21.00266615,0.0,0.06427676,N,,68,7010,DB02_to_DK02,forward,10,1397.5114819483954,-255.605295840997,True
105.55156948,21.00266771,0.0,0.06139777,N,,69,7009,DB02_to_DK02,forward,10,1347.5714757140042,-255.4318317553006,True
105.55157114,21.00311947,0.0,0.06240491,N,,70,7156,DB02_to_DK02,forward,10,1347.743793596542,-205.19841169427806,True
105.5515728,21.00357123,0.0,0.06353607,N,,71,7303,DB02_to_DK02,forward,10,1347.9161114805545,-154.9649916336506,True
105.55157446,21.00402299,0.0,0.06478324,N,,72,7450,DB02_to_DK02,forward,10,1348.0884293630922,-104.73157157262808,True
105.55157612,21.00447475,0.0,0.06613768,N,,73,7597,DB02_to_DK02,forward,10,1348.26074724563,-54.49815151160558,True
105.55157778,21.00492651,0.0,0.06759008,N,,74,7744,DB02_to_DK02,forward,10,1348.4330651296425,-4.2647314505830725,True
105.55157944,21.00537827,0.0,0.06913065,N,,75,7891,DB02_to_DK02,forward,10,1348.60538301218,45.968688610439436,True
105.5515811,21.00583003,0.0,0.07074922,N,,76,8038,DB02_to_DK02,forward,10,1348.7777008961928,96.2021086710669,True
105.55158277,21.0062818,0.0,0.07243543,N,,77,8185,DB02_to_DK02,forward,10,1348.9510568376152,146.43664068144787,True
105.55206386,21.00628024,0.0,0.07477211,N,,78,8186,DB02_to_DK02,forward,10,1398.8910630720063,146.26317659575145,True
105.55206552,21.006732,0.0,0.07642956,N,,79,8333,DB02_to_DK02,forward,10,1399.0633809545438,196.49659665677393,True
105.55206718,21.00718376,0.0,0.07813108,N,,80,8480,DB02_to_DK02,forward,10,1399.2356988370816,246.73001671779647,True
105.55254828,21.0071822,0.0,0.07719511,N,,81,8481,DB02_to_DK02,forward,10,1449.1767431303572,246.55655263210005,True
