x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.53939267,20.98356076,0.0,0.0,DB02,,0,15436,DB02_to_DK02,forward,9,83.54610144976081,-2380.027735406683,True
105.53947419,20.98373222,0.0,0.02002159,N,,1,810,DB02_to_DK02,forward,9,92.0083627909054,-2360.9622532841313,True
105.53995522,20.9837307,0.0,0.02018847,N,,2,811,DB02_to_DK02,forward,9,141.942140666088,-2361.1312695727893,True
105.54043624,20.98372917,0.0,0.02060386,N,,3,812,DB02_to_DK02,forward,9,191.8748804838611,-2361.3013978104104,True
105.54091727,20.98372764,0.0,0.02126468,N,,4,813,DB02_to_DK02,forward,9,241.80865835904365,-2361.4715260480316,True
105.54139829,20.98372612,0.0,0.02216599,N,,5,814,DB02_to_DK02,forward,9,291.7413981768168,-2361.640542336689,True
105.54187932,20.98372459,0.0,0.02330113,N,,6,815,DB02_to_DK02,forward,9,341.6751760534745,-2361.8106705743103,True
105.54188095,20.98417635,0.0,0.02351366,N,,7,962,DB02_to_DK02,forward,9,341.844379757883,-2311.5772505136824,True
105.54236197,20.98417482,0.0,0.02487126,N,,8,963,DB02_to_DK02,forward,9,391.77711957418103,-2311.7473787513036,True
105.542843,20.98417329,0.0,0.02644397,N,,9,964,DB02_to_DK02,forward,9,441.71089745083873,-2311.9175069889247,True
105.54332403,20.98417175,0.0,0.02822042,N,,10,965,DB02_to_DK02,forward,9,491.6446753260213,-2312.0887471759042,True
105.54380505,20.98417022,0.0,0.03018791,N,,11,966,DB02_to_DK02,forward,9,541.5774151437944,-2312.2588754139206,True
105.54428608,20.98416868,0.0,0.0323327,N,,12,967,DB02_to_DK02,forward,9,591.5111930204522,-2312.4301156009,True
105.5447671,20.98416714,0.0,0.0346399,N,,13,968,DB02_to_DK02,forward,9,641.44393283675,-2312.6013557878796,True
105.54476874,20.98461891,0.0,0.03504019,N,,14,1115,DB02_to_DK02,forward,9,641.6141746000433,-2262.3668237778934,True
105.54524977,20.98461737,0.0,0.03748272,N,,15,1116,DB02_to_DK02,forward,9,691.547952476701,-2262.5380639648733,True
105.5457308,20.98461583,0.0,0.04005515,N,,16,1117,DB02_to_DK02,forward,9,741.4817303533587,-2262.709304151853,True
105.54621347,20.98506605,0.0,0.04329505,N,,17,1265,DB02_to_DK02,forward,9,791.5857499933096,-2212.6471242778093,True
105.54621511,20.98551781,0.0,0.04403549,N,,18,1412,DB02_to_DK02,forward,9,791.7559917580778,-2162.413704216787,True
105.54621675,20.98596957,0.0,0.04495663,N,,19,1559,DB02_to_DK02,forward,9,791.926233521371,-2112.1802841557646,True
105.54669778,20.98596803,0.0,0.04765866,N,,20,1560,DB02_to_DK02,forward,9,841.8600113980287,-2112.3515243431393,True
105.54669943,20.98641979,0.0,0.04871434,N,,21,1707,DB02_to_DK02,forward,9,842.0312912216816,-2062.1181042821167,True
105.54718046,20.98641825,0.0,0.05145265,N,,22,1708,DB02_to_DK02,forward,9,891.9650690983394,-2062.2893444690962,True
