x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.53939267,20.98356076,0.0,0.0,DB02,,0,15436,DB02_to_DK02,forward,1,83.54610144976081,-2380.027735406683,True
105.53947419,20.98373222,0.0,0.02002159,N,,1,810,DB02_to_DK02,forward,1,92.0083627909054,-2360.9622532841313,True
105.53995522,20.9837307,0.0,0.02018847,N,,2,811,DB02_to_DK02,forward,1,141.942140666088,-2361.1312695727893,True
105.53995684,20.98418246,0.0,0.02040784,N,,3,958,DB02_to_DK02,forward,1,142.11030631161185,-2310.8978495117667,True
105.54043787,20.98418093,0.0,0.02082232,N,,4,959,DB02_to_DK02,forward,1,192.04408418826958,-2311.067977749388,True
105.54043949,20.9846327,0.0,0.02128739,N,,5,1106,DB02_to_DK02,forward,1,192.2122498323183,-2260.8334457394017,True
105.54092052,20.98463117,0.0,0.02194366,N,,6,1107,DB02_to_DK02,forward,1,242.14602770897605,-2261.003573977023,True
105.54092215,20.98508293,0.0,0.02264715,N,,7,1254,DB02_to_DK02,forward,1,242.31523141338454,-2210.7701539160003,True
105.54140318,20.9850814,0.0,0.02353584,N,,8,1255,DB02_to_DK02,forward,1,292.2490092900423,-2210.9402821540166,True
105.5414048,20.98553317,0.0,0.02446704,N,,9,1402,DB02_to_DK02,forward,1,292.41717493409095,-2160.7057501436357,True
105.54188584,20.98553164,0.0,0.0255755,N,,10,1403,DB02_to_DK02,forward,1,342.3519908711085,-2160.875878381257,True
105.54188746,20.9859834,0.0,0.02672047,N,,11,1550,DB02_to_DK02,forward,1,342.5201565151572,-2110.642458320629,True
105.54188909,20.98643516,0.0,0.02808167,N,,12,1697,DB02_to_DK02,forward,1,342.6893602195657,-2060.409038259607,True
105.54189072,20.98688693,0.0,0.02964919,N,,13,1844,DB02_to_DK02,forward,1,342.85856392397426,-2010.1745062492257,True
105.54237176,20.9868854,0.0,0.0309205,N,,14,1845,DB02_to_DK02,forward,1,392.79337985951656,-2010.3446344872418,True
105.54237339,20.98733716,0.0,0.0326582,N,,15,1992,DB02_to_DK02,forward,1,392.962583563925,-1960.1112144262195,True
