x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.53939267,20.98356076,0.0,0.0,DB02,,0,15436,DB02_to_DK02,forward,4,83.54610144976081,-2380.027735406683,True
105.53947419,20.98373222,0.0,0.02002159,N,,1,810,DB02_to_DK02,forward,4,92.0083627909054,-2360.9622532841313,True
105.53947582,20.98418398,0.0,0.02024133,N,,2,957,DB02_to_DK02,forward,4,92.1775664953139,-2310.7288332231087,True
105.53947744,20.98463575,0.0,0.02070913,N,,3,1104,DB02_to_DK02,forward,4,92.3457321393626,-2260.494301213123,True
105.53996009,20.98508598,0.0,0.021586,N,,4,1252,DB02_to_DK02,forward,4,142.44767566006905,-2210.4310093897216,True
105.53996171,20.98553775,0.0,0.02253604,N,,5,1399,DB02_to_DK02,forward,4,142.61584130559288,-2160.196477379736,True
105.53996334,20.98598951,0.0,0.0237179,N,,6,1546,DB02_to_DK02,forward,4,142.7850450100014,-2109.9630573187133,True
105.53996496,20.98644127,0.0,0.0251229,N,,7,1693,DB02_to_DK02,forward,4,142.95321065552525,-2059.7296372576907,True
105.53996658,20.98689304,0.0,0.02674088,N,,8,1840,DB02_to_DK02,forward,4,143.12137629957394,-2009.4951052473098,True
105.54044762,20.98689151,0.0,0.02712899,N,,9,1841,DB02_to_DK02,forward,4,193.05619223511636,-2009.665233485326,True
105.54044924,20.98734327,0.0,0.02894065,N,,10,1988,DB02_to_DK02,forward,4,193.22435788064018,-1959.4318134243033,True
105.54045087,20.98779504,0.0,0.03093996,N,,11,2135,DB02_to_DK02,forward,4,193.39356158504867,-1909.1972814139224,True
105.54045249,20.9882468,0.0,0.0331128,N,,12,2282,DB02_to_DK02,forward,4,193.56172723057256,-1858.963861353295,True
105.53997145,20.98824833,0.0,0.0327497,N,,13,2281,DB02_to_DK02,forward,4,143.626911293555,-1858.7937331152789,True
105.53997308,20.98870009,0.0,0.03509094,N,,14,2428,DB02_to_DK02,forward,4,143.79611499796349,-1808.5603130546515,True
105.5399747,20.98915185,0.0,0.03757566,N,,15,2575,DB02_to_DK02,forward,4,143.96428064348734,-1758.3268929936287,True
105.53949366,20.98915338,0.0,0.03743789,N,,16,2574,DB02_to_DK02,forward,4,94.02946470794498,-1758.1567647556126,True
105.53949528,20.98960514,0.0,0.04005405,N,,17,2721,DB02_to_DK02,forward,4,94.19763035199365,-1707.9233446949852,True
105.53949691,20.9900569,0.0,0.04278059,N,,18,2868,DB02_to_DK02,forward,4,94.36683405640215,-1657.6899246339628,True
105.53901586,20.99005842,0.0,0.0428446,N,,19,2867,DB02_to_DK02,forward,4,44.43098006197513,-1657.520908345305,True
105.53901748,20.99051019,0.0,0.04566212,N,,20,3014,DB02_to_DK02,forward,4,44.59914570602382,-1607.2863763353191,True
105.5390191,20.99096195,0.0,0.04855552,N,,21,3161,DB02_to_DK02,forward,4,44.76731135154768,-1557.0529562742965,True
105.53853805,20.99096347,0.0,0.04879299,N,,22,3160,DB02_to_DK02,forward,4,-5.168542644354515,-1556.883939985639,True
105.53853967,20.99141523,0.0,0.0517354,N,,23,3307,DB02_to_DK02,forward,4,-5.000376998830654,-1506.6505199246164,True
105.53854129,20.991867,0.0,0.05471969,N,,24,3454,DB02_to_DK02,forward,4,-4.832211354781966,-1456.4159879146305,True
105.53806024,20.99186852,0.0,0.05509914,N,,25,3453,DB02_to_DK02,forward,4,-54.76806535068416,-1456.2469716259727,True
105.53806186,20.99232028,0.0,0.05496133,N,,26,3600,DB02_to_DK02,forward,4,-54.599899705160304,-1406.0135515649504,True
105.53806348,20.99277204,0.0,0.05229592,N,,27,3747,DB02_to_DK02,forward,4,-54.43173405963644,-1355.780131504323,True
105.53758404,20.99322533,0.0,0.05123559,N,,28,3893,DB02_to_DK02,forward,4,-104.2004604703746,-1305.3765832052843,True
105.53758566,20.99367709,0.0,0.0487745,N,,29,4040,DB02_to_DK02,forward,4,-104.03229482485072,-1255.143163144657,True
105.5371046,20.99367861,0.0,0.05050703,N,,30,4039,DB02_to_DK02,forward,4,-153.96918687963756,-1254.9741468559992,True
105.53710622,20.99413037,0.0,0.04819959,N,,31,4186,DB02_to_DK02,forward,4,-153.80102123558888,-1204.7407267949768,True
105.53710783,20.99458213,0.0,0.0460008,N,,32,4333,DB02_to_DK02,forward,4,-153.63389365042482,-1154.507306733954,True
105.53710945,20.99503389,0.0,0.04392505,N,,33,4480,DB02_to_DK02,forward,4,-153.46572800490094,-1104.2738866733268,True
105.53662839,20.99503541,0.0,0.04596084,N,,34,4479,DB02_to_DK02,forward,4,-203.40262005968782,-1104.104870384669,True
105.53663,20.99548717,0.0,0.04407407,N,,35,4626,DB02_to_DK02,forward,4,-203.2354924745237,-1053.8714503236465,True
105.53663162,20.99593894,0.0,0.04233354,N,,36,4773,DB02_to_DK02,forward,4,-203.06732683047503,-1003.6369183136605,True
105.53615055,20.99594045,0.0,0.04460072,N,,37,4772,DB02_to_DK02,forward,4,-253.00525694414654,-1003.4690139743615,True
105.53615217,20.99639222,0.0,0.04306483,N,,38,4919,DB02_to_DK02,forward,4,-252.83709130009785,-953.2344819639804,True
105.53615378,20.99684398,0.0,0.04169376,N,,39,5066,DB02_to_DK02,forward,4,-252.66996371345863,-903.001061902958,True
105.53615539,20.99729574,0.0,0.04049725,N,,40,5213,DB02_to_DK02,forward,4,-252.5028361282946,-852.7676418423305,True
105.53567432,20.99729725,0.0,0.04301072,N,,41,5212,DB02_to_DK02,forward,4,-302.4407662434412,-852.5997375030312,True
105.53567593,20.99774902,0.0,0.04202947,N,,42,5359,DB02_to_DK02,forward,4,-302.27363865827715,-802.3652054926504,True
105.53567755,20.99820078,0.0,0.04123285,N,,43,5506,DB02_to_DK02,forward,4,-302.1054730127533,-752.1317854316277,True
105.53567916,20.99865254,0.0,0.04062683,N,,44,5653,DB02_to_DK02,forward,4,-301.93834542758924,-701.8983653710003,True
105.53568077,20.99910431,0.0,0.04021585,N,,45,5800,DB02_to_DK02,forward,4,-301.77121784242524,-651.6638333606194,True
105.53568238,20.99955607,0.0,0.04000298,N,,46,5947,DB02_to_DK02,forward,4,-301.60409025726113,-601.4304132995968,True
105.53568399,21.00000783,0.0,0.03998983,N,,47,6094,DB02_to_DK02,forward,4,-301.43696267209714,-551.1969932385742,True
105.53568561,21.00045959,0.0,0.04017642,N,,48,6241,DB02_to_DK02,forward,4,-301.2687970265732,-500.9635731779468,True
105.53520453,21.00046111,0.0,0.04289303,N,,49,6240,DB02_to_DK02,forward,4,-351.2077652006045,-500.7945568892892,True
105.53520614,21.00091287,0.0,0.04326498,N,,50,6387,DB02_to_DK02,forward,4,-351.04063761544046,-450.5611368282667,True
105.53520775,21.00136463,0.0,0.04382581,N,,51,6534,DB02_to_DK02,forward,4,-350.8735100302764,-400.32771676724417,True
105.53520936,21.00181639,0.0,0.04457134,N,,52,6681,DB02_to_DK02,forward,4,-350.7063824451124,-350.09429670661666,True
105.53521097,21.00226816,0.0,0.04549608,N,,53,6828,DB02_to_DK02,forward,4,-350.53925485994836,-299.8597646962357,True
105.53521258,21.00271992,0.0,0.04659322,N,,54,6975,DB02_to_DK02,forward,4,-350.3721272733091,-249.62634463521317,True
105.53521419,21.00317168,0.0,0.04785479,N,,55,7122,DB02_to_DK02,forward,4,-350.20499968814505,-199.39292457419072,True
105.5352158,21.00362344,0.0,0.04927172,N,,56,7269,DB02_to_DK02,forward,4,-350.037872102981,-149.15950451356323,True
105.53521741,21.00407521,0.0,0.05083398,N,,57,7416,DB02_to_DK02,forward,4,-349.87074451781695,-98.92497250318226,True
105.53521902,21.00452697,0.0,0.05253059,N,,58,7563,DB02_to_DK02,forward,4,-349.7036169326529,-48.69155244215975,True
105.53522063,21.00497873,0.0,0.05434991,N,,59,7710,DB02_to_DK02,forward,4,-349.5364893474889,1.5418676188627618,True
105.53522224,21.00543049,0.0,0.05380182,N,,60,7857,DB02_to_DK02,forward,4,-349.3693617623248,51.775287679490226,True
105.53522386,21.00588226,0.0,0.05249198,N,,61,8004,DB02_to_DK02,forward,4,-349.20119611680093,102.0098196898712,True
105.53474276,21.00588377,0.0,0.05103265,N,,62,8003,DB02_to_DK02,forward,4,-399.1422404100767,102.17772402917039,True
105.53474437,21.00633553,0.0,0.04984363,N,,63,8150,DB02_to_DK02,forward,4,-398.9751128249127,152.41114409019292,True
105.53474598,21.00678729,0.0,0.0488123,N,,64,8297,DB02_to_DK02,forward,4,-398.8079852397486,202.64456415082037,True
105.53474759,21.00723905,0.0,0.04794616,N,,65,8444,DB02_to_DK02,forward,4,-398.6408576545845,252.87798421184291,True
105.5347492,21.00769082,0.0,0.04725157,N,,66,8591,DB02_to_DK02,forward,4,-398.4737300694204,303.11251622222386,True
105.53475081,21.00814258,0.0,0.0467337,N,,67,8738,DB02_to_DK02,forward,4,-398.3066024827812,353.3459362832464,True
105.53475242,21.00859434,0.0,0.04639638,N,,68,8885,DB02_to_DK02,forward,4,-398.1394748976172,403.5793563438738,True
105.53427131,21.00859585,0.0,0.04499303,N,,69,8884,DB02_to_DK02,forward,4,-448.08155725125283,403.74726068317307,True
105.53427292,21.00904761,0.0,0.04483585,N,,70,9031,DB02_to_DK02,forward,4,-447.91442966461364,453.9806807441956,True
105.53427453,21.00949938,0.0,0.04486645,N,,71,9178,DB02_to_DK02,forward,4,-447.7473020794495,504.21521275457656,True
105.53427614,21.00995114,0.0,0.04508475,N,,72,9325,DB02_to_DK02,forward,4,-447.5801744942854,554.448632815204,True
105.53427775,21.0104029,0.0,0.04548961,N,,73,9472,DB02_to_DK02,forward,4,-447.41304690912136,604.6820528762265,True
105.53427936,21.01085466,0.0,0.04607935,N,,74,9619,DB02_to_DK02,forward,4,-447.24591932395737,654.915472937249,True
105.53428096,21.01130643,0.0,0.04685244,N,,75,9766,DB02_to_DK02,forward,4,-447.0798297976779,705.15000494763,True
105.53428257,21.01175819,0.0,0.04780796,N,,76,9913,DB02_to_DK02,forward,4,-446.9127022125139,755.3834250082574,True
105.53428418,21.01220995,0.0,0.04894463,N,,77,10060,DB02_to_DK02,forward,4,-446.7455746273498,805.61684506928,True
105.5347653,21.01220844,0.0,0.05045888,N,,78,10061,DB02_to_DK02,forward,4,-396.8024542148296,805.4489407299807,True
105.53476691,21.0126602,0.0,0.05188391,N,,79,10208,DB02_to_DK02,forward,4,-396.63532662966554,855.6823607910032,True
105.53476852,21.01311196,0.0,0.05350364,N,,80,10355,DB02_to_DK02,forward,4,-396.46819904450155,905.9157808520257,True
105.53524964,21.01311045,0.0,0.05624779,N,,81,10356,DB02_to_DK02,forward,4,-346.52507863198133,905.7478765127265,True
105.53525125,21.01356221,0.0,0.05838013,N,,82,10503,DB02_to_DK02,forward,4,-346.3579510468173,955.9812965737491,True
105.53525286,21.01401397,0.0,0.06049289,N,,83,10650,DB02_to_DK02,forward,4,-346.1908234616533,1006.2147166347715,True
105.53573398,21.01401246,0.0,0.06592613,N,,84,10651,DB02_to_DK02,forward,4,-296.24770304913307,1006.0468122954724,True
105.5357356,21.01446422,0.0,0.06776973,N,,85,10798,DB02_to_DK02,forward,4,-296.0795374050844,1056.2802323564947,True
105.53621834,21.01491447,0.0,0.07635833,N,,86,10946,DB02_to_DK02,forward,4,-245.96825134704034,1106.345748078218,True
105.53621995,21.01536623,0.0,0.07630606,N,,87,11093,DB02_to_DK02,forward,4,-245.80112376187628,1156.5791681392407,True
105.53670108,21.01536471,0.0,0.08384898,N,,88,11094,DB02_to_DK02,forward,4,-195.85696529047144,1156.410151850583,True
105.53670269,21.01581647,0.0,0.08189017,N,,89,11241,DB02_to_DK02,forward,4,-195.6898377053074,1206.6435719116055,True
105.53718382,21.01581496,0.0,0.08513259,N,,90,11242,DB02_to_DK02,forward,4,-145.7456792339026,1206.4756675723063,True
105.53718544,21.01626672,0.0,0.08247638,N,,91,11389,DB02_to_DK02,forward,4,-145.57751358837874,1256.7090876333286,True
105.53766657,21.0162652,0.0,0.08406223,N,,92,11390,DB02_to_DK02,forward,4,-95.63335511697392,1256.540071344671,True
105.53766819,21.01671696,0.0,0.08159477,N,,93,11537,DB02_to_DK02,forward,4,-95.46518947145005,1306.7734914056937,True
105.53814932,21.01671544,0.0,0.08226299,N,,94,11538,DB02_to_DK02,forward,4,-45.521031000045234,1306.604475117036,True
105.53815094,21.0171672,0.0,0.07954613,N,,95,11685,DB02_to_DK02,forward,4,-45.352865355996535,1356.8378951780585,True
105.53863207,21.01716568,0.0,0.08027802,N,,96,11686,DB02_to_DK02,forward,4,4.591293116883458,1356.668878889796,True
105.53863369,21.01761744,0.0,0.07607616,N,,97,11833,DB02_to_DK02,forward,4,4.759458760932147,1406.9022989504233,True
105.53911483,21.01761591,0.0,0.07712748,N,,98,11834,DB02_to_DK02,forward,4,54.70465529269678,1406.7321707128024,True
105.53911645,21.01806768,0.0,0.07037792,N,,99,11981,DB02_to_DK02,forward,4,54.87282093674547,1456.966702723183,True
105.53959759,21.01806615,0.0,0.07110482,N,,100,11982,DB02_to_DK02,forward,4,104.8180174685101,1456.796574485167,True
105.54007872,21.01806462,0.0,0.07096098,N,,101,11983,DB02_to_DK02,forward,4,154.76217593991493,1456.626446247546,True
105.54008035,21.01851639,0.0,0.06210889,N,,102,12130,DB02_to_DK02,forward,4,154.93137964432344,1506.860978257532,True
105.54056148,21.01851486,0.0,0.06096772,N,,103,12131,DB02_to_DK02,forward,4,204.87553811572823,1506.6908500199108,True
105.54056311,21.01896662,0.0,0.052763,N,,104,12278,DB02_to_DK02,forward,4,205.04474182013672,1556.9242700809332,True
105.54104425,21.01896509,0.0,0.05111668,N,,105,12279,DB02_to_DK02,forward,4,254.9899383519014,1556.7541418429173,True
105.54104588,21.01941685,0.0,0.04600802,N,,106,12426,DB02_to_DK02,forward,4,255.1591420563099,1606.9875619039399,True
105.54152702,21.01941532,0.0,0.04467776,N,,107,12427,DB02_to_DK02,forward,4,305.1043385880745,1606.8174336663187,True
105.54152865,21.01986708,0.0,0.04242268,N,,108,12574,DB02_to_DK02,forward,4,305.273542292483,1657.0508537273413,True
105.54200979,21.01986555,0.0,0.04163296,N,,109,12575,DB02_to_DK02,forward,4,355.2187388227725,1656.8807254893252,True
105.54201142,21.02031731,0.0,0.04083829,N,,110,12722,DB02_to_DK02,forward,4,355.38794252718094,1707.1141455503475,True
105.54249257,21.02031578,0.0,0.04042867,N,,111,12723,DB02_to_DK02,forward,4,405.3341771178303,1706.9440173127264,True
105.54297534,21.020766,0.0,0.04002793,N,,112,12871,DB02_to_DK02,forward,4,455.4485773540034,1757.0061971863743,True
105.54310305,21.02092294,0.0,0.02000384,DK02,,113,15438,DB02_to_DK02,forward,4,468.7056356926453,1774.4571289739831,True
