x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.53939267,20.98356076,0.0,0.0,DB02,,0,15436,DB02_to_DK02,forward,5,83.54610144976081,-2380.027735406683,True
105.53947419,20.98373222,0.0,0.02002159,N,,1,810,DB02_to_DK02,forward,5,92.0083627909054,-2360.9622532841313,True
105.53995684,20.98418246,0.0,0.02040784,N,,2,958,DB02_to_DK02,forward,5,142.11030631161185,-2310.8978495117667,True
105.53995847,20.98463422,0.0,0.02087485,N,,3,1105,DB02_to_DK02,forward,5,142.27951001602034,-2260.664429450744,True
105.53996009,20.98508598,0.0,0.021586,N,,4,1252,DB02_to_DK02,forward,5,142.44767566006905,-2210.4310093897216,True
105.54044112,20.98508446,0.0,0.02199559,N,,5,1253,DB02_to_DK02,forward,5,192.38145353672678,-2210.6000256783796,True
105.54044274,20.98553622,0.0,0.02294165,N,,6,1400,DB02_to_DK02,forward,5,192.54961918225067,-2160.366605617357,True
105.5409254,20.98598646,0.0,0.02475605,N,,7,1548,DB02_to_DK02,forward,5,242.65260076331688,-2110.302201844992,True
105.54092703,20.98643822,0.0,0.02614592,N,,8,1695,DB02_to_DK02,forward,5,242.82180446772537,-2060.0687817839694,True
105.54140806,20.98643669,0.0,0.02700266,N,,9,1696,DB02_to_DK02,forward,5,292.755582342908,-2060.2389100215905,True
105.54140969,20.98688846,0.0,0.02858859,N,,10,1843,DB02_to_DK02,forward,5,292.92478604731645,-2010.0043780116048,True
105.54141132,20.98734022,0.0,0.03037179,N,,11,1990,DB02_to_DK02,forward,5,293.09398975172496,-1959.7709579505822,True
105.54189235,20.98733869,0.0,0.0314117,N,,12,1991,DB02_to_DK02,forward,5,343.0277676283827,-1959.9410861882034,True
105.54189398,20.98779045,0.0,0.0333567,N,,13,2138,DB02_to_DK02,forward,5,343.19697133279124,-1909.7076661275757,True
105.54237502,20.98778892,0.0,0.03457583,N,,14,2139,DB02_to_DK02,forward,5,393.1317872683336,-1909.8777943651967,True
105.54237665,20.98824068,0.0,0.03665997,N,,15,2286,DB02_to_DK02,forward,5,393.3009909727421,-1859.6443743041743,True
105.54237828,20.98869245,0.0,0.03889632,N,,16,2433,DB02_to_DK02,forward,5,393.4701946771506,-1809.4098422941884,True
105.54285932,20.98869091,0.0,0.04023711,N,,17,2434,DB02_to_DK02,forward,5,443.4050106141682,-1809.5810824811679,True
105.54286096,20.98914268,0.0,0.04257131,N,,18,2581,DB02_to_DK02,forward,5,443.57525237746125,-1759.346550470787,True
105.543342,20.98914114,0.0,0.04404149,N,,19,2582,DB02_to_DK02,forward,5,493.51006831300367,-1759.5177906577665,True
105.54334363,20.98959291,0.0,0.04644844,N,,20,2729,DB02_to_DK02,forward,5,493.6792720174122,-1709.2832586477805,True
105.54382467,20.98959137,0.0,0.04802515,N,,21,2730,DB02_to_DK02,forward,5,543.6140879544297,-1709.4544988347602,True
105.54382631,20.99004313,0.0,0.05047986,N,,22,2877,DB02_to_DK02,forward,5,543.7843297177228,-1659.2210787737374,True
105.54430736,20.9900416,0.0,0.05214011,N,,23,2878,DB02_to_DK02,forward,5,593.720183713625,-1659.3912070113586,True
105.54430899,20.99049336,0.0,0.0546181,N,,24,3025,DB02_to_DK02,forward,5,593.8893874180336,-1609.1577869507312,True
105.54479004,20.99049182,0.0,0.05633882,N,,25,3026,DB02_to_DK02,forward,5,643.8252414124606,-1609.3290271377107,True
105.54479168,20.99094358,0.0,0.05881667,N,,26,3173,DB02_to_DK02,forward,5,643.995483177229,-1559.0956070766883,True
105.54527272,20.99094204,0.0,0.0605756,N,,27,3174,DB02_to_DK02,forward,5,693.9302991127713,-1559.2668472636676,True
105.54527436,20.99139381,0.0,0.05850036,N,,28,3321,DB02_to_DK02,forward,5,694.1005408760643,-1509.032315253287,True
105.545276,20.99184557,0.0,0.05565909,N,,29,3468,DB02_to_DK02,forward,5,694.2707826408327,-1458.7988951926593,True
105.54575706,20.99184403,0.0,0.05679897,N,,30,3469,DB02_to_DK02,forward,5,744.2076746956196,-1458.9701353796388,True
105.5457587,20.99229579,0.0,0.05404419,N,,31,3616,DB02_to_DK02,forward,5,744.3779164589128,-1408.7367153186165,True
105.54624139,20.99274601,0.0,0.05272592,N,,32,3764,DB02_to_DK02,forward,5,794.4840122195833,-1358.6745354445732,True
105.54624303,20.99319777,0.0,0.05014375,N,,33,3911,DB02_to_DK02,forward,5,794.6542539828764,-1308.4411153839458,True
105.54672409,20.99319623,0.0,0.05172356,N,,34,3912,DB02_to_DK02,forward,5,844.5911460376632,-1308.6123555709255,True
105.54672573,20.99364799,0.0,0.04927993,N,,35,4059,DB02_to_DK02,forward,5,844.7613878024315,-1258.3789355099027,True
105.54672738,20.99409975,0.0,0.04693178,N,,36,4206,DB02_to_DK02,forward,5,844.9326676246093,-1208.1455154488804,True
105.54720844,20.99409821,0.0,0.04876253,N,,37,4207,DB02_to_DK02,forward,5,894.8695596808714,-1208.3167556358599,True
105.54721008,20.99454997,0.0,0.04658093,N,,38,4354,DB02_to_DK02,forward,5,895.0398014441645,-1158.0833355748375,True
105.54721173,20.99500173,0.0,0.04452149,N,,39,4501,DB02_to_DK02,forward,5,895.2110812678173,-1107.84991551421,True
105.54769279,20.99500018,0.0,0.0465964,N,,40,4502,DB02_to_DK02,forward,5,945.1479733226042,-1108.0222676501528,True
105.54769444,20.99545195,0.0,0.04472577,N,,41,4649,DB02_to_DK02,forward,5,945.3192531462571,-1057.7877356401668,True
105.54769608,20.99590371,0.0,0.0430002,N,,42,4796,DB02_to_DK02,forward,5,945.4894949095502,-1007.5543155791444,True
105.54769773,20.99635547,0.0,0.04143179,N,,43,4943,DB02_to_DK02,forward,5,945.6607747332033,-957.3208955181219,True
105.5481788,20.99635392,0.0,0.04378244,N,,44,4944,DB02_to_DK02,forward,5,995.5987048483499,-957.4932476544599,True
105.54818045,20.99680568,0.0,0.04242414,N,,45,5091,DB02_to_DK02,forward,5,995.7699846720028,-907.2598275934373,True
105.5481821,20.99725744,0.0,0.04123877,N,,46,5238,DB02_to_DK02,forward,5,995.9412644956557,-857.0264075328099,True
105.54818374,20.99770921,0.0,0.04023488,N,,47,5385,DB02_to_DK02,forward,5,996.111506258949,-806.7918755224289,True
105.54818539,20.99816097,0.0,0.03941998,N,,48,5532,DB02_to_DK02,forward,5,996.2827860826019,-756.5584554614063,True
105.54866646,20.99815942,0.0,0.04202596,N,,49,5533,DB02_to_DK02,forward,5,1046.2207161977485,-756.7308075977444,True
105.54866812,20.99861118,0.0,0.04142608,N,,50,5680,DB02_to_DK02,forward,5,1046.3930340802863,-706.4973875367219,True
105.54866977,20.99906294,0.0,0.04101922,N,,51,5827,DB02_to_DK02,forward,5,1046.5643139039391,-656.2639674756994,True
