order,pair_name,direction,route_rank,x_or_lon,y_or_lat,x_m,y_m,z_m
0,DB02_to_DK02,forward,2,105.53939267,20.98356076,83.54610144976081,-2380.027735406683,0.0
1,DB02_to_DK02,forward,2,105.54189329054715,20.98591163292737,343.1254020230516,-2118.6225926970865,0.0
2,DB02_to_DK02,forward,2,105.54215893892365,20.986427235978763,370.7012850761158,-2061.2901492197166,0.0
3,DB02_to_DK02,forward,2,105.54344308407333,20.987741072259873,504.00319694311327,-1915.198220318637,0.0
4,DB02_to_DK02,forward,2,105.5452515638397,20.989434803597778,691.7341637177801,-1726.863888444841,0.0
5,DB02_to_DK02,forward,2,105.5465590843341,20.992283111618583,827.4625755353966,-1410.146487010145,0.0
6,DB02_to_DK02,forward,2,105.54712812414363,20.996626220797037,886.5322956171273,-927.2147805028526,0.0
7,DB02_to_DK02,forward,2,105.54734938021541,20.99741934664489,909.4999931463223,-839.023210030695,0.0
8,DB02_to_DK02,forward,2,105.54768817986037,20.998131323391345,944.6694133829668,-759.8550079363473,0.0
9,DB02_to_DK02,forward,2,105.5482122800028,21.00109799108417,999.0741284667123,-429.9766114537811,0.0
10,DB02_to_DK02,forward,2,105.54777729181812,21.003020099238924,953.9197651366883,-216.24793618279318,0.0
11,DB02_to_DK02,forward,2,105.5481841006918,21.007122654868233,996.1489482151231,239.93543607322204,0.0
12,DB02_to_DK02,forward,2,105.54715114836087,21.00955765997931,888.9223464447238,510.6956507789599,0.0
13,DB02_to_DK02,forward,2,105.54310305,21.02092294,468.7056356926453,1774.4571289739831,0.0
