order,pair_name,direction,route_rank,x_or_lon,y_or_lat,x_m,y_m,z_m
0,DB02_to_DK02,backward,4,105.54310305,21.02092294,468.7056356926453,1774.4571289739831,0.0
1,DB02_to_DK02,backward,4,105.54253366647701,21.020601549527907,409.60023610640735,1738.720139005639,0.0
2,DB02_to_DK02,backward,4,105.5375782658906,21.019233784676537,-104.7998474033086,1586.6316266905112,0.0
3,DB02_to_DK02,backward,4,105.53538409118543,21.015560171117208,-332.5682451114453,1178.1444364403528,0.0
4,DB02_to_DK02,backward,4,105.53686597471426,21.012651109901903,-178.73991222715946,854.6715880000651,0.0
5,DB02_to_DK02,backward,4,105.53898948834346,21.010112564862755,41.69344510538781,572.3982585881174,0.0
6,DB02_to_DK02,backward,4,105.5388576906293,21.00894515291559,28.01205770068213,442.58797275891806,0.0
7,DB02_to_DK02,backward,4,105.53879061281472,21.00874156682031,21.048981190307323,419.95023182845847,0.0
8,DB02_to_DK02,backward,4,105.53886666445938,21.003592961911565,28.94359468872749,-152.54851332131676,0.0
9,DB02_to_DK02,backward,4,105.53909752259985,20.99859306277928,52.90804411492921,-708.5119305661065,0.0
10,DB02_to_DK02,backward,4,105.5389739812911,20.997963165736568,40.083720745669254,-778.5532860239148,0.0
11,DB02_to_DK02,backward,4,105.53850777190173,20.9936827009773,-8.311589509468504,-1254.5192509353128,0.0
12,DB02_to_DK02,backward,4,105.54087040206349,20.989803746336225,236.94348751543123,-1685.839327707296,0.0
13,DB02_to_DK02,backward,4,105.53939267,20.98356076,83.54610144976081,-2380.027735406683,0.0
