order,pair_name,direction,route_rank,x_or_lon,y_or_lat,x_m,y_m,z_m
0,DB02_to_DK02,backward,3,105.54310305,21.02092294,468.7056356926453,1774.4571289739831,0.0
1,DB02_to_DK02,backward,3,105.54243475532719,21.019135627140543,399.33266987390357,1575.7170066761005,0.0
2,DB02_to_DK02,backward,3,105.54240486507533,21.019051952985667,396.22988377432574,1566.4128651622711,0.0
3,DB02_to_DK02,backward,3,105.54203397424247,21.018787626344043,357.72920717558577,1537.0210836367924,0.0
4,DB02_to_DK02,backward,3,105.54198578347993,21.01738427750747,352.72671911418144,1380.9758126977197,0.0
5,DB02_to_DK02,backward,3,105.54418896474186,21.015675282266972,581.4300510361599,1190.9442122945638,0.0
6,DB02_to_DK02,backward,3,105.54569920115829,21.01342970317683,738.2015824559792,941.2472100912009,0.0
7,DB02_to_DK02,backward,3,105.54899144261402,21.00952352513692,1079.9558463596782,506.9000294831946,0.0
8,DB02_to_DK02,backward,3,105.5506178639447,21.004542407434517,1248.7880636008729,-46.974988043382666,0.0
9,DB02_to_DK02,backward,3,105.55471257622663,21.000669662702506,1673.843576882667,-477.6045544324259,0.0
10,DB02_to_DK02,backward,3,105.55837850763875,20.997302775440904,2054.3890830712653,-851.9853365070081,0.0
11,DB02_to_DK02,backward,3,105.5585233452769,20.993689737370346,2069.4240922214576,-1253.736839726505,0.0
12,DB02_to_DK02,backward,3,105.55717046488228,20.992437948833704,1928.9870527064836,-1392.929374233026,0.0
13,DB02_to_DK02,backward,3,105.53939267,20.98356076,83.54610144976081,-2380.027735406683,0.0
