order,pair_name,direction,route_rank,x_or_lon,y_or_lat,x_m,y_m,z_m
0,DB02_to_DK02,forward,6,105.53939267,20.98356076,83.54610144976081,-2380.027735406683,0.0
1,DB02_to_DK02,forward,6,105.54280245990351,20.98584803665258,437.50259407438455,-2125.6941758072157,0.0
2,DB02_to_DK02,forward,6,105.54273565274885,20.98782413109032,430.5676136749044,-1905.9624997598928,0.0
3,DB02_to_DK02,forward,6,105.54142028982584,20.989791752341645,294.02511107688616,-1687.1729990546453,0.0
4,DB02_to_DK02,forward,6,105.541872679246,20.994160889529812,340.98582625144815,-1201.3471099164067,0.0
5,DB02_to_DK02,forward,6,105.5416031780133,20.99497495964291,313.00999378549864,-1110.826643406929,0.0
6,DB02_to_DK02,forward,6,105.54095401653024,20.99660022732786,245.62316697342195,-930.1051224009773,0.0
7,DB02_to_DK02,forward,6,105.542274399424,20.999790391890798,382.686772422759,-575.3750078411304,0.0
8,DB02_to_DK02,forward,6,105.5411048334957,21.002912962349104,261.2788658966657,-228.16101478741905,0.0
9,DB02_to_DK02,forward,6,105.54067142083996,21.00417697769322,216.28805185134783,-87.6089213209286,0.0
10,DB02_to_DK02,forward,6,105.54070468327657,21.00453441901591,219.74089080373668,-47.8632596645415,0.0
11,DB02_to_DK02,forward,6,105.54273476526063,21.006314200483367,430.4754871142543,150.03941005258224,0.0
12,DB02_to_DK02,forward,6,105.54386427354449,21.01099765339645,547.725171656228,670.8156131662399,0.0
13,DB02_to_DK02,forward,6,105.54310305,21.02092294,468.7056356926453,1774.4571289739831,0.0
