x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.53939267,20.98356076,0.0,0.0,DB02,,0,15436,DB02_to_DK02,forward,8,83.54610144976081,-2380.027735406683,True
105.53947419,20.98373222,0.0,0.02002159,N,,1,810,DB02_to_DK02,forward,8,92.0083627909054,-2360.9622532841313,True
105.53947582,20.98418398,0.0,0.02024133,N,,2,957,DB02_to_DK02,forward,8,92.1775664953139,-2310.7288332231087,True
105.53995684,20.98418246,0.0,0.02040784,N,,3,958,DB02_to_DK02,forward,8,142.11030631161185,-2310.8978495117667,True
105.53995847,20.98463422,0.0,0.02087485,N,,4,1105,DB02_to_DK02,forward,8,142.27951001602034,-2260.664429450744,True
105.53996009,20.98508598,0.0,0.021586,N,,5,1252,DB02_to_DK02,forward,8,142.44767566006905,-2210.4310093897216,True
105.53996171,20.98553775,0.0,0.02253604,N,,6,1399,DB02_to_DK02,forward,8,142.61584130559288,-2160.196477379736,True
105.53996334,20.98598951,0.0,0.0237179,N,,7,1546,DB02_to_DK02,forward,8,142.7850450100014,-2109.9630573187133,True
105.5394823,20.98599103,0.0,0.02355691,N,,8,1545,DB02_to_DK02,forward,8,92.85022907445901,-2109.7940410300557,True
105.53948393,20.9864428,0.0,0.0249643,N,,9,1692,DB02_to_DK02,forward,8,93.0194327788675,-2059.5595090200695,True
105.53900451,20.98689608,0.0,0.02666239,N,,10,1838,DB02_to_DK02,forward,8,43.252782487373814,-2009.1570726703897,True
105.53900613,20.98734785,0.0,0.0284832,N,,11,1985,DB02_to_DK02,forward,8,43.42094813289768,-1958.9225406604035,True
105.5385251,20.98734937,0.0,0.02878739,N,,12,1984,DB02_to_DK02,forward,8,-6.512829743760074,-1958.7535243717457,True
105.53852672,20.98780113,0.0,0.03079001,N,,13,2131,DB02_to_DK02,forward,8,-6.344664099711384,-1908.5201043107234,True
105.53852834,20.98825289,0.0,0.03296651,N,,14,2278,DB02_to_DK02,forward,8,-6.176498454187525,-1858.286684250096,True
105.5380473,20.98825441,0.0,0.03347239,N,,15,2277,DB02_to_DK02,forward,8,-56.111314389729905,-1858.1176679614384,True
105.53804891,20.98870618,0.0,0.03579429,N,,16,2424,DB02_to_DK02,forward,8,-55.94418680456586,-1807.8831359510575,True
105.53805053,20.98915794,0.0,0.03825843,N,,17,2571,DB02_to_DK02,forward,8,-55.77602115904201,-1757.6497158904297,True
105.53756949,20.98915946,0.0,0.03893647,N,,18,2570,DB02_to_DK02,forward,8,-105.71083709605955,-1757.4806996017721,True
105.53757111,20.98961122,0.0,0.04150514,N,,19,2717,DB02_to_DK02,forward,8,-105.5426714505357,-1707.2472795407496,True
105.53757272,20.99006299,0.0,0.04418226,N,,20,2864,DB02_to_DK02,forward,8,-105.37554386537164,-1657.0127475307638,True
105.53757434,20.99051475,0.0,0.04695087,N,,21,3011,DB02_to_DK02,forward,8,-105.20737821984777,-1606.779327469741,True
105.53709329,20.99051627,0.0,0.0477377,N,,22,3010,DB02_to_DK02,forward,8,-155.14323221574998,-1606.6103111810835,True
105.53709491,20.99096803,0.0,0.05055031,N,,23,3157,DB02_to_DK02,forward,8,-154.9750665717013,-1556.376891120061,True
105.53709652,20.99141979,0.0,0.05342011,N,,24,3304,DB02_to_DK02,forward,8,-154.80793898506207,-1506.1434710594335,True
105.53661547,20.99142131,0.0,0.05430173,N,,25,3303,DB02_to_DK02,forward,8,-204.74379298096423,-1505.974454770776,True
105.53661709,20.99187307,0.0,0.05717376,N,,26,3450,DB02_to_DK02,forward,8,-204.57562733691557,-1455.7410347097534,True
105.5366187,20.99232483,0.0,0.05959294,N,,27,3597,DB02_to_DK02,forward,8,-204.40849975027638,-1405.5076146487309,True
105.53613765,20.99232635,0.0,0.06101148,N,,28,3596,DB02_to_DK02,forward,8,-254.34435374617857,-1405.3385983604683,True
105.53613926,20.99277811,0.0,0.0589529,N,,29,3743,DB02_to_DK02,forward,8,-254.17722616101452,-1355.1051782994457,True
105.53614088,20.99322988,0.0,0.05660967,N,,30,3890,DB02_to_DK02,forward,8,-254.00906051549063,-1304.8706462890648,True
105.53566143,20.99368315,0.0,0.05641677,N,,31,4036,DB02_to_DK02,forward,8,-303.7788249851134,-1254.4693218891382,True
105.53566304,20.99413492,0.0,0.05430553,N,,32,4183,DB02_to_DK02,forward,8,-303.6116973999494,-1204.2347898787573,True
105.53518198,20.99413643,0.0,0.0565413,N,,33,4182,DB02_to_DK02,forward,8,-353.5485894547362,-1204.0668855394579,True
105.53518359,20.99458819,0.0,0.05459795,N,,34,4329,DB02_to_DK02,forward,8,-353.38146186957215,-1153.8334654784353,True
105.5351852,20.99503995,0.0,0.05276338,N,,35,4476,DB02_to_DK02,forward,8,-353.21433428440815,-1103.600045417808,True
105.53518681,20.99549172,0.0,0.0510499,N,,36,4623,DB02_to_DK02,forward,8,-353.04720669924404,-1053.365513407427,True
105.53470736,20.99594499,0.0,0.05203978,N,,37,4769,DB02_to_DK02,forward,8,-402.81697116886687,-1002.9641890071053,True
105.53470897,20.99639675,0.0,0.05065548,N,,38,4916,DB02_to_DK02,forward,8,-402.64984358370276,-952.7307689464778,True
105.53471058,20.99684852,0.0,0.04941963,N,,39,5063,DB02_to_DK02,forward,8,-402.48271599853877,-902.4962369360967,True
105.53519164,20.996847,0.0,0.04675014,N,,40,5064,DB02_to_DK02,forward,8,-352.5458239437519,-902.6652532247545,True
105.53519325,20.99729877,0.0,0.04563085,N,,41,5211,DB02_to_DK02,forward,8,-352.3786963571127,-852.4307212143735,True
105.53519486,20.99775053,0.0,0.04468302,N,,42,5358,DB02_to_DK02,forward,8,-352.21156877194863,-802.1973011533511,True
105.53519647,20.99820229,0.0,0.04391355,N,,43,5505,DB02_to_DK02,forward,8,-352.0444411867846,-751.9638810927236,True
105.53519808,20.99865406,0.0,0.04332814,N,,44,5652,DB02_to_DK02,forward,8,-351.87731360162053,-701.7293490823427,True
105.5351997,20.99910582,0.0,0.04293108,N,,45,5799,DB02_to_DK02,forward,8,-351.7091479560967,-651.4959290213201,True
105.53520131,20.99955758,0.0,0.04272546,N,,46,5946,DB02_to_DK02,forward,8,-351.5420203709326,-601.2625089602976,True
105.53520292,21.00000934,0.0,0.04271274,N,,47,6093,DB02_to_DK02,forward,8,-351.37489278576857,-551.0290888996701,True
105.53520453,21.00046111,0.0,0.04289303,N,,48,6240,DB02_to_DK02,forward,8,-351.2077652006045,-500.7945568892892,True
105.53520614,21.00091287,0.0,0.04326498,N,,49,6387,DB02_to_DK02,forward,8,-351.04063761544046,-450.5611368282667,True
105.53472506,21.00091438,0.0,0.04606154,N,,50,6386,DB02_to_DK02,forward,8,-400.9796057894718,-450.39323248896744,True
105.53472667,21.00136614,0.0,0.04660192,N,,51,6533,DB02_to_DK02,forward,8,-400.81247820430775,-400.15981242833993,True
105.53424558,21.00136765,0.0,0.04945351,N,,52,6532,DB02_to_DK02,forward,8,-450.75248443722364,-399.9919080890407,True
105.53424719,21.00181942,0.0,0.05014396,N,,53,6679,DB02_to_DK02,forward,8,-450.5853568520596,-349.7573760786598,True
105.53376611,21.00182093,0.0,0.05302552,N,,54,6678,DB02_to_DK02,forward,8,-500.5243250260909,-349.58947173936053,True
105.53376771,21.00227269,0.0,0.05384664,N,,55,6825,DB02_to_DK02,forward,8,-500.3582354998115,-299.3560516783381,True
105.53376932,21.00272445,0.0,0.05482078,N,,56,6972,DB02_to_DK02,forward,8,-500.1911079146474,-249.12263161771057,True
105.53328823,21.00272596,0.0,0.0576655,N,,57,6971,DB02_to_DK02,forward,8,-550.1311141490386,-248.95472727841138,True
105.53328984,21.00317772,0.0,0.05796297,N,,58,7118,DB02_to_DK02,forward,8,-549.9639865638744,-198.72130721738887,True
105.53280875,21.00317923,0.0,0.05725253,N,,59,7117,DB02_to_DK02,forward,8,-599.9039927967904,-198.55340287808963,True
105.53281036,21.00363099,0.0,0.0552061,N,,60,7264,DB02_to_DK02,forward,8,-599.7368652116263,-148.3199828170671,True
105.53232927,21.0036325,0.0,0.05462771,N,,61,7263,DB02_to_DK02,forward,8,-649.6768714445423,-148.15207847816293,True
105.53233087,21.00408426,0.0,0.05266421,N,,62,7410,DB02_to_DK02,forward,8,-649.5107819197381,-97.91865841714042,True
105.53185138,21.00453752,0.0,0.05037166,N,,63,7556,DB02_to_DK02,forward,8,-699.2846986263745,-47.51844596617715,True
105.53233247,21.00453602,0.0,0.05081492,N,,64,7557,DB02_to_DK02,forward,8,-649.3446923934586,-47.68523835611792,True
105.53233407,21.00498778,0.0,0.04909232,N,,65,7704,DB02_to_DK02,forward,8,-649.1786028671792,2.5481817049045907,True
105.53233567,21.00543955,0.0,0.04750825,N,,66,7851,DB02_to_DK02,forward,8,-649.012513342375,52.782713714890505,True
