x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.53939267,20.98356076,0.0,0.0,DB02,,0,15436,DB02_to_DK02,forward,6,83.54610144976081,-2380.027735406683,True
105.53947419,20.98373222,0.0,0.02002159,N,,1,810,DB02_to_DK02,forward,6,92.0083627909054,-2360.9622532841313,True
105.53995522,20.9837307,0.0,0.02018847,N,,2,811,DB02_to_DK02,forward,6,141.942140666088,-2361.1312695727893,True
105.53995684,20.98418246,0.0,0.02040784,N,,3,958,DB02_to_DK02,forward,6,142.11030631161185,-2310.8978495117667,True
105.54043787,20.98418093,0.0,0.02082232,N,,4,959,DB02_to_DK02,forward,6,192.04408418826958,-2311.067977749388,True
105.54092052,20.98463117,0.0,0.02194366,N,,5,1107,DB02_to_DK02,forward,6,242.14602770897605,-2261.003573977023,True
105.54140155,20.98462964,0.0,0.02283877,N,,6,1108,DB02_to_DK02,forward,6,292.0798055856338,-2261.173702214644,True
105.54140318,20.9850814,0.0,0.02353584,N,,7,1255,DB02_to_DK02,forward,6,292.2490092900423,-2210.9402821540166,True
105.54188421,20.98507987,0.0,0.02465509,N,,8,1256,DB02_to_DK02,forward,6,342.1827871667,-2211.1104103916377,True
105.54188584,20.98553164,0.0,0.0255755,N,,9,1403,DB02_to_DK02,forward,6,342.3519908711085,-2160.875878381257,True
105.54236687,20.98553011,0.0,0.02690411,N,,10,1404,DB02_to_DK02,forward,6,392.28576874629107,-2161.0460066192727,True
105.5428479,20.98552857,0.0,0.02844318,N,,11,1405,DB02_to_DK02,forward,6,442.2195466229488,-2161.217246806252,True
105.54284953,20.98598034,0.0,0.02955342,N,,12,1552,DB02_to_DK02,forward,6,442.3887503273574,-2110.9827147958713,True
105.54285116,20.9864321,0.0,0.03087327,N,,13,1699,DB02_to_DK02,forward,6,442.55795403176586,-2060.749294735244,True
105.54285279,20.98688386,0.0,0.03239315,N,,14,1846,DB02_to_DK02,forward,6,442.7271577361744,-2010.5158746742213,True
105.54285443,20.98733563,0.0,0.03410219,N,,15,1993,DB02_to_DK02,forward,6,442.8973995009427,-1960.2813426638404,True
105.54285606,20.98778739,0.0,0.03598811,N,,16,2140,DB02_to_DK02,forward,6,443.0666032053512,-1910.047922602818,True
105.54237502,20.98778892,0.0,0.03457583,N,,17,2139,DB02_to_DK02,forward,6,393.1317872683336,-1909.8777943651967,True
105.54237665,20.98824068,0.0,0.03665997,N,,18,2286,DB02_to_DK02,forward,6,393.3009909727421,-1859.6443743041743,True
105.54237828,20.98869245,0.0,0.03889632,N,,19,2433,DB02_to_DK02,forward,6,393.4701946771506,-1809.4098422941884,True
105.54189724,20.98869398,0.0,0.03773886,N,,20,2432,DB02_to_DK02,forward,6,343.5353787416082,-1809.2397140561723,True
105.54189887,20.98914574,0.0,0.0401461,N,,21,2579,DB02_to_DK02,forward,6,343.70458244601673,-1759.00629399515,True
105.5419005,20.9895975,0.0,0.04267644,N,,22,2726,DB02_to_DK02,forward,6,343.87378615042525,-1708.7728739345223,True
105.54141946,20.98959903,0.0,0.04176876,N,,23,2725,DB02_to_DK02,forward,6,293.93897021488283,-1708.602745696506,True
105.54142109,20.9900508,0.0,0.04443689,N,,24,2872,DB02_to_DK02,forward,6,294.10817391929135,-1658.3682136865202,True
