order,pair_name,direction,route_rank,x_or_lon,y_or_lat,x_m,y_m,z_m
0,DB02_to_DK02,forward,9,105.53939267,20.98356076,83.54610144976081,-2380.027735406683,0.0
1,DB02_to_DK02,forward,9,105.54573145777236,20.984573277695326,741.5500110400028,-2267.440904548777,0.0
2,DB02_to_DK02,forward,9,105.54573145777236,20.984573277695326,741.5500110400028,-2267.440904548777,0.0
3,DB02_to_DK02,forward,9,105.54573145777236,20.984573277695326,741.5500110400028,-2267.440904548777,0.0
4,DB02_to_DK02,forward,9,105.54599175073402,20.984697965824704,768.56997014943,-2253.5762171488896,0.0
5,DB02_to_DK02,forward,9,105.54663223139318,20.98639074340982,835.0556757569417,-2065.347937746416,0.0
6,DB02_to_DK02,forward,9,105.55057687401083,20.988084237812384,1244.5330644265482,-1877.0399518803026,0.0
7,DB02_to_DK02,forward,9,105.55143335919065,20.989037712003928,1333.4413252908132,-1771.0184590941765,0.0
8,DB02_to_DK02,forward,9,105.55278051022896,20.989598469134524,1473.2836235104926,-1708.6651110922146,0.0
9,DB02_to_DK02,forward,9,105.55576945490091,20.990855878569903,1783.5538755409207,-1568.8475611628467,0.0
10,DB02_to_DK02,forward,9,105.55956505068036,20.99349691026573,2177.559315032906,-1275.178235479594,0.0
11,DB02_to_DK02,forward,9,105.56060171638855,20.995252153421443,2285.171387470855,-1080.0041015366653,0.0
12,DB02_to_DK02,forward,9,105.55965464462791,20.996908262764837,2186.859700199252,-895.8531445827412,0.0
13,DB02_to_DK02,forward,9,105.54310305,21.02092294,468.7056356926453,1774.4571289739831,0.0
