x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.54310305,21.02092294,0.0,0.02000384,DK02,,0,15438,DB02_to_DK02,backward,3,468.7056356926453,1774.4571289739831,True
105.54297534,21.020766,0.0,0.04002793,N,,1,12871,DB02_to_DK02,backward,3,455.4485773540034,1757.0061971863743,True
105.54297371,21.02031424,0.0,0.04023429,N,,2,12724,DB02_to_DK02,backward,3,455.27937364959496,1706.772777125747,True
105.54297207,21.01986248,0.0,0.04074926,N,,3,12577,DB02_to_DK02,backward,3,455.10913188630167,1656.5393570647245,True
105.54249093,21.01986401,0.0,0.04106426,N,,4,12576,DB02_to_DK02,backward,3,405.1639353545371,1656.7094853023457,True
105.5424893,21.01941225,0.0,0.0424438,N,,5,12429,DB02_to_DK02,backward,3,404.9947316501286,1606.476065241323,True
105.54200653,21.01896203,0.0,0.04705157,N,,6,12281,DB02_to_DK02,backward,3,354.88033141395545,1556.413885367675,True
105.54200489,21.01851026,0.0,0.05308888,N,,7,12134,DB02_to_DK02,backward,3,354.7100896506623,1506.179353357294,True
105.54200326,21.0180585,0.0,0.06115841,N,,8,11987,DB02_to_DK02,backward,3,354.5408859462538,1455.9459332962717,True
105.54200163,21.01760674,0.0,0.0693689,N,,9,11840,DB02_to_DK02,backward,3,354.37168224184535,1405.712513235644,True
105.542,21.01715498,0.0,0.07517271,N,,10,11693,DB02_to_DK02,backward,3,354.20247853743683,1355.4790931746218,True
105.54248113,21.01715345,0.0,0.07166344,N,,11,11694,DB02_to_DK02,backward,3,404.1466370088416,1355.3089649366057,True
105.54247949,21.01670169,0.0,0.07625977,N,,12,11547,DB02_to_DK02,backward,3,403.97639524554853,1305.075544875978,True
105.54296062,21.01670015,0.0,0.07224671,N,,13,11548,DB02_to_DK02,backward,3,453.9205537169534,1304.9043046886034,True
105.54344012,21.01624685,0.0,0.07113486,N,,14,11402,DB02_to_DK02,backward,3,503.69550848394965,1254.4996444409965,True
105.54391961,21.01579356,0.0,0.06832547,N,,15,11256,DB02_to_DK02,backward,3,553.4694251920614,1204.0960961419578,True
105.5443991,21.01534026,0.0,0.06472316,N,,16,11110,DB02_to_DK02,backward,3,603.243341900173,1153.6914358939557,True
105.54487858,21.01488696,0.0,0.0620991,N,,17,10964,DB02_to_DK02,backward,3,653.0162205479248,1103.2867756459539,True
105.54487694,21.01443519,0.0,0.06402157,N,,18,10817,DB02_to_DK02,backward,3,652.8459787831565,1053.052243635968,True
105.54535642,21.01398189,0.0,0.06362384,N,,19,10671,DB02_to_DK02,backward,3,702.6188574323836,1002.6475833879658,True
105.54535478,21.01353013,0.0,0.06552292,N,,20,10524,DB02_to_DK02,backward,3,702.4486156676154,952.4141633269434,True
105.54583426,21.01307683,0.0,0.06753683,N,,21,10378,DB02_to_DK02,backward,3,752.2214943168424,902.0095030789413,True
105.54631537,21.01307528,0.0,0.06816633,N,,22,10379,DB02_to_DK02,backward,3,802.1635766690027,901.8371509426033,True
105.54631373,21.01262352,0.0,0.06961367,N,,23,10232,DB02_to_DK02,backward,3,801.9933349042344,851.6037308819758,True
105.54679485,21.01262198,0.0,0.07010705,N,,24,10233,DB02_to_DK02,backward,3,851.9364553167546,851.4324906946013,True
105.5467932,21.01217022,0.0,0.07154488,N,,25,10086,DB02_to_DK02,backward,3,851.7651754931017,801.1990706339739,True
105.54679155,21.01171845,0.0,0.07305995,N,,26,9939,DB02_to_DK02,backward,3,851.5938956694486,750.9645386235928,True
105.54727267,21.01171691,0.0,0.07365896,N,,27,9940,DB02_to_DK02,backward,3,901.537016081969,750.7932984366133,True
105.54727102,21.01126515,0.0,0.07522139,N,,28,9793,DB02_to_DK02,backward,3,901.3657362583159,700.5598783755909,True
105.54775213,21.0112636,0.0,0.07590417,N,,29,9794,DB02_to_DK02,backward,3,951.3078186119515,700.3875262392529,True
105.54775048,21.01081184,0.0,0.07749738,N,,30,9647,DB02_to_DK02,backward,3,951.1365387882985,650.1541061782303,True
105.54822994,21.01035853,0.0,0.07878947,N,,31,9501,DB02_to_DK02,backward,3,1000.9073413168061,599.7483339812649,True
105.5487094,21.00990522,0.0,0.07776902,N,,32,9355,DB02_to_DK02,backward,3,1050.6781438467888,549.3425617839044,True
