order,pair_name,direction,route_rank,x_or_lon,y_or_lat,x_m,y_m,z_m
0,DB02_to_DK02,backward,7,105.54310305,21.02092294,468.7056356926453,1774.4571289739831,0.0
1,DB02_to_DK02,backward,7,105.54296797084584,21.020606483904153,454.68361527829757,1739.2688166100934,0.0
2,DB02_to_DK02,backward,7,105.54280321514648,21.020571888617347,437.58099278983394,1735.4219962314735,0.0
3,DB02_to_DK02,backward,7,105.54649350063764,21.018448301388897,820.6545973800849,1499.2898701409865,0.0
4,DB02_to_DK02,backward,7,105.55003235393323,21.016136578618198,1188.0086384985696,1242.238026230244,0.0
5,DB02_to_DK02,backward,7,105.5544535472839,21.0161104607694,1646.9548304631348,1239.3338539493159,0.0
6,DB02_to_DK02,backward,7,105.55488916415578,21.01507901999458,1692.1744552678235,1124.6428726546667,0.0
7,DB02_to_DK02,backward,7,105.55686604578236,21.010652130101096,1897.3865377350428,632.3951756853671,0.0
8,DB02_to_DK02,backward,7,105.55714977890617,21.01045398970474,1926.8397252287234,610.3629688472433,0.0
9,DB02_to_DK02,backward,7,105.55794026900686,21.00851083799959,2008.8973039701268,394.294357533871,0.0
10,DB02_to_DK02,backward,7,105.55618081470088,21.00376745523989,1826.255471862772,-133.1457404783589,0.0
11,DB02_to_DK02,backward,7,105.5569646126801,21.00263660179966,1907.6183685513884,-258.89090580998015,0.0
12,DB02_to_DK02,backward,7,105.55595340929409,20.99924743135412,1802.6494367489602,-635.7494648880025,0.0
13,DB02_to_DK02,backward,7,105.53939267,20.98356076,83.54610144976081,-2380.027735406683,0.0
