x,y,z,slowness,label,label_prefix,order,node_index,pair_name,direction,route_rank,x_m,y_m,flyable
105.54310305,21.02092294,0.0,0.02000384,DK02,,0,15438,DB02_to_DK02,backward,9,468.7056356926453,1774.4571289739831,True
105.54345649,21.02076446,0.0,0.04007007,N,,1,12872,DB02_to_DK02,backward,9,505.3948119446526,1756.8349569993948,True
105.54393763,21.02076293,0.0,0.04031423,N,,2,12873,DB02_to_DK02,backward,9,555.3400084764172,1756.6648287617738,True
105.54441877,21.02076139,0.0,0.04075741,N,,3,12874,DB02_to_DK02,backward,9,605.2852050067067,1756.4935885747943,True
105.54489827,21.02030809,0.0,0.04156266,N,,4,12728,DB02_to_DK02,backward,9,655.0601597751782,1706.0889283267925,True
105.54537942,21.02030654,0.0,0.04238834,N,,5,12729,DB02_to_DK02,backward,9,705.0063943658275,1705.9165761904544,True
105.54586056,21.020305,0.0,0.04339747,N,,6,12730,DB02_to_DK02,backward,9,754.951590896117,1705.745336003475,True
105.5463417,21.02030346,0.0,0.04458236,N,,7,12731,DB02_to_DK02,backward,9,804.8967874278817,1705.5740958164952,True
105.54634005,21.0198517,0.0,0.04493006,N,,8,12584,DB02_to_DK02,backward,9,804.7255076042288,1655.3406757554726,True
105.54682119,21.01985015,0.0,0.04627579,N,,9,12585,DB02_to_DK02,backward,9,854.6707041359932,1655.1683236191348,True
105.54730233,21.0198486,0.0,0.04777821,N,,10,12586,DB02_to_DK02,backward,9,904.6159006662826,1654.9959714827967,True
105.54778347,21.01984705,0.0,0.04942666,N,,11,12587,DB02_to_DK02,backward,9,954.5610971980474,1654.8236193464588,True
105.54778182,21.01939529,0.0,0.04992741,N,,12,12440,DB02_to_DK02,backward,9,954.3898173743945,1604.5901992854365,True
105.54826296,21.01939374,0.0,0.05169778,N,,13,12441,DB02_to_DK02,backward,9,1004.3350139061591,1604.4178471494936,True
105.54874245,21.01894043,0.0,0.05422552,N,,14,12295,DB02_to_DK02,backward,9,1054.1089306142708,1554.012074952133,True
105.5487408,21.01848867,0.0,0.05501796,N,,15,12148,DB02_to_DK02,backward,9,1053.9376507906177,1503.7786548911104,True
