order,pair_name,direction,route_rank,x_or_lon,y_or_lat,x_m,y_m,z_m
0,DB02_to_DK02,backward,5,105.54310305,21.02092294,468.7056356926453,1774.4571289739831,0.0
1,DB02_to_DK02,backward,5,105.542174851604,21.01985450514389,372.3531160355113,1655.6525935245843,0.0
2,DB02_to_DK02,backward,5,105.54388410846441,21.0165524881767,549.7841544349226,1288.4850590786275,0.0
3,DB02_to_DK02,backward,5,105.54399624356226,21.01649044205867,561.4244452024124,1281.5858455361747,0.0
4,DB02_to_DK02,backward,5,105.54651019415817,21.01421536345409,822.3874841981584,1028.6086469887996,0.0
5,DB02_to_DK02,backward,5,105.54517664895971,21.012423091450362,683.9575531588648,829.3170930074158,0.0
6,DB02_to_DK02,backward,5,105.54482452470455,21.007471468825546,647.4049590554177,278.72177846945203,0.0
7,DB02_to_DK02,backward,5,105.54692827224548,21.00302432482281,865.7864787455142,-215.77807269243516,0.0
8,DB02_to_DK02,backward,5,105.54953790032638,20.999087069976312,1136.6814103120937,-653.5808365297506,0.0
9,DB02_to_DK02,backward,5,105.54878805005609,20.997320070230025,1058.842487922157,-850.0622436993385,0.0
10,DB02_to_DK02,backward,5,105.55165119584309,20.992074317343896,1356.054066733754,-1433.363351067817,0.0
11,DB02_to_DK02,backward,5,105.55039921549309,20.98990991285836,1226.0910525712097,-1674.0341490661767,0.0
12,DB02_to_DK02,backward,5,105.55253177489377,20.986756773036472,1447.4634148383218,-2024.6473002609935,0.0
13,DB02_to_DK02,backward,5,105.53939267,20.98356076,83.54610144976081,-2380.027735406683,0.0
