xy_id,x_from_sw_m,y_from_sw_m,terrain_msl_m,topo_burn_top_msl_m,powerline_kind_in_xy,powerline_line_height_agl_m,powerline_line_base_msl_m,powerline_line_effective_base_msl_m,powerline_line_top_msl_m,powerline_pole_height_agl_m,powerline_pole_base_msl_m,powerline_pole_effective_base_msl_m,powerline_pole_top_msl_m
8154,3825.0,1125.0,15.781388282775879,20.0,line,35.0,48.28138828277588,48.28138828277588,53.28138828277588,0.0,15.781388282775879,20.0,15.781388282775879
8155,3825.0,1175.0,16.037742614746094,20.0,line,35.0,48.537742614746094,48.537742614746094,53.537742614746094,0.0,16.037742614746094,20.0,16.037742614746094
8242,3875.0,175.0,15.484016418457031,20.0,line,35.0,47.98401641845703,47.98401641845703,52.98401641845703,0.0,15.484016418457031,20.0,15.484016418457031
8243,3875.0,225.0,13.309331893920898,15.0,line,35.0,45.8093318939209,45.8093318939209,50.8093318939209,0.0,13.309331893920898,15.0,13.309331893920898
8244,3875.0,275.0,12.915827751159668,15.0,line,35.0,45.41582775115967,45.41582775115967,50.41582775115967,0.0,12.915827751159668,15.0,12.915827751159668
8245,3875.0,325.0,15.431206703186035,20.0,line,35.0,47.931206703186035,47.931206703186035,52.931206703186035,0.0,15.431206703186035,20.0,15.431206703186035
8246,3875.0,375.0,18.08725357055664,20.0,line,35.0,50.58725357055664,50.58725357055664,55.58725357055664,0.0,18.08725357055664,20.0,18.08725357055664
8247,3875.0,425.0,17.281850814819336,20.0,line,35.0,49.781850814819336,49.781850814819336,54.781850814819336,0.0,17.281850814819336,20.0,17.281850814819336
8248,3875.0,475.0,16.600566864013672,20.0,line,35.0,49.10056686401367,49.10056686401367,54.10056686401367,0.0,16.600566864013672,20.0,16.600566864013672
8249,3875.0,525.0,15.865432739257812,20.0,line,35.0,48.36543273925781,48.36543273925781,53.36543273925781,0.0,15.865432739257812,20.0,15.865432739257812
8250,3875.0,575.0,11.92197036743164,15.0,line,35.0,44.42197036743164,44.42197036743164,49.42197036743164,0.0,11.92197036743164,15.0,11.92197036743164
8261,3875.0,1125.0,15.983220100402832,20.0,line,35.0,48.48322010040283,48.48322010040283,53.48322010040283,0.0,15.983220100402832,20.0,15.983220100402832
8262,3875.0,1175.0,20.093791961669922,25.0,line+pole,35.0,52.59379196166992,52.59379196166992,57.59379196166992,35.0,20.093791961669922,25.0,55.09379196166992
8349,3925.0,175.0,15.484016418457031,20.0,line,35.0,47.98401641845703,47.98401641845703,52.98401641845703,0.0,15.484016418457031,20.0,15.484016418457031
8350,3925.0,225.0,12.911136627197266,15.0,line,35.0,45.411136627197266,45.411136627197266,50.411136627197266,0.0,12.911136627197266,15.0,12.911136627197266
8351,3925.0,275.0,12.802363395690918,15.0,line,35.0,45.30236339569092,45.30236339569092,50.30236339569092,0.0,12.802363395690918,15.0,12.802363395690918
8368,3925.0,1125.0,16.224750518798828,20.0,line,35.0,48.72475051879883,48.72475051879883,53.72475051879883,0.0,16.224750518798828,20.0,16.224750518798828
8369,3925.0,1175.0,16.794261932373047,20.0,line,35.0,49.29426193237305,49.29426193237305,54.29426193237305,0.0,16.794261932373047,20.0,16.794261932373047
8475,3975.0,1125.0,16.4024600982666,20.0,line,35.0,48.9024600982666,48.9024600982666,53.9024600982666,0.0,16.4024600982666,20.0,16.4024600982666
8476,3975.0,1175.0,17.28008270263672,20.0,line,35.0,49.78008270263672,49.78008270263672,54.78008270263672,0.0,17.28008270263672,20.0,17.28008270263672
8582,4025.0,1125.0,16.005136489868164,20.0,line,35.0,48.505136489868164,48.505136489868164,53.505136489868164,0.0,16.005136489868164,20.0,16.005136489868164
8583,4025.0,1175.0,18.226696014404297,20.0,line+pole,35.0,50.7266960144043,50.7266960144043,55.7266960144043,35.0,18.226696014404297,20.0,53.2266960144043
8689,4075.0,1125.0,15.432230949401855,20.0,line,35.0,47.932230949401855,47.932230949401855,52.932230949401855,0.0,15.432230949401855,20.0,15.432230949401855
8690,4075.0,1175.0,13.49828815460205,15.0,line,35.0,45.99828815460205,45.99828815460205,50.99828815460205,0.0,13.49828815460205,15.0,13.49828815460205
8796,4125.0,1125.0,15.338403701782227,20.0,line,35.0,47.83840370178223,47.83840370178223,52.83840370178223,0.0,15.338403701782227,20.0,15.338403701782227
8797,4125.0,1175.0,12.93069076538086,15.0,line,35.0,45.43069076538086,45.43069076538086,50.43069076538086,0.0,12.93069076538086,15.0,12.93069076538086
8903,4175.0,1125.0,15.229061126708984,20.0,line,35.0,47.729061126708984,47.729061126708984,52.729061126708984,0.0,15.229061126708984,20.0,15.229061126708984
8904,4175.0,1175.0,13.688131332397461,15.0,line+pole,35.0,46.18813133239746,46.18813133239746,51.18813133239746,35.0,13.688131332397461,15.0,48.68813133239746
9010,4225.0,1125.0,14.929295539855957,15.0,line,35.0,47.42929553985596,47.42929553985596,52.42929553985596,0.0,14.929295539855957,15.0,14.929295539855957
9011,4225.0,1175.0,15.433308601379395,20.0,line,35.0,47.933308601379395,47.933308601379395,52.933308601379395,0.0,15.433308601379395,20.0,15.433308601379395
9118,4275.0,1175.0,16.97305679321289,20.0,line,35.0,49.47305679321289,49.47305679321289,54.47305679321289,0.0,16.97305679321289,20.0,16.97305679321289
9225,4325.0,1175.0,19.18626594543457,20.0,line+pole,35.0,51.68626594543457,51.68626594543457,56.68626594543457,35.0,19.18626594543457,20.0,54.18626594543457
9332,4375.0,1175.0,17.612329483032227,20.0,line+pole,35.0,50.11232948303223,50.11232948303223,55.11232948303223,35.0,17.612329483032227,20.0,52.61232948303223
9439,4425.0,1175.0,16.620296478271484,20.0,line,35.0,49.120296478271484,49.120296478271484,54.120296478271484,0.0,16.620296478271484,20.0,16.620296478271484
9440,4425.0,1225.0,21.27170181274414,25.0,line,35.0,53.77170181274414,53.77170181274414,58.77170181274414,0.0,21.27170181274414,25.0,21.27170181274414
9441,4425.0,1275.0,22.555034637451172,25.0,line,35.0,55.05503463745117,55.05503463745117,60.05503463745117,0.0,22.555034637451172,25.0,22.555034637451172
9546,4475.0,1175.0,13.665325164794922,15.0,line+pole,35.0,46.16532516479492,46.16532516479492,51.16532516479492,35.0,13.665325164794922,15.0,48.66532516479492
9547,4475.0,1225.0,19.426855087280273,20.0,line,35.0,51.92685508728027,51.92685508728027,56.92685508728027,0.0,19.426855087280273,20.0,19.426855087280273
9548,4475.0,1275.0,21.218097686767578,25.0,line,35.0,53.71809768676758,53.71809768676758,58.71809768676758,0.0,21.218097686767578,25.0,21.218097686767578
9652,4525.0,1125.0,12.246777534484863,15.0,line,35.0,44.74677753448486,44.74677753448486,49.74677753448486,0.0,12.246777534484863,15.0,12.246777534484863
9653,4525.0,1175.0,13.993435859680176,15.0,line,35.0,46.493435859680176,46.493435859680176,51.493435859680176,0.0,13.993435859680176,15.0,13.993435859680176
9654,4525.0,1225.0,18.981630325317383,20.0,line,35.0,51.48163032531738,51.48163032531738,56.48163032531738,0.0,18.981630325317383,20.0,18.981630325317383
9655,4525.0,1275.0,22.853317260742188,25.0,line,35.0,55.35331726074219,55.35331726074219,60.35331726074219,0.0,22.853317260742188,25.0,22.853317260742188
9759,4575.0,1125.0,12.519253730773926,15.0,line,35.0,45.019253730773926,45.019253730773926,50.019253730773926,0.0,12.519253730773926,15.0,12.519253730773926
9760,4575.0,1175.0,15.832012176513672,20.0,line,35.0,48.33201217651367,48.33201217651367,53.33201217651367,0.0,15.832012176513672,20.0,15.832012176513672
9866,4625.0,1125.0,12.954216957092285,15.0,line,35.0,45.454216957092285,45.454216957092285,50.454216957092285,0.0,12.954216957092285,15.0,12.954216957092285
9867,4625.0,1175.0,16.25020408630371,20.0,line+pole,35.0,48.75020408630371,48.75020408630371,53.75020408630371,35.0,16.25020408630371,20.0,51.25020408630371
9949,4625.0,5275.0,14.54466724395752,15.0,line,35.0,47.04466724395752,47.04466724395752,52.04466724395752,0.0,14.54466724395752,15.0,14.54466724395752
9950,4625.0,5325.0,15.484016418457031,20.0,line,35.0,47.98401641845703,47.98401641845703,52.98401641845703,0.0,15.484016418457031,20.0,15.484016418457031
