xy_id,ix,iy,iz,x_from_sw_m,y_from_sw_m,z_center_msl_m,z_bottom_msl_m,z_top_msl_m,terrain_msl_m,powerline_kind_in_xy,powerline_height_reference_used,topo_burn_top_msl_m,powerline_line_height_agl_m,powerline_line_base_msl_m,powerline_line_effective_base_msl_m,powerline_line_top_msl_m,powerline_pole_height_agl_m,powerline_pole_base_msl_m,powerline_pole_effective_base_msl_m,powerline_pole_top_msl_m,z_plot_bottom_msl_m,z_plot_top_msl_m,powerline_plot_kind,powerline_plot_height_agl_m,gx,gy,gz,burn_display_class,_use_true_xy_cell_size,plot_burn_powerline,plot_burn_building,plot_burn_topo,plot_burn_any,z_plot_bottom_agl_m,z_plot_top_agl_m
7084,66,22,11,3325.0,1125.0,57.5,55.0,60.0,18.324678421020508,line,AGL,20.0,35.0,50.82467842102051,50.82467842102051,55.82467842102051,0.0,18.324678421020508,20.0,18.324678421020508,55.0,55.82467842102051,line-air strand/cable,35.0,66,22,11,powerline,True,True,False,False,True,36.67532157897949,37.5
7085,66,23,10,3325.0,1175.0,52.5,50.0,55.0,19.978456497192383,line,AGL,20.0,35.0,52.47845649719238,52.47845649719238,57.47845649719238,0.0,19.978456497192383,20.0,19.978456497192383,52.47845649719238,55.0,line-air strand/cable,35.0,66,23,10,powerline,True,True,False,False,True,32.5,35.02154350280762
7085,66,23,11,3325.0,1175.0,57.5,55.0,60.0,19.978456497192383,line,AGL,20.0,35.0,52.47845649719238,52.47845649719238,57.47845649719238,0.0,19.978456497192383,20.0,19.978456497192383,55.0,57.47845649719238,line-air strand/cable,35.0,66,23,11,powerline,True,True,False,False,True,35.02154350280762,37.5
7191,67,22,10,3375.0,1125.0,52.5,50.0,55.0,18.61494255065918,line+pole,AGL,20.0,35.0,51.11494255065918,51.11494255065918,56.11494255065918,35.0,18.61494255065918,20.0,53.61494255065918,51.11494255065918,55.0,line-air strand/cable,35.0,67,22,10,powerline,True,True,False,False,True,32.5,36.38505744934082
7191,67,22,11,3375.0,1125.0,57.5,55.0,60.0,18.61494255065918,line+pole,AGL,20.0,35.0,51.11494255065918,51.11494255065918,56.11494255065918,35.0,18.61494255065918,20.0,53.61494255065918,55.0,56.11494255065918,line-air strand/cable,35.0,67,22,11,powerline,True,True,False,False,True,36.38505744934082,37.5
7192,67,23,10,3375.0,1175.0,52.5,50.0,55.0,21.7689266204834,line+pole,AGL,25.0,35.0,54.2689266204834,54.2689266204834,59.2689266204834,35.0,21.7689266204834,25.0,56.7689266204834,54.2689266204834,55.0,line-air strand/cable,35.0,67,23,10,powerline,True,True,False,False,True,32.5,33.2310733795166
7192,67,23,11,3375.0,1175.0,57.5,55.0,60.0,21.7689266204834,line+pole,AGL,25.0,35.0,54.2689266204834,54.2689266204834,59.2689266204834,35.0,21.7689266204834,25.0,56.7689266204834,55.0,59.2689266204834,line-air strand/cable,35.0,67,23,11,powerline,True,True,False,False,True,33.2310733795166,37.5
7298,68,22,10,3425.0,1125.0,52.5,50.0,55.0,17.51835823059082,line,AGL,20.0,35.0,50.01835823059082,50.01835823059082,55.01835823059082,0.0,17.51835823059082,20.0,17.51835823059082,50.01835823059082,55.0,line-air strand/cable,35.0,68,22,10,powerline,True,True,False,False,True,32.5,37.48164176940918
7298,68,22,11,3425.0,1125.0,57.5,55.0,60.0,17.51835823059082,line,AGL,20.0,35.0,50.01835823059082,50.01835823059082,55.01835823059082,0.0,17.51835823059082,20.0,17.51835823059082,55.0,55.01835823059082,line-air strand/cable,35.0,68,22,11,powerline,True,True,False,False,True,37.48164176940918,37.5
7299,68,23,10,3425.0,1175.0,52.5,50.0,55.0,21.070697784423828,line,AGL,25.0,35.0,53.57069778442383,53.57069778442383,58.57069778442383,0.0,21.070697784423828,25.0,21.070697784423828,53.57069778442383,55.0,line-air strand/cable,35.0,68,23,10,powerline,True,True,False,False,True,32.5,33.92930221557617
7299,68,23,11,3425.0,1175.0,57.5,55.0,60.0,21.070697784423828,line,AGL,25.0,35.0,53.57069778442383,53.57069778442383,58.57069778442383,0.0,21.070697784423828,25.0,21.070697784423828,55.0,58.57069778442383,line-air strand/cable,35.0,68,23,11,powerline,True,True,False,False,True,33.92930221557617,37.5
7405,69,22,9,3475.0,1125.0,47.5,45.0,50.0,16.872962951660156,line,AGL,20.0,35.0,49.372962951660156,49.372962951660156,54.372962951660156,0.0,16.872962951660156,20.0,16.872962951660156,49.372962951660156,50.0,line-air strand/cable,35.0,69,22,9,powerline,True,True,False,False,True,32.5,33.127037048339844
7405,69,22,10,3475.0,1125.0,52.5,50.0,55.0,16.872962951660156,line,AGL,20.0,35.0,49.372962951660156,49.372962951660156,54.372962951660156,0.0,16.872962951660156,20.0,16.872962951660156,50.0,54.372962951660156,line-air strand/cable,35.0,69,22,10,powerline,True,True,False,False,True,33.127037048339844,37.5
7406,69,23,10,3475.0,1175.0,52.5,50.0,55.0,17.679418563842773,line,AGL,20.0,35.0,50.17941856384277,50.17941856384277,55.17941856384277,0.0,17.679418563842773,20.0,17.679418563842773,50.17941856384277,55.0,line-air strand/cable,35.0,69,23,10,powerline,True,True,False,False,True,32.5,37.32058143615723
7406,69,23,11,3475.0,1175.0,57.5,55.0,60.0,17.679418563842773,line,AGL,20.0,35.0,50.17941856384277,50.17941856384277,55.17941856384277,0.0,17.679418563842773,20.0,17.679418563842773,55.0,55.17941856384277,line-air strand/cable,35.0,69,23,11,powerline,True,True,False,False,True,37.32058143615723,37.5
7512,70,22,9,3525.0,1125.0,47.5,45.0,50.0,16.69870376586914,line,AGL,20.0,35.0,49.19870376586914,49.19870376586914,54.19870376586914,0.0,16.69870376586914,20.0,16.69870376586914,49.19870376586914,50.0,line-air strand/cable,35.0,70,22,9,powerline,True,True,False,False,True,32.5,33.30129623413086
7512,70,22,10,3525.0,1125.0,52.5,50.0,55.0,16.69870376586914,line,AGL,20.0,35.0,49.19870376586914,49.19870376586914,54.19870376586914,0.0,16.69870376586914,20.0,16.69870376586914,50.0,54.19870376586914,line-air strand/cable,35.0,70,22,10,powerline,True,True,False,False,True,33.30129623413086,37.5
7513,70,23,10,3525.0,1175.0,52.5,50.0,55.0,18.131940841674805,line,AGL,20.0,35.0,50.631940841674805,50.631940841674805,55.631940841674805,0.0,18.131940841674805,20.0,18.131940841674805,50.631940841674805,55.0,line-air strand/cable,35.0,70,23,10,powerline,True,True,False,False,True,32.5,36.868059158325195
7513,70,23,11,3525.0,1175.0,57.5,55.0,60.0,18.131940841674805,line,AGL,20.0,35.0,50.631940841674805,50.631940841674805,55.631940841674805,0.0,18.131940841674805,20.0,18.131940841674805,55.0,55.631940841674805,line-air strand/cable,35.0,70,23,11,powerline,True,True,False,False,True,36.868059158325195,37.5
7619,71,22,9,3575.0,1125.0,47.5,45.0,50.0,16.857179641723633,line+pole,AGL,20.0,35.0,49.35717964172363,49.35717964172363,54.35717964172363,35.0,16.857179641723633,20.0,51.85717964172363,49.35717964172363,50.0,line-air strand/cable,35.0,71,22,9,powerline,True,True,False,False,True,32.5,33.14282035827637
7619,71,22,10,3575.0,1125.0,52.5,50.0,55.0,16.857179641723633,line+pole,AGL,20.0,35.0,49.35717964172363,49.35717964172363,54.35717964172363,35.0,16.857179641723633,20.0,51.85717964172363,50.0,54.35717964172363,line-air strand/cable,35.0,71,22,10,powerline,True,True,False,False,True,33.14282035827637,37.5
7620,71,23,10,3575.0,1175.0,52.5,50.0,55.0,21.862701416015625,line+pole,AGL,25.0,35.0,54.362701416015625,54.362701416015625,59.362701416015625,35.0,21.862701416015625,25.0,56.862701416015625,54.362701416015625,55.0,line-air strand/cable,35.0,71,23,10,powerline,True,True,False,False,True,32.5,33.137298583984375
7620,71,23,11,3575.0,1175.0,57.5,55.0,60.0,21.862701416015625,line+pole,AGL,25.0,35.0,54.362701416015625,54.362701416015625,59.362701416015625,35.0,21.862701416015625,25.0,56.862701416015625,55.0,59.362701416015625,line-air strand/cable,35.0,71,23,11,powerline,True,True,False,False,True,33.137298583984375,37.5
7726,72,22,9,3625.0,1125.0,47.5,45.0,50.0,16.579402923583984,line,AGL,20.0,35.0,49.079402923583984,49.079402923583984,54.079402923583984,0.0,16.579402923583984,20.0,16.579402923583984,49.079402923583984,50.0,line-air strand/cable,35.0,72,22,9,powerline,True,True,False,False,True,32.5,33.420597076416016
7726,72,22,10,3625.0,1125.0,52.5,50.0,55.0,16.579402923583984,line,AGL,20.0,35.0,49.079402923583984,49.079402923583984,54.079402923583984,0.0,16.579402923583984,20.0,16.579402923583984,50.0,54.079402923583984,line-air strand/cable,35.0,72,22,10,powerline,True,True,False,False,True,33.420597076416016,37.5
7727,72,23,11,3625.0,1175.0,57.5,55.0,60.0,24.04934310913086,line,AGL,25.0,35.0,56.54934310913086,56.54934310913086,61.54934310913086,0.0,24.04934310913086,25.0,24.04934310913086,56.54934310913086,60.0,line-air strand/cable,35.0,72,23,11,powerline,True,True,False,False,True,32.5,35.95065689086914
7727,72,23,12,3625.0,1175.0,62.5,60.0,65.0,24.04934310913086,line,AGL,25.0,35.0,56.54934310913086,56.54934310913086,61.54934310913086,0.0,24.04934310913086,25.0,24.04934310913086,60.0,61.54934310913086,line-air strand/cable,35.0,72,23,12,powerline,True,True,False,False,True,35.95065689086914,37.5
7833,73,22,9,3675.0,1125.0,47.5,45.0,50.0,16.305438995361328,line,AGL,20.0,35.0,48.80543899536133,48.80543899536133,53.80543899536133,0.0,16.305438995361328,20.0,16.305438995361328,48.80543899536133,50.0,line-air strand/cable,35.0,73,22,9,powerline,True,True,False,False,True,32.5,33.69456100463867
7833,73,22,10,3675.0,1125.0,52.5,50.0,55.0,16.305438995361328,line,AGL,20.0,35.0,48.80543899536133,48.80543899536133,53.80543899536133,0.0,16.305438995361328,20.0,16.305438995361328,50.0,53.80543899536133,line-air strand/cable,35.0,73,22,10,powerline,True,True,False,False,True,33.69456100463867,37.5
7834,73,23,9,3675.0,1175.0,47.5,45.0,50.0,16.94424819946289,line,AGL,20.0,35.0,49.44424819946289,49.44424819946289,54.44424819946289,0.0,16.94424819946289,20.0,16.94424819946289,49.44424819946289,50.0,line-air strand/cable,35.0,73,23,9,powerline,True,True,False,False,True,32.5,33.05575180053711
7834,73,23,10,3675.0,1175.0,52.5,50.0,55.0,16.94424819946289,line,AGL,20.0,35.0,49.44424819946289,49.44424819946289,54.44424819946289,0.0,16.94424819946289,20.0,16.94424819946289,50.0,54.44424819946289,line-air strand/cable,35.0,73,23,10,powerline,True,True,False,False,True,33.05575180053711,37.5
7936,74,18,10,3725.0,925.0,52.5,50.0,55.0,22.249073028564453,line,AGL,25.0,35.0,54.74907302856445,54.74907302856445,59.74907302856445,0.0,22.249073028564453,25.0,22.249073028564453,54.74907302856445,55.0,line-air strand/cable,35.0,74,18,10,powerline,True,True,False,False,True,32.5,32.75092697143555
7936,74,18,11,3725.0,925.0,57.5,55.0,60.0,22.249073028564453,line,AGL,25.0,35.0,54.74907302856445,54.74907302856445,59.74907302856445,0.0,22.249073028564453,25.0,22.249073028564453,55.0,59.74907302856445,line-air strand/cable,35.0,74,18,11,powerline,True,True,False,False,True,32.75092697143555,37.5
7937,74,19,10,3725.0,975.0,52.5,50.0,55.0,20.537370681762695,line,AGL,25.0,35.0,53.037370681762695,53.037370681762695,58.037370681762695,0.0,20.537370681762695,25.0,20.537370681762695,53.037370681762695,55.0,line-air strand/cable,35.0,74,19,10,powerline,True,True,False,False,True,32.5,34.462629318237305
7937,74,19,11,3725.0,975.0,57.5,55.0,60.0,20.537370681762695,line,AGL,25.0,35.0,53.037370681762695,53.037370681762695,58.037370681762695,0.0,20.537370681762695,25.0,20.537370681762695,55.0,58.037370681762695,line-air strand/cable,35.0,74,19,11,powerline,True,True,False,False,True,34.462629318237305,37.5
7938,74,20,9,3725.0,1025.0,47.5,45.0,50.0,15.9585599899292,line,AGL,20.0,35.0,48.4585599899292,48.4585599899292,53.4585599899292,0.0,15.9585599899292,20.0,15.9585599899292,48.4585599899292,50.0,line-air strand/cable,35.0,74,20,9,powerline,True,True,False,False,True,32.5,34.0414400100708
7938,74,20,10,3725.0,1025.0,52.5,50.0,55.0,15.9585599899292,line,AGL,20.0,35.0,48.4585599899292,48.4585599899292,53.4585599899292,0.0,15.9585599899292,20.0,15.9585599899292,50.0,53.4585599899292,line-air strand/cable,35.0,74,20,10,powerline,True,True,False,False,True,34.0414400100708,37.5
7939,74,21,9,3725.0,1075.0,47.5,45.0,50.0,16.843095779418945,line,AGL,20.0,35.0,49.343095779418945,49.343095779418945,54.343095779418945,0.0,16.843095779418945,20.0,16.843095779418945,49.343095779418945,50.0,line-air strand/cable,35.0,74,21,9,powerline,True,True,False,False,True,32.5,33.156904220581055
7939,74,21,10,3725.0,1075.0,52.5,50.0,55.0,16.843095779418945,line,AGL,20.0,35.0,49.343095779418945,49.343095779418945,54.343095779418945,0.0,16.843095779418945,20.0,16.843095779418945,50.0,54.343095779418945,line-air strand/cable,35.0,74,21,10,powerline,True,True,False,False,True,33.156904220581055,37.5
7940,74,22,9,3725.0,1125.0,47.5,45.0,50.0,16.65553092956543,line+pole,AGL,20.0,35.0,49.15553092956543,49.15553092956543,54.15553092956543,35.0,16.65553092956543,20.0,51.65553092956543,49.15553092956543,50.0,line-air strand/cable,35.0,74,22,9,powerline,True,True,False,False,True,32.5,33.34446907043457
7940,74,22,10,3725.0,1125.0,52.5,50.0,55.0,16.65553092956543,line+pole,AGL,20.0,35.0,49.15553092956543,49.15553092956543,54.15553092956543,35.0,16.65553092956543,20.0,51.65553092956543,50.0,54.15553092956543,line-air strand/cable,35.0,74,22,10,powerline,True,True,False,False,True,33.34446907043457,37.5
7941,74,23,9,3725.0,1175.0,47.5,45.0,50.0,17.49677085876465,line+pole,AGL,20.0,35.0,49.99677085876465,49.99677085876465,54.99677085876465,35.0,17.49677085876465,20.0,52.49677085876465,49.99677085876465,50.0,line-air strand/cable,35.0,74,23,9,powerline,True,True,False,False,True,32.5,32.50322914123535
7941,74,23,10,3725.0,1175.0,52.5,50.0,55.0,17.49677085876465,line+pole,AGL,20.0,35.0,49.99677085876465,49.99677085876465,54.99677085876465,35.0,17.49677085876465,20.0,52.49677085876465,50.0,54.99677085876465,line-air strand/cable,35.0,74,23,10,powerline,True,True,False,False,True,32.50322914123535,37.5
8038,75,13,9,3775.0,675.0,47.5,45.0,50.0,14.963306427001953,line,AGL,15.0,35.0,47.46330642700195,47.46330642700195,52.46330642700195,0.0,14.963306427001953,15.0,14.963306427001953,47.46330642700195,50.0,line-air strand/cable,35.0,75,13,9,powerline,True,True,False,False,True,32.5,35.03669357299805
8038,75,13,10,3775.0,675.0,52.5,50.0,55.0,14.963306427001953,line,AGL,15.0,35.0,47.46330642700195,47.46330642700195,52.46330642700195,0.0,14.963306427001953,15.0,14.963306427001953,50.0,52.46330642700195,line-air strand/cable,35.0,75,13,10,powerline,True,True,False,False,True,35.03669357299805,37.5
8039,75,14,9,3775.0,725.0,47.5,45.0,50.0,14.108901023864746,line,AGL,15.0,35.0,46.608901023864746,46.608901023864746,51.608901023864746,0.0,14.108901023864746,15.0,14.108901023864746,46.608901023864746,50.0,line-air strand/cable,35.0,75,14,9,powerline,True,True,False,False,True,32.5,35.891098976135254
8039,75,14,10,3775.0,725.0,52.5,50.0,55.0,14.108901023864746,line,AGL,15.0,35.0,46.608901023864746,46.608901023864746,51.608901023864746,0.0,14.108901023864746,15.0,14.108901023864746,50.0,51.608901023864746,line-air strand/cable,35.0,75,14,10,powerline,True,True,False,False,True,35.891098976135254,37.5
8040,75,15,10,3775.0,775.0,52.5,50.0,55.0,19.433164596557617,line,AGL,20.0,35.0,51.93316459655762,51.93316459655762,56.93316459655762,0.0,19.433164596557617,20.0,19.433164596557617,51.93316459655762,55.0,line-air strand/cable,35.0,75,15,10,powerline,True,True,False,False,True,32.5,35.56683540344238
8040,75,15,11,3775.0,775.0,57.5,55.0,60.0,19.433164596557617,line,AGL,20.0,35.0,51.93316459655762,51.93316459655762,56.93316459655762,0.0,19.433164596557617,20.0,19.433164596557617,55.0,56.93316459655762,line-air strand/cable,35.0,75,15,11,powerline,True,True,False,False,True,35.56683540344238,37.5
8041,75,16,11,3775.0,825.0,57.5,55.0,60.0,23.134841918945312,line,AGL,25.0,35.0,55.63484191894531,55.63484191894531,60.63484191894531,0.0,23.134841918945312,25.0,23.134841918945312,55.63484191894531,60.0,line-air strand/cable,35.0,75,16,11,powerline,True,True,False,False,True,32.5,36.86515808105469
8041,75,16,12,3775.0,825.0,62.5,60.0,65.0,23.134841918945312,line,AGL,25.0,35.0,55.63484191894531,55.63484191894531,60.63484191894531,0.0,23.134841918945312,25.0,23.134841918945312,60.0,60.63484191894531,line-air strand/cable,35.0,75,16,12,powerline,True,True,False,False,True,36.86515808105469,37.5
8042,75,17,11,3775.0,875.0,57.5,55.0,60.0,25.782733917236328,line,AGL,30.0,35.0,58.28273391723633,58.28273391723633,63.28273391723633,0.0,25.782733917236328,30.0,25.782733917236328,58.28273391723633,60.0,line-air strand/cable,35.0,75,17,11,powerline,True,True,False,False,True,32.5,34.21726608276367
8042,75,17,12,3775.0,875.0,62.5,60.0,65.0,25.782733917236328,line,AGL,30.0,35.0,58.28273391723633,58.28273391723633,63.28273391723633,0.0,25.782733917236328,30.0,25.782733917236328,60.0,63.28273391723633,line-air strand/cable,35.0,75,17,12,powerline,True,True,False,False,True,34.21726608276367,37.5
8043,75,18,10,3775.0,925.0,52.5,50.0,55.0,21.62582015991211,line,AGL,25.0,35.0,54.12582015991211,54.12582015991211,59.12582015991211,0.0,21.62582015991211,25.0,21.62582015991211,54.12582015991211,55.0,line-air strand/cable,35.0,75,18,10,powerline,True,True,False,False,True,32.5,33.37417984008789
8043,75,18,11,3775.0,925.0,57.5,55.0,60.0,21.62582015991211,line,AGL,25.0,35.0,54.12582015991211,54.12582015991211,59.12582015991211,0.0,21.62582015991211,25.0,21.62582015991211,55.0,59.12582015991211,line-air strand/cable,35.0,75,18,11,powerline,True,True,False,False,True,33.37417984008789,37.5
8044,75,19,10,3775.0,975.0,52.5,50.0,55.0,18.198745727539062,line,AGL,20.0,35.0,50.69874572753906,50.69874572753906,55.69874572753906,0.0,18.198745727539062,20.0,18.198745727539062,50.69874572753906,55.0,line-air strand/cable,35.0,75,19,10,powerline,True,True,False,False,True,32.5,36.80125427246094
8044,75,19,11,3775.0,975.0,57.5,55.0,60.0,18.198745727539062,line,AGL,20.0,35.0,50.69874572753906,50.69874572753906,55.69874572753906,0.0,18.198745727539062,20.0,18.198745727539062,55.0,55.69874572753906,line-air strand/cable,35.0,75,19,11,powerline,True,True,False,False,True,36.80125427246094,37.5
8045,75,20,9,3775.0,1025.0,47.5,45.0,50.0,15.695265769958496,line,AGL,20.0,35.0,48.195265769958496,48.195265769958496,53.195265769958496,0.0,15.695265769958496,20.0,15.695265769958496,48.195265769958496,50.0,line-air strand/cable,35.0,75,20,9,powerline,True,True,False,False,True,32.5,34.304734230041504
8045,75,20,10,3775.0,1025.0,52.5,50.0,55.0,15.695265769958496,line,AGL,20.0,35.0,48.195265769958496,48.195265769958496,53.195265769958496,0.0,15.695265769958496,20.0,15.695265769958496,50.0,53.195265769958496,line-air strand/cable,35.0,75,20,10,powerline,True,True,False,False,True,34.304734230041504,37.5
8046,75,21,9,3775.0,1075.0,47.5,45.0,50.0,15.805325508117676,line,AGL,20.0,35.0,48.305325508117676,48.305325508117676,53.305325508117676,0.0,15.805325508117676,20.0,15.805325508117676,48.305325508117676,50.0,line-air strand/cable,35.0,75,21,9,powerline,True,True,False,False,True,32.5,34.194674491882324
8046,75,21,10,3775.0,1075.0,52.5,50.0,55.0,15.805325508117676,line,AGL,20.0,35.0,48.305325508117676,48.305325508117676,53.305325508117676,0.0,15.805325508117676,20.0,15.805325508117676,50.0,53.305325508117676,line-air strand/cable,35.0,75,21,10,powerline,True,True,False,False,True,34.194674491882324,37.5
8047,75,22,9,3775.0,1125.0,47.5,45.0,50.0,16.111251831054688,line,AGL,20.0,35.0,48.61125183105469,48.61125183105469,53.61125183105469,0.0,16.111251831054688,20.0,16.111251831054688,48.61125183105469,50.0,line-air strand/cable,35.0,75,22,9,powerline,True,True,False,False,True,32.5,33.88874816894531
8047,75,22,10,3775.0,1125.0,52.5,50.0,55.0,16.111251831054688,line,AGL,20.0,35.0,48.61125183105469,48.61125183105469,53.61125183105469,0.0,16.111251831054688,20.0,16.111251831054688,50.0,53.61125183105469,line-air strand/cable,35.0,75,22,10,powerline,True,True,False,False,True,33.88874816894531,37.5
8048,75,23,9,3775.0,1175.0,47.5,45.0,50.0,16.047502517700195,line,AGL,20.0,35.0,48.547502517700195,48.547502517700195,53.547502517700195,0.0,16.047502517700195,20.0,16.047502517700195,48.547502517700195,50.0,line-air strand/cable,35.0,75,23,9,powerline,True,True,False,False,True,32.5,33.952497482299805
8048,75,23,10,3775.0,1175.0,52.5,50.0,55.0,16.047502517700195,line,AGL,20.0,35.0,48.547502517700195,48.547502517700195,53.547502517700195,0.0,16.047502517700195,20.0,16.047502517700195,50.0,53.547502517700195,line-air strand/cable,35.0,75,23,10,powerline,True,True,False,False,True,33.952497482299805,37.5
8139,76,7,10,3825.0,375.0,52.5,50.0,55.0,19.93683624267578,line,AGL,20.0,35.0,52.43683624267578,52.43683624267578,57.43683624267578,0.0,19.93683624267578,20.0,19.93683624267578,52.43683624267578,55.0,line-air strand/cable,35.0,76,7,10,powerline,True,True,False,False,True,32.5,35.06316375732422
8139,76,7,11,3825.0,375.0,57.5,55.0,60.0,19.93683624267578,line,AGL,20.0,35.0,52.43683624267578,52.43683624267578,57.43683624267578,0.0,19.93683624267578,20.0,19.93683624267578,55.0,57.43683624267578,line-air strand/cable,35.0,76,7,11,powerline,True,True,False,False,True,35.06316375732422,37.5
8140,76,8,10,3825.0,425.0,52.5,50.0,55.0,18.686542510986328,line,AGL,20.0,35.0,51.18654251098633,51.18654251098633,56.18654251098633,0.0,18.686542510986328,20.0,18.686542510986328,51.18654251098633,55.0,line-air strand/cable,35.0,76,8,10,powerline,True,True,False,False,True,32.5,36.31345748901367
8140,76,8,11,3825.0,425.0,57.5,55.0,60.0,18.686542510986328,line,AGL,20.0,35.0,51.18654251098633,51.18654251098633,56.18654251098633,0.0,18.686542510986328,20.0,18.686542510986328,55.0,56.18654251098633,line-air strand/cable,35.0,76,8,11,powerline,True,True,False,False,True,36.31345748901367,37.5
8141,76,9,10,3825.0,475.0,52.5,50.0,55.0,18.676408767700195,line,AGL,20.0,35.0,51.176408767700195,51.176408767700195,56.176408767700195,0.0,18.676408767700195,20.0,18.676408767700195,51.176408767700195,55.0,line-air strand/cable,35.0,76,9,10,powerline,True,True,False,False,True,32.5,36.323591232299805
8141,76,9,11,3825.0,475.0,57.5,55.0,60.0,18.676408767700195,line,AGL,20.0,35.0,51.176408767700195,51.176408767700195,56.176408767700195,0.0,18.676408767700195,20.0,18.676408767700195,55.0,56.176408767700195,line-air strand/cable,35.0,76,9,11,powerline,True,True,False,False,True,36.323591232299805,37.5
8142,76,10,10,3825.0,525.0,52.5,50.0,55.0,19.240800857543945,line,AGL,20.0,35.0,51.740800857543945,51.740800857543945,56.740800857543945,0.0,19.240800857543945,20.0,19.240800857543945,51.740800857543945,55.0,line-air strand/cable,35.0,76,10,10,powerline,True,True,False,False,True,32.5,35.759199142456055
8142,76,10,11,3825.0,525.0,57.5,55.0,60.0,19.240800857543945,line,AGL,20.0,35.0,51.740800857543945,51.740800857543945,56.740800857543945,0.0,19.240800857543945,20.0,19.240800857543945,55.0,56.740800857543945,line-air strand/cable,35.0,76,10,11,powerline,True,True,False,False,True,35.759199142456055,37.5
8143,76,11,9,3825.0,575.0,47.5,45.0,50.0,13.388739585876465,line,AGL,15.0,35.0,45.888739585876465,45.888739585876465,50.888739585876465,0.0,13.388739585876465,15.0,13.388739585876465,45.888739585876465,50.0,line-air strand/cable,35.0,76,11,9,powerline,True,True,False,False,True,32.5,36.611260414123535
8143,76,11,10,3825.0,575.0,52.5,50.0,55.0,13.388739585876465,line,AGL,15.0,35.0,45.888739585876465,45.888739585876465,50.888739585876465,0.0,13.388739585876465,15.0,13.388739585876465,50.0,50.888739585876465,line-air strand/cable,35.0,76,11,10,powerline,True,True,False,False,True,36.611260414123535,37.5
8144,76,12,8,3825.0,625.0,42.5,40.0,45.0,12.103287696838379,line,AGL,15.0,35.0,44.60328769683838,44.60328769683838,49.60328769683838,0.0,12.103287696838379,15.0,12.103287696838379,44.60328769683838,45.0,line-air strand/cable,35.0,76,12,8,powerline,True,True,False,False,True,32.5,32.89671230316162
8144,76,12,9,3825.0,625.0,47.5,45.0,50.0,12.103287696838379,line,AGL,15.0,35.0,44.60328769683838,44.60328769683838,49.60328769683838,0.0,12.103287696838379,15.0,12.103287696838379,45.0,49.60328769683838,line-air strand/cable,35.0,76,12,9,powerline,True,True,False,False,True,32.89671230316162,37.5
8145,76,13,9,3825.0,675.0,47.5,45.0,50.0,14.274253845214844,line,AGL,15.0,35.0,46.774253845214844,46.774253845214844,51.774253845214844,0.0,14.274253845214844,15.0,14.274253845214844,46.774253845214844,50.0,line-air strand/cable,35.0,76,13,9,powerline,True,True,False,False,True,32.5,35.725746154785156
8145,76,13,10,3825.0,675.0,52.5,50.0,55.0,14.274253845214844,line,AGL,15.0,35.0,46.774253845214844,46.774253845214844,51.774253845214844,0.0,14.274253845214844,15.0,14.274253845214844,50.0,51.774253845214844,line-air strand/cable,35.0,76,13,10,powerline,True,True,False,False,True,35.725746154785156,37.5
8146,76,14,9,3825.0,725.0,47.5,45.0,50.0,15.407282829284668,line,AGL,20.0,35.0,47.90728282928467,47.90728282928467,52.90728282928467,0.0,15.407282829284668,20.0,15.407282829284668,47.90728282928467,50.0,line-air strand/cable,35.0,76,14,9,powerline,True,True,False,False,True,32.5,34.59271717071533
8146,76,14,10,3825.0,725.0,52.5,50.0,55.0,15.407282829284668,line,AGL,20.0,35.0,47.90728282928467,47.90728282928467,52.90728282928467,0.0,15.407282829284668,20.0,15.407282829284668,50.0,52.90728282928467,line-air strand/cable,35.0,76,14,10,powerline,True,True,False,False,True,34.59271717071533,37.5
8147,76,15,10,3825.0,775.0,52.5,50.0,55.0,18.120437622070312,line,AGL,20.0,35.0,50.62043762207031,50.62043762207031,55.62043762207031,0.0,18.120437622070312,20.0,18.120437622070312,50.62043762207031,55.0,line-air strand/cable,35.0,76,15,10,powerline,True,True,False,False,True,32.5,36.87956237792969
8147,76,15,11,3825.0,775.0,57.5,55.0,60.0,18.120437622070312,line,AGL,20.0,35.0,50.62043762207031,50.62043762207031,55.62043762207031,0.0,18.120437622070312,20.0,18.120437622070312,55.0,55.62043762207031,line-air strand/cable,35.0,76,15,11,powerline,True,True,False,False,True,36.87956237792969,37.5
8148,76,16,10,3825.0,825.0,52.5,50.0,55.0,18.98409652709961,line,AGL,20.0,35.0,51.48409652709961,51.48409652709961,56.48409652709961,0.0,18.98409652709961,20.0,18.98409652709961,51.48409652709961,55.0,line-air strand/cable,35.0,76,16,10,powerline,True,True,False,False,True,32.5,36.01590347290039
8148,76,16,11,3825.0,825.0,57.5,55.0,60.0,18.98409652709961,line,AGL,20.0,35.0,51.48409652709961,51.48409652709961,56.48409652709961,0.0,18.98409652709961,20.0,18.98409652709961,55.0,56.48409652709961,line-air strand/cable,35.0,76,16,11,powerline,True,True,False,False,True,36.01590347290039,37.5
8154,76,22,9,3825.0,1125.0,47.5,45.0,50.0,15.781388282775879,line,AGL,20.0,35.0,48.28138828277588,48.28138828277588,53.28138828277588,0.0,15.781388282775879,20.0,15.781388282775879,48.28138828277588,50.0,line-air strand/cable,35.0,76,22,9,powerline,True,True,False,False,True,32.5,34.21861171722412
