xy_id,x_from_sw_m,y_from_sw_m,terrain_msl_m,powerline_z_top_msl_m,powerline_z_top_agl_m,powerline_z_bottom_msl_m,powerline_voxel_count,powerline_plot_kind,powerline_kind_in_xy,powerline_plot_height_agl_m,powerline_line_height_agl_m,powerline_pole_height_agl_m,powerline_line_top_msl_m,powerline_pole_top_msl_m,building_z_top_msl_m,building_z_top_agl_m,building_z_bottom_msl_m,building_voxel_count,building_height_agl_m,powerline_minus_building_top_msl_m,powerline_minus_building_top_agl_m
11421,5325.0,3975.0,12.739384651184082,50.23938465118408,37.5,45.23938465118408,2,line-air strand/cable,line,35.0,35.0,0.0,50.23938465118408,12.739384651184082,18.829671382904053,6.090286731719971,12.739384651184082,2,6.090286731719971,31.40971326828003,31.40971326828003
10477,4875.0,4925.0,12.289563179016113,49.78956317901611,37.5,15.0,9,pole/tower column,line+pole,35.0,35.0,35.0,49.78956317901611,47.28956317901611,18.1432204246521,5.853657245635986,12.289563179016113,2,5.853657245635986,31.646342754364014,31.646342754364014
10370,4825.0,4925.0,13.164800643920898,50.6648006439209,37.5,45.6648006439209,2,line-air strand/cable,line,35.0,35.0,0.0,50.6648006439209,13.164800643920898,19.018457889556885,5.853657245635986,13.164800643920898,2,5.853657245635986,31.646342754364014,31.646342754364014
4843,2275.0,1425.0,24.879182815551758,62.37918281555176,37.5,25.0,9,pole/tower column,line+pole,35.0,35.0,35.0,62.37918281555176,59.87918281555176,30.617486000061035,5.738303184509277,24.879182815551758,3,5.738303184509277,31.761696815490723,31.761696815490723
4844,2275.0,1475.0,23.44577407836914,60.94577407836914,37.5,55.94577407836914,2,line-air strand/cable,line,35.0,35.0,0.0,60.94577407836914,23.44577407836914,29.184077262878418,5.738303184509277,23.44577407836914,2,5.738303184509277,31.761696815490723,31.761696815490723
4421,2075.0,1725.0,22.695919036865234,60.195919036865234,37.5,55.195919036865234,2,line-air strand/cable,line,35.0,35.0,0.0,60.195919036865234,22.695919036865234,28.39552879333496,5.699609756469727,22.695919036865234,2,5.699609756469727,31.800390243530273,31.800390243530273
11423,5325.0,4075.0,8.47472095489502,45.97472095489502,37.5,40.97472095489502,2,line-air strand/cable,line,35.0,35.0,0.0,45.97472095489502,8.47472095489502,14.122690200805664,5.6479692459106445,8.47472095489502,2,5.6479692459106445,31.852030754089355,31.852030754089355
11422,5325.0,4025.0,9.682538986206055,47.182538986206055,37.5,42.182538986206055,2,line-air strand/cable,line,35.0,35.0,0.0,47.182538986206055,9.682538986206055,15.3305082321167,5.6479692459106445,9.682538986206055,3,5.6479692459106445,31.852030754089355,31.852030754089355
3997,1875.0,1925.0,25.152860641479492,62.65286064147949,37.5,30.0,9,pole/tower column,line+pole,35.0,35.0,35.0,62.65286064147949,60.15286064147949,30.593667030334473,5.4408063888549805,25.152860641479492,2,5.4408063888549805,32.05919361114502,32.05919361114502
4526,2125.0,1625.0,26.789506912231445,64.28950691223145,37.5,59.289506912231445,2,line-air strand/cable,line,35.0,35.0,0.0,64.28950691223145,26.789506912231445,32.179144859313965,5.3896379470825195,26.789506912231445,2,5.3896379470825195,32.11036205291748,32.11036205291748
4525,2125.0,1575.0,28.212404251098633,65.71240425109863,37.5,60.71240425109863,2,line-air strand/cable,line,35.0,35.0,0.0,65.71240425109863,28.212404251098633,33.60204219818115,5.3896379470825195,28.212404251098633,2,5.3896379470825195,32.11036205291748,32.11036205291748
8246,3875.0,375.0,18.08725357055664,55.58725357055664,37.5,50.58725357055664,2,line-air strand/cable,line,35.0,35.0,0.0,55.58725357055664,18.08725357055664,23.340624809265137,5.253371238708496,18.08725357055664,2,5.253371238708496,32.246628761291504,32.246628761291504
10476,4875.0,4875.0,11.639970779418945,49.139970779418945,37.5,44.139970779418945,2,line-air strand/cable,line,35.0,35.0,0.0,49.139970779418945,11.639970779418945,16.88975238800049,5.249781608581543,11.639970779418945,2,5.249781608581543,32.25021839141846,32.25021839141846
10583,4925.0,4875.0,9.860922813415527,47.36092281341553,37.5,42.36092281341553,2,line-air strand/cable,line,35.0,35.0,0.0,47.36092281341553,9.860922813415527,15.11070442199707,5.249781608581543,9.860922813415527,3,5.249781608581543,32.25021839141846,32.25021839141846
8139,3825.0,375.0,19.93683624267578,57.43683624267578,37.5,52.43683624267578,2,line-air strand/cable,line,35.0,35.0,0.0,57.43683624267578,19.93683624267578,24.972196102142334,5.035359859466553,19.93683624267578,2,5.035359859466553,32.46464014053345,32.46464014053345
10161,4725.0,5175.0,14.229450225830078,51.72945022583008,37.5,46.72945022583008,2,line-air strand/cable,line,35.0,35.0,0.0,51.72945022583008,14.229450225830078,19.216729164123535,4.987278938293457,14.229450225830078,2,4.987278938293457,32.51272106170654,32.51272106170654
8039,3775.0,725.0,14.108901023864746,51.608901023864746,37.5,46.608901023864746,2,line-air strand/cable,line,35.0,35.0,0.0,51.608901023864746,14.108901023864746,19.012839794158936,4.9039387702941895,14.108901023864746,2,4.9039387702941895,32.59606122970581,32.59606122970581
10158,4725.0,5025.0,13.011398315429688,50.51139831542969,37.5,15.0,9,pole/tower column,line+pole,35.0,35.0,35.0,50.51139831542969,48.01139831542969,17.867186546325684,4.855788230895996,13.011398315429688,2,4.855788230895996,32.644211769104004,32.644211769104004
10265,4775.0,5025.0,10.584711074829102,48.0847110748291,37.5,15.0,9,pole/tower column,line+pole,35.0,35.0,35.0,48.0847110748291,45.5847110748291,15.440499305725098,4.855788230895996,10.584711074829102,2,4.855788230895996,32.644211769104004,32.644211769104004
6978,3275.0,1175.0,20.741769790649414,58.241769790649414,37.5,53.241769790649414,2,line-air strand/cable,line,35.0,35.0,0.0,58.241769790649414,20.741769790649414,25.574913024902344,4.83314323425293,20.741769790649414,2,4.83314323425293,32.66685676574707,32.66685676574707
