xy_id,x_from_sw_m,y_from_sw_m,lon,lat,terrain_msl_m,building_height_input_m,building_height_reference_used,building_height_agl_m,building_base_msl_m,building_top_msl_m,z_bottom_msl_m,z_top_msl_m,z_plot_bottom_msl_m,z_plot_top_msl_m,building_count_in_xy,building_volume_m3,_fig02_true_xy_builder
14055,6575.0,1925.0,105.5659978173175,20.99795111600753,14.680957794189453,4.94390869140625,AGL,4.94390869140625,14.680957794189453,19.624866485595703,15.0,20.0,15.0,19.624866485595703,2,764.4646219826368,powerline_style_burn_mask
14054,6575.0,1875.0,105.56599611438979,20.997499355610383,13.696812629699707,4.94390869140625,AGL,4.94390869140625,13.696812629699707,18.640721321105957,15.0,20.0,15.0,18.640721321105957,3,1090.5611318590966,powerline_style_burn_mask
8356,3925.0,525.0,105.54045561268838,20.985384610145175,15.466135025024414,4.94337272644043,AGL,4.94337272644043,15.466135025024414,20.409507751464844,15.0,20.0,15.466135025024414,20.0,5,2408.0987107311284,powerline_style_burn_mask
8356,3925.0,525.0,105.54045561268838,20.985384610145175,15.466135025024414,4.94337272644043,AGL,4.94337272644043,15.466135025024414,20.409507751464844,20.0,25.0,20.0,20.409507751464844,5,2408.0987107311284,powerline_style_burn_mask
3619,1675.0,4425.0,105.51893101279097,21.02068947705917,16.52862548828125,4.940971374511719,AGL,4.940971374511719,16.52862548828125,21.46959686279297,20.0,25.0,20.0,21.46959686279297,6,1974.1003987638958,powerline_style_burn_mask
3619,1675.0,4425.0,105.51893101279097,21.02068947705917,16.52862548828125,4.940971374511719,AGL,4.940971374511719,16.52862548828125,21.46959686279297,15.0,20.0,16.52862548828125,20.0,6,1974.1003987638958,powerline_style_burn_mask
11637,5425.0,4075.0,105.55500506926671,21.0174132492704,14.612229347229004,4.937419891357422,AGL,4.937419891357422,14.612229347229004,19.549649238586426,10.0,15.0,14.612229347229004,15.0,22,4159.036204164091,powerline_style_burn_mask
11637,5425.0,4075.0,105.55500506926671,21.0174132492704,14.612229347229004,4.937419891357422,AGL,4.937419891357422,14.612229347229004,19.549649238586426,15.0,20.0,15.0,19.549649238586426,22,4159.036204164091,powerline_style_burn_mask
4934,2325.0,625.0,105.52506578154518,20.98633628025708,27.27217674255371,4.932924270629883,AGL,4.932924270629883,27.27217674255371,32.205101013183594,25.0,30.0,27.27217674255371,30.0,20,10329.954302136255,powerline_style_burn_mask
4934,2325.0,625.0,105.52506578154518,20.98633628025708,27.27217674255371,4.932924270629883,AGL,4.932924270629883,27.27217674255371,32.205101013183594,30.0,35.0,30.0,32.205101013183594,20,10329.954302136255,powerline_style_burn_mask
6699,3125.0,3275.0,105.53284729254884,21.010255815208467,16.988794326782227,4.9308953285217285,AGL,4.9308953285217285,16.988794326782227,21.919689655303955,20.0,25.0,20.0,21.919689655303955,2,886.6594245371016,powerline_style_burn_mask
6592,3075.0,3275.0,105.53236618202877,21.010257320908007,18.341402053833008,4.9308953285217285,AGL,4.9308953285217285,18.341402053833008,23.272297382354736,20.0,25.0,20.0,23.272297382354736,1,392.3368257502861,powerline_style_burn_mask
6591,3075.0,3225.0,105.53236457925851,21.00980555860864,12.5,4.9308953285217285,AGL,4.9308953285217285,12.5,17.43089532852173,15.0,20.0,15.0,17.43089532852173,1,392.3368257502861,powerline_style_burn_mask
6699,3125.0,3275.0,105.53284729254884,21.010255815208467,16.988794326782227,4.9308953285217285,AGL,4.9308953285217285,16.988794326782227,21.919689655303955,15.0,20.0,16.988794326782227,20.0,2,886.6594245371016,powerline_style_burn_mask
6591,3075.0,3225.0,105.53236457925851,21.00980555860864,12.5,4.9308953285217285,AGL,4.9308953285217285,12.5,17.43089532852173,10.0,15.0,12.5,15.0,1,392.3368257502861,powerline_style_burn_mask
6592,3075.0,3275.0,105.53236618202877,21.010257320908007,18.341402053833008,4.9308953285217285,AGL,4.9308953285217285,18.341402053833008,23.272297382354736,15.0,20.0,18.341402053833008,20.0,1,392.3368257502861,powerline_style_burn_mask
3695,1725.0,2875.0,105.51936367385983,21.006683354111704,14.234572410583496,4.930609226226807,AGL,4.930609226226807,14.234572410583496,19.165181636810303,10.0,15.0,14.234572410583496,15.0,11,4382.59443761806,powerline_style_burn_mask
3695,1725.0,2875.0,105.51936367385983,21.006683354111704,14.234572410583496,4.930609226226807,AGL,4.930609226226807,14.234572410583496,19.165181636810303,15.0,20.0,15.0,19.165181636810303,11,4382.59443761806,powerline_style_burn_mask
9960,4675.0,475.0,105.54766941431157,20.98490980239003,19.768688201904297,4.930110931396484,AGL,4.930110931396484,19.768688201904297,24.69879913330078,20.0,25.0,20.0,24.69879913330078,2,646.7099263021161,powerline_style_burn_mask
9960,4675.0,475.0,105.54766941431157,20.98490980239003,19.768688201904297,4.930110931396484,AGL,4.930110931396484,19.768688201904297,24.69879913330078,15.0,20.0,19.768688201904297,20.0,2,646.7099263021161,powerline_style_burn_mask
5794,2725.0,825.0,105.52892041793743,20.98813142966123,20.989334106445312,4.92973518371582,AGL,4.92973518371582,20.989334106445312,25.919069290161133,25.0,30.0,25.0,25.919069290161133,4,2101.5778468481703,powerline_style_burn_mask
5900,2775.0,775.0,105.52939986582604,20.987678171512925,19.570890426635742,4.92973518371582,AGL,4.92973518371582,19.570890426635742,24.500625610351562,20.0,25.0,20.0,24.500625610351562,13,4871.018124522755,powerline_style_burn_mask
5900,2775.0,775.0,105.52939986582604,20.987678171512925,19.570890426635742,4.92973518371582,AGL,4.92973518371582,19.570890426635742,24.500625610351562,15.0,20.0,19.570890426635742,20.0,13,4871.018124522755,powerline_style_burn_mask
