edge_id,u,v,u_name,v_name,u_role,v_role,x1,y1,x2,y2,distance_m,nofly_clearance_m,route_hit_density,nearest_flz_distance_m,emergency_support,is_tn_edge,is_flz_edge,u_is_outer_zone,v_is_outer_zone,is_outer_zone_edge,edge_cost,aco_initial_desirability,edge_cost_distance_component,edge_cost_density_component,edge_cost_clearance_risk_component,edge_cost_outer_zone_component
10,2711,4805,DB02,FLZ04,DB,FLZ,4250.0,1300.0,2900.0,2350.0,1710.263137648707,141.4213562373095,69.44444444444444,0.0,1.0,0,1,False,False,0,7.886187041006177,0.12680399219549995,0.7450028891893352,0.45020308611741894,0.7642977396044841,0.0
11,2711,4282,DB02,TN005,DB,TN_major,4250.0,1300.0,2000.0,2100.0,2387.9907872519107,136.94648691287344,55.30612244897959,129.51900868641303,0.9869799001124964,1,0,False,False,0,1.2479753888452312,0.8012978532575981,1.0402259141865529,0.35854541291114606,0.771755855145211,0.0
12,2711,3114,DB02,TN007,DB,TN_major,4250.0,1300.0,4200.0,1500.0,206.15528128088303,180.27756377319946,91.66666666666667,570.087712549569,0.7757645265618263,1,0,False,False,0,0.9258974850387622,1.08003317446978,0.08980271912253832,0.594268073674993,0.6995373937113343,0.0
13,2711,3709,DB02,TN011,DB,TN_major,4250.0,1300.0,3650.0,1800.0,781.0249675906655,172.86645857424165,83.11764705882354,115.2443057161611,0.9896776681831205,1,0,False,False,0,0.9216084199196015,1.0850595311262858,0.340220077586429,0.5388454255204911,0.7118892357095973,0.0
14,2711,3209,DB02,TN021,DB,TN_minor,4250.0,1300.0,3900.0,1550.0,430.11626335213134,169.33056282364575,89.4,269.2582403567252,0.9449335938648561,1,0,False,False,0,0.8912950198586993,1.1219629614429285,0.18736172921624278,0.5795734449441206,0.7177823952939237,0.0
15,2711,6219,DB02,TN026,DB,TN_minor,4250.0,1300.0,2900.0,3050.0,2210.2036105300344,159.8185699743368,73.84782608695652,261.33796292195547,0.9480410784309821,1,0,False,False,0,1.149861087084039,0.8696702682025049,0.962780544872969,0.4787498765867078,0.7336357167094387,0.0
16,2711,4710,DB02,TN027,DB,TN_minor,4250.0,1300.0,3200.0,2300.0,1450.0,176.16606585441082,80.6,162.1514830282964,0.9796680520753753,1,0,False,False,0,1.0021273208740198,0.9978771950133398,0.6316303997580653,0.5225237098713211,0.7063898902426486,0.0
17,2711,4314,DB02,TN030,DB,TN_minor,4250.0,1300.0,3600.0,2100.0,1030.7764064044152,177.1690968789105,80.04545454545455,245.24965298701127,0.9540967951811731,1,0,False,False,0,0.9693845680508184,1.0315823388964622,0.4490135956126916,0.5189286335909071,0.7047181718684825,0.0
18,7213,9253,DK01,DK03,DK,DK,2100.0,3550.0,3100.0,4550.0,1414.213562373095,424.37615961711066,96.56666666666666,141.610408264697,0.9844552830464917,0,0,False,False,0,3.8553217664620005,0.25938172235042584,0.6160415708586178,0.6260344034314381,0.2927064006381489,0.0
19,7213,8127,DK01,FLZ03,DK,FLZ,2100.0,3550.0,2350.0,4000.0,514.78150704935,432.67856868771844,115.41666666666667,0.0,1.0,0,1,False,False,0,7.121551038939326,0.14041884900244128,0.22424251661078642,0.7482375291271504,0.278869052187136,0.0
20,7213,7413,DK01,TN003,DK,TN_major,2100.0,3550.0,2000.0,3650.0,141.4213562373095,320.1562118716424,133.5,494.9747468305833,0.8257970399501007,1,0,False,False,0,0.5250993381328175,1.9044015624850439,0.06160415708586178,0.8654704127521262,0.4664063135472626,0.0
21,7213,4282,DK01,TN005,DK,TN_major,2100.0,3550.0,2000.0,2100.0,1453.4441853748633,261.72504656604804,104.38709677419355,514.78150704935,0.812994243520487,1,0,False,False,0,0.8661360264102489,1.154553060383088,0.6331307116099039,0.6767336609075464,0.5637915890565866,0.0
22,7213,8946,DK01,TN006,DK,TN_major,2100.0,3550.0,2900.0,4400.0,1167.2617529928752,390.51248379533274,98.0,126.99792211773432,0.9874786833472876,1,0,False,False,0,0.5537858306415291,1.8057522324859006,0.5084675914932345,0.6353265951289017,0.34914586034111206,0.0
