node_id,x,y,z,slowness,risk_obstacle,risk_ra,risk_total,obstacle_flag,ra_flag,objective_flag,label,label_prefix,model_index,x_original,y_original,x_m,y_m,candidate_eligible,route_hit_count,route_hit_fraction,is_objective,objective_label,objective_prefix,candidate_id,candidate_type,candidate_route_hit_count,original_model_index,shifted_from_model_index,candidate_shifted,candidate_shift_distance_m,original_nofly_clearance_m,nofly_clearance_m,shift_reason,is_candidate
462,2900.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,462,2900.0,200.0,2900.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
463,2950.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,463,2950.0,200.0,2950.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
464,3000.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,464,3000.0,200.0,3000.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
465,3050.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,465,3050.0,200.0,3050.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
466,3100.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,466,3100.0,200.0,3100.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
467,3150.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,467,3150.0,200.0,3150.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
468,3200.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,468,3200.0,200.0,3200.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
469,3250.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,469,3250.0,200.0,3250.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
470,3300.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,470,3300.0,200.0,3300.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
471,3350.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,471,3350.0,200.0,3350.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
472,3400.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,472,3400.0,200.0,3400.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
473,3450.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,473,3450.0,200.0,3450.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
474,3500.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,474,3500.0,200.0,3500.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
475,3550.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,475,3550.0,200.0,3550.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
476,3600.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,476,3600.0,200.0,3600.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
477,3650.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,477,3650.0,200.0,3650.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
478,3700.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,478,3700.0,200.0,3700.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
479,3750.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,479,3750.0,200.0,3750.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
480,3800.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,480,3800.0,200.0,3800.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
481,3850.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,481,3850.0,200.0,3850.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
482,3900.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,482,3900.0,200.0,3900.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
483,3950.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,483,3950.0,200.0,3950.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
484,4000.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,484,4000.0,200.0,4000.0,200.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
485,4050.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,485,4050.0,200.0,4050.0,200.0,True,9,0.02054794520547945,False,,,,,,,,False,,,,,False
486,4100.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,486,4100.0,200.0,4100.0,200.0,True,7,0.01598173515981735,False,,,,,,,,False,,,,,False
487,4150.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,487,4150.0,200.0,4150.0,200.0,True,6,0.0136986301369863,False,,,,,,,,False,,,,,False
488,4200.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,488,4200.0,200.0,4200.0,200.0,True,6,0.0136986301369863,False,,,,,,,,False,,,,,False
489,4250.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,489,4250.0,200.0,4250.0,200.0,True,6,0.0136986301369863,False,,,,,,,,False,,,,,False
490,4300.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,490,4300.0,200.0,4300.0,200.0,True,3,0.00684931506849315,False,,,,,,,,False,,,,,False
491,4350.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,491,4350.0,200.0,4350.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
492,4400.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,492,4400.0,200.0,4400.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
493,4450.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,493,4450.0,200.0,4450.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
494,4500.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,494,4500.0,200.0,4500.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
495,4550.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,495,4550.0,200.0,4550.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
496,4600.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,496,4600.0,200.0,4600.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
497,4650.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,497,4650.0,200.0,4650.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
498,4700.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,498,4700.0,200.0,4700.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
499,4750.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,499,4750.0,200.0,4750.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
500,4800.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,500,4800.0,200.0,4800.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
501,4850.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,501,4850.0,200.0,4850.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
502,4900.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,502,4900.0,200.0,4900.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
503,4950.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,503,4950.0,200.0,4950.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
504,5000.0,200.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,504,5000.0,200.0,5000.0,200.0,True,0,0.0,False,,,,,,,,False,,,,,False
505,0.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,505,0.0,250.0,0.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
506,50.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,506,50.0,250.0,50.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
507,100.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,507,100.0,250.0,100.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
508,150.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,508,150.0,250.0,150.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
509,200.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,509,200.0,250.0,200.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
510,250.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,510,250.0,250.0,250.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
511,300.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,511,300.0,250.0,300.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
512,350.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,512,350.0,250.0,350.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
513,400.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,513,400.0,250.0,400.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
514,450.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,514,450.0,250.0,450.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
515,500.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,515,500.0,250.0,500.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
516,550.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,516,550.0,250.0,550.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
517,600.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,517,600.0,250.0,600.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
518,650.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,518,650.0,250.0,650.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
519,700.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,519,700.0,250.0,700.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
520,750.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,520,750.0,250.0,750.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
521,800.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,521,800.0,250.0,800.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
522,850.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,522,850.0,250.0,850.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
523,900.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,523,900.0,250.0,900.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
524,950.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,524,950.0,250.0,950.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
525,1000.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,525,1000.0,250.0,1000.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
526,1050.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,526,1050.0,250.0,1050.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
527,1100.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,527,1100.0,250.0,1100.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
528,1150.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,528,1150.0,250.0,1150.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
529,1200.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,529,1200.0,250.0,1200.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
530,1250.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,530,1250.0,250.0,1250.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
531,1300.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,531,1300.0,250.0,1300.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
532,1350.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,532,1350.0,250.0,1350.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
533,1400.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,533,1400.0,250.0,1400.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
534,1450.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,534,1450.0,250.0,1450.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
535,1500.0,250.0,0.0,10.0,1.0,0.0,1.0,1,0,0,NONE,NONE,535,1500.0,250.0,1500.0,250.0,False,0,0.0,False,,,,,,,,False,,,,,False
536,1550.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,536,1550.0,250.0,1550.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
537,1600.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,537,1600.0,250.0,1600.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
538,1650.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,538,1650.0,250.0,1650.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
539,1700.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,539,1700.0,250.0,1700.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
540,1750.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,540,1750.0,250.0,1750.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
541,1800.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,541,1800.0,250.0,1800.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
542,1850.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,542,1850.0,250.0,1850.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
543,1900.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,543,1900.0,250.0,1900.0,250.0,True,1,0.00228310502283105,False,,,,,,,,False,,,,,False
544,1950.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,544,1950.0,250.0,1950.0,250.0,True,6,0.0136986301369863,False,,,,,,,,False,,,,,False
545,2000.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,545,2000.0,250.0,2000.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
546,2050.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,546,2050.0,250.0,2050.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
547,2100.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,547,2100.0,250.0,2100.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
548,2150.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,548,2150.0,250.0,2150.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
549,2200.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,549,2200.0,250.0,2200.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
550,2250.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,550,2250.0,250.0,2250.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
551,2300.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,551,2300.0,250.0,2300.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
552,2350.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,552,2350.0,250.0,2350.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
553,2400.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,553,2400.0,250.0,2400.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
554,2450.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,554,2450.0,250.0,2450.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
555,2500.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,555,2500.0,250.0,2500.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
556,2550.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,556,2550.0,250.0,2550.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
557,2600.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,557,2600.0,250.0,2600.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
558,2650.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,558,2650.0,250.0,2650.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
559,2700.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,559,2700.0,250.0,2700.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
560,2750.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,560,2750.0,250.0,2750.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
561,2800.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,561,2800.0,250.0,2800.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
562,2850.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,562,2850.0,250.0,2850.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
563,2900.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,563,2900.0,250.0,2900.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
564,2950.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,564,2950.0,250.0,2950.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
565,3000.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,565,3000.0,250.0,3000.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
566,3050.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,566,3050.0,250.0,3050.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
567,3100.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,567,3100.0,250.0,3100.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
568,3150.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,568,3150.0,250.0,3150.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
569,3200.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,569,3200.0,250.0,3200.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
570,3250.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,570,3250.0,250.0,3250.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
571,3300.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,571,3300.0,250.0,3300.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
572,3350.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,572,3350.0,250.0,3350.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
573,3400.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,573,3400.0,250.0,3400.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
574,3450.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,574,3450.0,250.0,3450.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
575,3500.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,575,3500.0,250.0,3500.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
576,3550.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,576,3550.0,250.0,3550.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
577,3600.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,577,3600.0,250.0,3600.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
578,3650.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,578,3650.0,250.0,3650.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
579,3700.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,579,3700.0,250.0,3700.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
580,3750.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,580,3750.0,250.0,3750.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
581,3800.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,581,3800.0,250.0,3800.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
582,3850.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,582,3850.0,250.0,3850.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
583,3900.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,583,3900.0,250.0,3900.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
584,3950.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,584,3950.0,250.0,3950.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
585,4000.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,585,4000.0,250.0,4000.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
586,4050.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,586,4050.0,250.0,4050.0,250.0,True,10,0.0228310502283105,False,,,,,,,,False,,,,,False
587,4100.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,587,4100.0,250.0,4100.0,250.0,True,9,0.02054794520547945,False,,,,,,,,False,,,,,False
588,4150.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,588,4150.0,250.0,4150.0,250.0,True,7,0.01598173515981735,False,,,,,,,,False,,,,,False
589,4200.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,589,4200.0,250.0,4200.0,250.0,True,6,0.0136986301369863,False,,,,,,,,False,,,,,False
590,4250.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,1,FLZ02,FLZ,590,4250.0,250.0,4250.0,250.0,False,0,0.0,True,FLZ02,FLZ,,,,,,False,,,,,False
591,4300.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,591,4300.0,250.0,4300.0,250.0,True,6,0.0136986301369863,False,,,,,,,,False,,,,,False
592,4350.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,592,4350.0,250.0,4350.0,250.0,True,3,0.00684931506849315,False,,,,,,,,False,,,,,False
593,4400.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,593,4400.0,250.0,4400.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
594,4450.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,594,4450.0,250.0,4450.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
595,4500.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,595,4500.0,250.0,4500.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
596,4550.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,596,4550.0,250.0,4550.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
597,4600.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,597,4600.0,250.0,4600.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
598,4650.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,598,4650.0,250.0,4650.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
599,4700.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,599,4700.0,250.0,4700.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
600,4750.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,600,4750.0,250.0,4750.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
601,4800.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,601,4800.0,250.0,4800.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
602,4850.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,602,4850.0,250.0,4850.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
603,4900.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,603,4900.0,250.0,4900.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
604,4950.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,604,4950.0,250.0,4950.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
605,5000.0,250.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,605,5000.0,250.0,5000.0,250.0,True,0,0.0,False,,,,,,,,False,,,,,False
606,0.0,300.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,606,0.0,300.0,0.0,300.0,True,0,0.0,False,,,,,,,,False,,,,,False
607,50.0,300.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,607,50.0,300.0,50.0,300.0,True,0,0.0,False,,,,,,,,False,,,,,False
608,100.0,300.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,608,100.0,300.0,100.0,300.0,True,0,0.0,False,,,,,,,,False,,,,,False
609,150.0,300.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,609,150.0,300.0,150.0,300.0,True,0,0.0,False,,,,,,,,False,,,,,False
610,200.0,300.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,610,200.0,300.0,200.0,300.0,True,0,0.0,False,,,,,,,,False,,,,,False
