route_file,route_name,route_key,source_kind,status,reason,n_raw_points,n_dense_points,hit_nodes
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_main_02__part_00019,edge_table,processed,"edge-table route_key=forward_main_02__part_00019; edges=82; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=4866.3 m",83,120,982
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_main_02__part_00020,edge_table,processed,"edge-table route_key=forward_main_02__part_00020; edges=16; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=1089.9 m",17,31,275
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_main_02__part_00021,edge_table,processed,"edge-table route_key=forward_main_02__part_00021; edges=55; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=3205.6 m",56,78,533
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_main_02__part_00022,edge_table,processed,"edge-table route_key=forward_main_02__part_00022; edges=78; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=5018.4 m",79,133,1135
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_main_02__part_00023,edge_table,processed,"edge-table route_key=forward_main_02__part_00023; edges=58; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=3086.4 m",59,68,650
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_main_02__part_00024,edge_table,processed,"edge-table route_key=forward_main_02__part_00024; edges=39; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=2219.2 m",40,53,544
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_main_02__part_00025,edge_table,processed,"edge-table route_key=forward_main_02__part_00025; edges=72; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=4076.3 m",73,96,660
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_main_02__part_00026,edge_table,processed,"edge-table route_key=forward_main_02__part_00026; edges=72; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=4179.9 m",73,101,948
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_main_02__part_00027,edge_table,processed,"edge-table route_key=forward_main_02__part_00027; edges=29; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=1615.7 m",30,38,447
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00000,edge_table,processed,"edge-table route_key=forward_backup_02__part_00000; edges=68; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=3752.1 m",69,86,936
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00001,edge_table,processed,"edge-table route_key=forward_backup_02__part_00001; edges=44; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=2552.1 m",45,62,657
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00002,edge_table,processed,"edge-table route_key=forward_backup_02__part_00002; edges=79; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=4592.0 m",80,111,904
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00003,edge_table,processed,"edge-table route_key=forward_backup_02__part_00003; edges=73; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=4395.6 m",74,110,1075
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00004,edge_table,processed,"edge-table route_key=forward_backup_02__part_00004; edges=31; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=1922.8 m",32,50,507
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00005,edge_table,processed,"edge-table route_key=forward_backup_02__part_00005; edges=66; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=3879.9 m",67,95,833
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00006,edge_table,processed,"edge-table route_key=forward_backup_02__part_00006; edges=63; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=3522.8 m",64,82,903
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00007,edge_table,processed,"edge-table route_key=forward_backup_02__part_00007; edges=50; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=3452.7 m",51,97,853
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00008,edge_table,processed,"edge-table route_key=forward_backup_02__part_00008; edges=88; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=5829.0 m",89,158,1217
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00009,edge_table,processed,"edge-table route_key=forward_backup_02__part_00009; edges=67; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=3867.8 m",68,93,966
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00010,edge_table,processed,"edge-table route_key=forward_backup_02__part_00010; edges=101; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=6230.5 m",102,159,1361
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00011,edge_table,processed,"edge-table route_key=forward_backup_02__part_00011; edges=93; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=5768.4 m",94,148,1424
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00012,edge_table,processed,"edge-table route_key=forward_backup_02__part_00012; edges=82; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=5301.2 m",83,141,1132
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00013,edge_table,processed,"edge-table route_key=forward_backup_02__part_00013; edges=39; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=2447.1 m",40,64,541
output/thetastar_master_plan/all_route_edges_v4.csv,all_route_edges_v4.csv,forward_backup_02__part_00014,edge_table,processed,"edge-table route_key=forward_backup_02__part_00014; edges=25; order=file_order_after_reset_split; mode=meter; disconnected_gaps=0, edge_distance_sum=1726.3 m",26,49,512
