lon,lat,road_code,road_id,part_id,distance_m
105.52798952,20.98558835,7,45,0,150.00000000
105.52800212,20.98580700,7,45,0,175.00000000
105.52814297,20.98598959,7,45,0,200.00000000
105.52829009,20.98616828,7,45,0,225.00000000
105.52843722,20.98634698,7,45,0,250.00000000
105.52858435,20.98652567,7,45,0,275.00000000
105.52873261,20.98670353,7,45,0,300.00000000
105.52888118,20.98688116,7,45,0,325.00000000
105.52902975,20.98705880,7,45,0,350.00000000
105.52917833,20.98723644,7,45,0,375.00000000
105.52932712,20.98741391,7,45,0,400.00000000
105.52947720,20.98759042,7,45,0,425.00000000
105.52962730,20.98776692,7,45,0,450.00000000
105.52977484,20.98794526,7,45,0,475.00000000
105.52991725,20.98812729,7,45,0,500.00000000
105.53012134,20.98824545,7,45,0,525.00000000
105.53032813,20.98836082,7,45,0,550.00000000
105.53054530,20.98845764,7,45,0,575.00000000
105.53076812,20.98854202,7,45,0,600.00000000
105.53099502,20.98861698,7,45,0,625.00000000
105.53099870,20.98861820,7,45,0,625.40596729
105.53032420,20.98619410,7,46,0,0.00000000
105.53046944,20.98637415,7,46,0,25.00000000
105.53061809,20.98655165,7,46,0,50.00000000
105.53077224,20.98672504,7,46,0,75.00000000
105.53092776,20.98689649,7,46,0,100.00000000
105.53115975,20.98695040,7,46,0,125.00000000
105.53140027,20.98694985,7,46,0,150.00000000
105.53164076,20.98694669,7,46,0,175.00000000
105.53188126,20.98694353,7,46,0,200.00000000
105.53212176,20.98694037,7,46,0,225.00000000
105.53230260,20.98693800,7,46,0,243.79912846
105.52955300,20.98587230,7,47,0,0.00000000
105.52969998,20.98605108,7,47,0,25.00000000
105.52984980,20.98622779,7,47,0,50.00000000
105.52999962,20.98640450,7,47,0,75.00000000
105.53014944,20.98658121,7,47,0,100.00000000
105.53029549,20.98676055,7,47,0,125.00000000
105.53043289,20.98694595,7,47,0,150.00000000
105.53057029,20.98713135,7,47,0,175.00000000
105.53073224,20.98729611,7,47,0,200.00000000
105.53095195,20.98737724,7,47,0,225.00000000
105.53099600,20.98738360,7,47,0,229.63235933
105.52626390,20.98637080,7,48,0,0.00000000
105.52648980,20.98644129,7,48,0,25.00000000
105.52671896,20.98650914,7,48,0,50.00000000
105.52693955,20.98659914,7,48,0,75.00000000
105.52715574,20.98669812,7,48,0,100.00000000
105.52737971,20.98677990,7,48,0,125.00000000
105.52760944,20.98684641,7,48,0,150.00000000
105.52784104,20.98690734,7,48,0,175.00000000
105.52807830,20.98693383,7,48,0,200.00000000
105.52813810,20.98693160,7,48,0,206.22112205
105.53018220,20.98752630,7,49,0,0.00000000
105.53003805,20.98734548,7,49,0,25.00000000
105.52989389,20.98716466,7,49,0,50.00000000
105.52974713,20.98698578,7,49,0,75.00000000
105.52959393,20.98681164,7,49,0,100.00000000
105.52944073,20.98663751,7,49,0,125.00000000
105.52928753,20.98646338,7,49,0,150.00000000
105.52913433,20.98628924,7,49,0,175.00000000
105.52907130,20.98621760,7,49,0,185.28546960
105.52623090,20.98598330,8,50,0,0.00000000
105.52625844,20.98620753,8,50,0,25.00000000
105.52626600,20.98643330,8,50,0,50.00000000
105.52627360,20.98665907,8,50,0,75.00000000
105.52633685,20.98687466,8,50,0,100.00000000
105.52642930,20.98708087,8,50,0,125.00000000
105.52660377,20.98723636,8,50,0,150.00000000
105.52679927,20.98736570,8,50,0,175.00000000
105.52700666,20.98747987,8,50,0,200.00000000
105.52723554,20.98754929,8,50,0,225.00000000
105.52746410,20.98761963,8,50,0,250.00000000
105.52768396,20.98770915,8,50,0,275.00000000
105.52789497,20.98781701,8,50,0,300.00000000
105.52806868,20.98797325,8,50,0,325.00000000
105.52824242,20.98812946,8,50,0,350.00000000
105.52841616,20.98828566,8,50,0,375.00000000
105.52848781,20.98849401,8,50,0,400.00000000
105.52853303,20.98871587,8,50,0,425.00000000
105.52854100,20.98875500,8,50,0,429.40929548
105.52713280,20.98751810,8,51,0,0.00000000
105.52718095,20.98729711,8,51,0,25.00000000
105.52719670,20.98723330,8,51,0,32.24960453
105.52827280,20.98708890,7,52,0,0.00000000
105.52822586,20.98730865,7,52,0,25.00000000
105.52821171,20.98753414,7,52,0,50.00000000
105.52819757,20.98775963,7,52,0,75.00000000
105.52809804,20.98795542,7,52,0,100.00000000
105.52807730,20.98798100,7,52,0,103.55912521
105.53062450,20.98720450,7,53,0,0.00000000
105.53043594,20.98734473,7,53,0,25.00000000
105.53024471,20.98748173,7,53,0,50.00000000
105.53005804,20.98762407,7,53,0,75.00000000
105.52987373,20.98776920,7,53,0,100.00000000
105.52972730,20.98788450,7,53,0,119.86194107
105.52887490,20.98779190,7,54,0,0.00000000
