route_id,pair,route_key,direction,route_type,route_rank,route_length_m,n_nodes,n_clusters_touched,cluster_sequence,cluster_coverage_sequence
DB02_to_DK06_backward_backup_03,DB02_to_DK06,backward_backup_03,backward,backup,3,4423.401871576773,70,2,0;2,0:0.057;2:0.129
DB02_to_DK06_backward_backup_04,DB02_to_DK06,backward_backup_04,backward,backup,4,4135.533905932738,63,2,0;2,0:0.286;2:0.159
DB02_to_DK06_backward_main_01,DB02_to_DK06,backward_main_01,backward,main,1,4281.980515339464,68,2,0;2,0:0.059;2:0.132
DB02_to_DK06_backward_main_02,DB02_to_DK06,backward_main_02,backward,main,2,4135.533905932738,63,2,0;2,0:0.143;2:0.063
DB02_to_DK06_backward_main_03,DB02_to_DK06,backward_main_03,backward,main,3,4423.401871576773,70,2,0;2,0:0.057;2:0.129
DB02_to_DK06_backward_main_04,DB02_to_DK06,backward_main_04,backward,main,4,4135.533905932738,63,2,0;2,0:0.286;2:0.159
DB02_to_DK06_forward_backup_01,DB02_to_DK06,forward_backup_01,forward,backup,1,4106.244584051393,62,2,2;0,2:0.065;0:0.177
DB02_to_DK06_forward_backup_02,DB02_to_DK06,forward_backup_02,forward,backup,2,5301.219330881976,83,2,2;0,2:0.036;0:0.096
DB02_to_DK06_forward_backup_03,DB02_to_DK06,forward_backup_03,forward,backup,3,6042.640687119285,97,2,2;0,2:0.041;0:0.278
DB02_to_DK06_forward_backup_04,DB02_to_DK06,forward_backup_04,forward,backup,4,9701.219330881977,171,2,2;0,2:0.006;0:0.444
DB02_to_DK06_forward_main_01,DB02_to_DK06,forward_main_01,forward,main,1,4076.9552621700477,61,2,2;0,2:0.148;0:0.180
DB02_to_DK06_forward_main_02,DB02_to_DK06,forward_main_02,forward,main,2,5201.219330881975,81,2,2;0,2:0.037;0:0.062
DB02_to_DK06_forward_main_03,DB02_to_DK06,forward_main_03,forward,main,3,5730.508652763321,92,2,2;0,2:0.043;0:0.261
DB02_to_DK06_forward_main_04,DB02_to_DK06,forward_main_04,forward,main,4,9406.244584051394,168,2,2;0,2:0.006;0:0.375
DK01_to_DK02_backward_backup_01,DK01_to_DK02,backward_backup_01,backward,backup,1,2929.898987322334,48,1,0,0:0.833
DK01_to_DK02_backward_backup_02,DK01_to_DK02,backward_backup_02,backward,backup,2,2447.056274847714,40,1,0,0:0.800
DK01_to_DK02_backward_backup_03,DK01_to_DK02,backward_backup_03,backward,backup,3,2817.766952966369,47,1,0,0:0.830
DK01_to_DK02_backward_backup_04,DK01_to_DK02,backward_backup_04,backward,backup,4,3283.452377915607,53,1,0,0:0.264
DK01_to_DK02_backward_main_01,DK01_to_DK02,backward_main_01,backward,main,1,2929.898987322334,48,1,0,0:0.833
DK01_to_DK02_backward_main_02,DK01_to_DK02,backward_main_02,backward,main,2,2447.056274847714,40,1,0,0:0.800
DK01_to_DK02_backward_main_03,DK01_to_DK02,backward_main_03,backward,main,3,2717.766952966369,45,1,0,0:0.733
DK01_to_DK02_backward_main_04,DK01_to_DK02,backward_main_04,backward,main,4,3000.6096654409876,49,1,0,0:0.388
DK01_to_DK02_forward_backup_01,DK01_to_DK02,forward_backup_01,forward,backup,1,2929.8989873223336,48,1,0,0:0.833
DK01_to_DK02_forward_backup_02,DK01_to_DK02,forward_backup_02,forward,backup,2,2447.0562748477146,40,1,0,0:0.775
DK01_to_DK02_forward_backup_03,DK01_to_DK02,forward_backup_03,forward,backup,3,3112.741699796952,50,1,0,0:0.560
DK01_to_DK02_forward_backup_04,DK01_to_DK02,forward_backup_04,forward,backup,4,3637.0057685088805,58,1,0,0:0.207
DK01_to_DK02_forward_main_01,DK01_to_DK02,forward_main_01,forward,main,1,2788.477631085024,46,1,0,0:0.870
DK01_to_DK02_forward_main_02,DK01_to_DK02,forward_main_02,forward,main,2,2347.0562748477146,38,1,0,0:0.737
DK01_to_DK02_forward_main_03,DK01_to_DK02,forward_main_03,forward,main,3,3154.163056034262,50,1,0,0:0.400
DK01_to_DK02_forward_main_04,DK01_to_DK02,forward_main_04,forward,main,4,3878.42712474619,62,1,0,0:0.177
DK01_to_DK03_backward_backup_01,DK01_to_DK03,backward_backup_01,backward,backup,1,1472.7922061357858,23,2,1;0,1:0.087;0:0.130
DK01_to_DK03_backward_backup_02,DK01_to_DK03,backward_backup_02,backward,backup,2,1472.7922061357858,23,2,1;0,1:0.087;0:0.130
DK01_to_DK03_backward_backup_03,DK01_to_DK03,backward_backup_03,backward,backup,3,2179.898987322333,33,2,1;0,1:0.091;0:0.152
DK01_to_DK03_backward_backup_04,DK01_to_DK03,backward_backup_04,backward,backup,4,2009.1883092036787,30,2,1;0,1:0.067;0:0.133
DK01_to_DK03_backward_main_01,DK01_to_DK03,backward_main_01,backward,main,1,1502.0815280171314,24,2,1;0,1:0.167;0:0.167
DK01_to_DK03_backward_main_02,DK01_to_DK03,backward_main_02,backward,main,2,1502.0815280171314,24,2,1;0,1:0.167;0:0.208
DK01_to_DK03_backward_main_03,DK01_to_DK03,backward_main_03,backward,main,3,2350.609665440988,36,2,1;0,1:0.028;0:0.139
DK01_to_DK03_backward_main_04,DK01_to_DK03,backward_main_04,backward,main,4,2179.898987322333,33,2,1;0,1:0.061;0:0.061
DK01_to_DK03_forward_backup_01,DK01_to_DK03,forward_backup_01,forward,backup,1,1443.5028842544407,22,2,0;1,0:0.091;1:0.136
DK01_to_DK03_forward_backup_02,DK01_to_DK03,forward_backup_02,forward,backup,2,1726.3455967290593,26,2,0;1,0:0.077;1:0.077
DK01_to_DK03_forward_backup_03,DK01_to_DK03,forward_backup_03,forward,backup,3,1726.3455967290593,26,2,0;1,0:0.308;1:0.077
DK01_to_DK03_forward_backup_04,DK01_to_DK03,forward_backup_04,forward,backup,4,2774.8737341529168,42,2,0;1,0:0.071;1:0.024
DK01_to_DK03_forward_main_01,DK01_to_DK03,forward_main_01,forward,main,1,1414.2135623730956,21,2,0;1,0:0.143;1:0.190
DK01_to_DK03_forward_main_02,DK01_to_DK03,forward_main_02,forward,main,2,1838.4776310850239,27,2,0;1,0:0.111;1:0.111
DK01_to_DK03_forward_main_03,DK01_to_DK03,forward_main_03,forward,main,3,1838.4776310850239,27,2,0;1,0:0.444;1:0.074
DK01_to_DK03_forward_main_04,DK01_to_DK03,forward_main_04,forward,main,4,3028.4271247461907,45,2,0;1,0:0.089;1:0.022
DK01_to_DK04_backward_backup_01,DK01_to_DK04,backward_backup_01,backward,backup,1,3416.2950903902265,54,1,0,0:0.648
DK01_to_DK04_backward_backup_02,DK01_to_DK04,backward_backup_02,backward,backup,2,3533.452377915607,58,1,0,0:0.276
DK01_to_DK04_backward_backup_03,DK01_to_DK04,backward_backup_03,backward,backup,3,3604.163056034262,59,1,0,0:0.644
DK01_to_DK04_backward_main_01,DK01_to_DK04,backward_main_01,backward,main,1,3274.8737341529168,52,1,0,0:0.596
DK01_to_DK04_backward_main_02,DK01_to_DK04,backward_main_02,backward,main,2,3462.741699796952,57,1,0,0:0.439
DK01_to_DK04_backward_main_03,DK01_to_DK04,backward_main_03,backward,main,3,3604.163056034262,59,1,0,0:0.644
DK01_to_DK04_backward_main_04,DK01_to_DK04,backward_main_04,backward,main,4,3204.163056034262,51,1,0,0:0.569
DK01_to_DK04_forward_backup_01,DK01_to_DK04,forward_backup_01,forward,backup,1,3274.8737341529168,52,1,0,0:0.596
DK01_to_DK04_forward_backup_02,DK01_to_DK04,forward_backup_02,forward,backup,2,3545.584412271571,57,1,0,0:0.719
DK01_to_DK04_forward_backup_03,DK01_to_DK04,forward_backup_03,forward,backup,3,5757.716446627535,100,1,0,0:0.660
DK01_to_DK04_forward_backup_04,DK01_to_DK04,forward_backup_04,forward,backup,4,3416.295090390226,54,1,0,0:0.648
DK01_to_DK04_forward_main_01,DK01_to_DK04,forward_main_01,forward,main,1,3204.163056034262,51,1,0,0:0.569
DK01_to_DK04_forward_main_02,DK01_to_DK04,forward_main_02,forward,main,2,3574.8737341529163,58,1,0,0:0.172
DK01_to_DK04_forward_main_03,DK01_to_DK04,forward_main_03,forward,main,3,5757.716446627535,100,1,0,0:0.660
DK01_to_DK04_forward_main_04,DK01_to_DK04,forward_main_04,forward,main,4,3345.5844122715716,53,1,0,0:0.358
DK01_to_DK05_backward_backup_01,DK01_to_DK05,backward_backup_01,backward,backup,1,1793.5028842544402,29,1,0,0:0.793
DK01_to_DK05_backward_backup_02,DK01_to_DK05,backward_backup_02,backward,backup,2,2559.1883092036787,41,1,0,0:0.488
DK01_to_DK05_backward_backup_03,DK01_to_DK05,backward_backup_03,backward,backup,3,2022.7922061357856,34,1,0,0:0.794
DK01_to_DK05_backward_backup_04,DK01_to_DK05,backward_backup_04,backward,backup,4,3195.584412271571,50,1,0,0:0.180
DK01_to_DK05_backward_main_01,DK01_to_DK05,backward_main_01,backward,main,1,1793.5028842544407,29,1,0,0:0.483
DK01_to_DK05_backward_main_02,DK01_to_DK05,backward_main_02,backward,main,2,2742.0310216782973,43,1,0,0:0.233
DK01_to_DK05_backward_main_03,DK01_to_DK05,backward_main_03,backward,main,3,2022.7922061357856,34,1,0,0:0.794
DK01_to_DK05_backward_main_04,DK01_to_DK05,backward_main_04,backward,main,4,2954.163056034262,46,1,0,0:0.217
DK01_to_DK05_forward_backup_01,DK01_to_DK05,forward_backup_01,forward,backup,1,1793.5028842544407,29,1,0,0:0.793
DK01_to_DK05_forward_backup_02,DK01_to_DK05,forward_backup_02,forward,backup,2,2247.056274847714,36,1,0,0:0.750
DK01_to_DK05_forward_backup_03,DK01_to_DK05,forward_backup_03,forward,backup,3,3342.0310216782977,55,1,0,0:0.182
DK01_to_DK05_forward_backup_04,DK01_to_DK05,forward_backup_04,forward,backup,4,3471.320343559643,58,1,0,0:0.862
DK01_to_DK05_forward_main_01,DK01_to_DK05,forward_main_01,forward,main,1,1793.5028842544407,29,1,0,0:0.759
DK01_to_DK05_forward_main_02,DK01_to_DK05,forward_main_02,forward,main,2,2376.3455967290593,39,1,0,0:0.564
DK01_to_DK05_forward_main_03,DK01_to_DK05,forward_main_03,forward,main,3,3724.8737341529168,61,1,0,0:0.164
DK01_to_DK05_forward_main_04,DK01_to_DK05,forward_main_04,forward,main,4,3329.8989873223336,56,1,0,0:0.893
DK01_to_DK06_backward_backup_01,DK01_to_DK06,backward_backup_01,backward,backup,1,1743.5028842544402,28,1,0,0:0.536
DK01_to_DK06_backward_backup_02,DK01_to_DK06,backward_backup_02,backward,backup,2,936.3961030678928,16,1,0,0:0.938
DK01_to_DK06_backward_backup_03,DK01_to_DK06,backward_backup_03,backward,backup,3,1531.370849898476,25,1,0,0:0.320
DK01_to_DK06_backward_backup_04,DK01_to_DK06,backward_backup_04,backward,backup,4,2862.741699796952,45,1,0,0:0.222
DK01_to_DK06_backward_main_01,DK01_to_DK06,backward_main_01,backward,main,1,1914.2135623730956,31,1,0,0:0.516
DK01_to_DK06_backward_main_02,DK01_to_DK06,backward_main_02,backward,main,2,965.685424949238,17,1,0,0:0.706
DK01_to_DK06_backward_main_03,DK01_to_DK06,backward_main_03,backward,main,3,1702.081528017131,28,1,0,0:0.214
DK01_to_DK06_backward_main_04,DK01_to_DK06,backward_main_04,backward,main,4,3233.452377915607,52,1,0,0:0.173
DK01_to_DK06_forward_backup_01,DK01_to_DK06,forward_backup_01,forward,backup,1,936.3961030678928,16,1,0,0:0.875
DK01_to_DK06_forward_backup_02,DK01_to_DK06,forward_backup_02,forward,backup,2,1248.528137423857,21,1,0,0:0.381
DK01_to_DK06_forward_backup_03,DK01_to_DK06,forward_backup_03,forward,backup,3,1502.0815280171314,24,1,0,0:0.625
DK01_to_DK06_forward_backup_04,DK01_to_DK06,forward_backup_04,forward,backup,4,2438.4776310850243,39,1,0,0:0.179
DK01_to_DK06_forward_main_01,DK01_to_DK06,forward_main_01,forward,main,1,936.3961030678928,16,1,0,0:0.562
DK01_to_DK06_forward_main_02,DK01_to_DK06,forward_main_02,forward,main,2,1360.6601717798217,22,1,0,0:0.409
DK01_to_DK06_forward_main_03,DK01_to_DK06,forward_main_03,forward,main,3,1402.081528017131,22,1,0,0:0.591
DK01_to_DK06_forward_main_04,DK01_to_DK06,forward_main_04,forward,main,4,2550.6096654409885,40,1,0,0:0.250
DK02_to_DK03_backward_backup_01,DK02_to_DK03,backward_backup_01,backward,backup,1,3086.396103067893,59,2,1;0,1:0.034;0:0.508
DK02_to_DK03_backward_backup_02,DK02_to_DK03,backward_backup_02,backward,backup,2,3144.974746830583,61,2,1;0,1:0.082;0:0.574
DK02_to_DK03_backward_backup_03,DK02_to_DK03,backward_backup_03,backward,backup,3,3947.0562748477146,70,2,1;0,1:0.029;0:0.057
DK02_to_DK03_backward_backup_04,DK02_to_DK03,backward_backup_04,backward,backup,4,4544.112549695428,72,2,1;0,1:0.056;0:0.722
DK02_to_DK03_backward_main_01,DK02_to_DK03,backward_main_01,backward,main,1,3115.685424949238,60,2,1;0,1:0.067;0:0.233
DK02_to_DK03_backward_main_02,DK02_to_DK03,backward_main_02,backward,main,2,3144.974746830583,61,2,1;0,1:0.082;0:0.574
DK02_to_DK03_backward_main_03,DK02_to_DK03,backward_main_03,backward,main,3,3805.6349186104044,68,2,1;0,1:0.029;0:0.044
DK02_to_DK03_backward_main_04,DK02_to_DK03,backward_main_04,backward,main,4,4544.112549695428,72,2,1;0,1:0.056;0:0.722
DK02_to_DK03_forward_backup_01,DK02_to_DK03,forward_backup_01,forward,backup,1,3086.396103067893,59,2,0;1,0:0.508;1:0.051
DK02_to_DK03_forward_backup_02,DK02_to_DK03,forward_backup_02,forward,backup,2,4744.112549695428,76,2,0;1,0:0.684;1:0.026
DK02_to_DK03_forward_backup_03,DK02_to_DK03,forward_backup_03,forward,backup,3,3257.106781186548,62,2,0;1,0:0.500;1:0.081
DK02_to_DK03_forward_backup_04,DK02_to_DK03,forward_backup_04,forward,backup,4,3988.477631085024,70,2,0;1,0:0.043;1:0.029
DK02_to_DK03_forward_main_01,DK02_to_DK03,forward_main_01,forward,main,1,3057.106781186548,58,2,0;1,0:0.534;1:0.052
DK02_to_DK03_forward_main_02,DK02_to_DK03,forward_main_02,forward,main,2,4502.691193458119,72,2,0;1,0:0.597;1:0.042
DK02_to_DK03_forward_main_03,DK02_to_DK03,forward_main_03,forward,main,3,3369.238815542512,63,2,0;1,0:0.175;1:0.063
DK02_to_DK03_forward_main_04,DK02_to_DK03,forward_main_04,forward,main,4,3917.766952966369,69,2,0;1,0:0.043;1:0.029
DK02_to_DK04_backward_backup_01,DK02_to_DK04,backward_backup_01,backward,backup,1,3181.370849898476,58,1,0,0:0.621
DK02_to_DK04_backward_backup_02,DK02_to_DK04,backward_backup_02,backward,backup,2,4919.848480983499,82,1,0,0:0.659
DK02_to_DK04_backward_backup_03,DK02_to_DK04,backward_backup_03,backward,backup,3,5178.42712474619,88,1,0,0:0.568
DK02_to_DK04_backward_main_01,DK02_to_DK04,backward_main_01,backward,main,1,3181.370849898476,58,1,0,0:0.621
DK02_to_DK04_backward_main_02,DK02_to_DK04,backward_main_02,backward,main,2,4919.848480983499,82,1,0,0:0.659
DK02_to_DK04_backward_main_03,DK02_to_DK04,backward_main_03,backward,main,3,5178.42712474619,88,1,0,0:0.568
DK02_to_DK04_backward_main_04,DK02_to_DK04,backward_main_04,backward,main,4,3139.949493661167,58,1,0,0:0.776
DK02_to_DK04_forward_backup_01,DK02_to_DK04,forward_backup_01,forward,backup,1,3181.370849898476,58,1,0,0:0.621
DK02_to_DK04_forward_backup_02,DK02_to_DK04,forward_backup_02,forward,backup,2,4978.42712474619,84,1,0,0:0.655
DK02_to_DK04_forward_backup_03,DK02_to_DK04,forward_backup_03,forward,backup,3,5290.559159102154,89,1,0,0:0.539
DK02_to_DK04_forward_main_01,DK02_to_DK04,forward_main_01,forward,main,1,3139.9494936611663,58,1,0,0:0.776
DK02_to_DK04_forward_main_02,DK02_to_DK04,forward_main_02,forward,main,2,4866.295090390226,83,1,0,0:0.494
DK02_to_DK04_forward_main_03,DK02_to_DK04,forward_main_03,forward,main,3,5502.691193458119,92,1,0,0:0.511
DK02_to_DK04_forward_main_04,DK02_to_DK04,forward_main_04,forward,main,4,3139.9494936611663,58,1,0,0:0.776
DK02_to_DK05_backward_backup_01,DK02_to_DK05,backward_backup_01,backward,backup,1,694.9747468305833,12,1,0,0:0.750
DK02_to_DK05_backward_backup_02,DK02_to_DK05,backward_backup_02,backward,backup,2,794.9747468305833,14,1,0,0:0.500
DK02_to_DK05_backward_backup_03,DK02_to_DK05,backward_backup_03,backward,backup,3,1148.528137423857,19,1,0,0:0.316
DK02_to_DK05_backward_backup_04,DK02_to_DK05,backward_backup_04,backward,backup,4,1431.3708498984765,23,1,0,0:0.261
DK02_to_DK05_backward_main_01,DK02_to_DK05,backward_main_01,backward,main,1,724.2640687119285,13,1,0,0:1.000
DK02_to_DK05_backward_main_02,DK02_to_DK05,backward_main_02,backward,main,2,665.685424949238,11,1,0,0:1.000
DK02_to_DK05_backward_main_03,DK02_to_DK05,backward_main_03,backward,main,3,1007.1067811865476,17,1,0,0:0.412
DK02_to_DK05_backward_main_04,DK02_to_DK05,backward_main_04,backward,main,4,1431.3708498984765,23,1,0,0:0.261
DK02_to_DK05_forward_backup_01,DK02_to_DK05,forward_backup_01,forward,backup,1,665.685424949238,11,1,0,0:0.909
DK02_to_DK05_forward_backup_02,DK02_to_DK05,forward_backup_02,forward,backup,2,977.8174593052023,16,1,0,0:0.438
DK02_to_DK05_forward_backup_03,DK02_to_DK05,forward_backup_03,forward,backup,3,3833.4523779156075,64,1,0,0:0.969
DK02_to_DK05_forward_backup_04,DK02_to_DK05,forward_backup_04,forward,backup,4,1431.3708498984765,23,1,0,0:0.304
DK02_to_DK05_forward_main_01,DK02_to_DK05,forward_main_01,forward,main,1,665.685424949238,11,1,0,0:0.909
DK02_to_DK05_forward_main_02,DK02_to_DK05,forward_main_02,forward,main,2,1089.9494936611666,17,1,0,0:0.294
DK02_to_DK05_forward_main_03,DK02_to_DK05,forward_main_03,forward,main,3,3621.3203435596433,61,1,0,0:0.689
DK02_to_DK05_forward_main_04,DK02_to_DK05,forward_main_04,forward,main,4,1602.081528017131,26,1,0,0:0.308
DK02_to_DK06_backward_backup_01,DK02_to_DK06,backward_backup_01,backward,backup,1,1686.3961030678934,31,1,0,0:0.935
DK02_to_DK06_backward_backup_02,DK02_to_DK06,backward_backup_02,backward,backup,2,2310.660171779821,41,1,0,0:0.244
DK02_to_DK06_backward_backup_03,DK02_to_DK06,backward_backup_03,backward,backup,3,2947.056274847714,50,1,0,0:0.100
DK02_to_DK06_backward_backup_04,DK02_to_DK06,backward_backup_04,backward,backup,4,3447.056274847714,60,1,0,0:0.933
DK02_to_DK06_backward_main_01,DK02_to_DK06,backward_main_01,backward,main,1,1815.685424949238,34,1,0,0:0.529
DK02_to_DK06_backward_main_02,DK02_to_DK06,backward_main_02,backward,main,2,1915.685424949238,36,1,0,0:0.972
DK02_to_DK06_backward_main_03,DK02_to_DK06,backward_main_03,backward,main,3,2564.2135623730956,44,1,0,0:0.227
DK02_to_DK06_backward_main_04,DK02_to_DK06,backward_main_04,backward,main,4,3447.056274847714,60,1,0,0:0.933
DK02_to_DK06_forward_backup_01,DK02_to_DK06,forward_backup_01,forward,backup,1,1657.1067811865478,30,1,0,0:1.000
DK02_to_DK06_forward_backup_02,DK02_to_DK06,forward_backup_02,forward,backup,2,3447.056274847714,60,1,0,0:0.933
DK02_to_DK06_forward_backup_03,DK02_to_DK06,forward_backup_03,forward,backup,3,2027.8174593052022,37,1,0,0:0.838
DK02_to_DK06_forward_backup_04,DK02_to_DK06,forward_backup_04,forward,backup,4,2634.9242404917504,45,1,0,0:0.178
DK02_to_DK06_forward_main_01,DK02_to_DK06,forward_main_01,forward,main,1,1586.396103067893,29,1,0,0:0.966
DK02_to_DK06_forward_main_02,DK02_to_DK06,forward_main_02,forward,main,2,3205.6349186104053,56,1,0,0:0.946
DK02_to_DK06_forward_main_03,DK02_to_DK06,forward_main_03,forward,main,3,2210.6601717798217,39,1,0,0:0.410
DK02_to_DK06_forward_main_04,DK02_to_DK06,forward_main_04,forward,main,4,2847.056274847715,48,1,0,0:0.167
DK03_to_DK04_backward_backup_01,DK03_to_DK04,backward_backup_01,backward,backup,1,5001.219330881976,77,2,0;1,0:0.390;1:0.052
DK03_to_DK04_backward_backup_02,DK03_to_DK04,backward_backup_02,backward,backup,2,4906.244584051394,78,2,0;1,0:0.295;1:0.038
DK03_to_DK04_backward_backup_03,DK03_to_DK04,backward_backup_03,backward,backup,3,5404.163056034262,95,2,0;1,0:0.337;1:0.042
DK03_to_DK04_backward_main_01,DK03_to_DK04,backward_main_01,backward,main,1,4689.087296526012,72,2,0;1,0:0.458;1:0.042
DK03_to_DK04_backward_main_02,DK03_to_DK04,backward_main_02,backward,main,2,4906.244584051394,78,2,0;1,0:0.295;1:0.038
DK03_to_DK04_backward_main_03,DK03_to_DK04,backward_main_03,backward,main,3,5374.873734152917,94,2,0;1,0:0.117;1:0.021
DK03_to_DK04_backward_main_04,DK03_to_DK04,backward_main_04,backward,main,4,4618.3766184073575,71,2,0;1,0:0.423;1:0.056
DK03_to_DK04_forward_backup_01,DK03_to_DK04,forward_backup_01,forward,backup,1,4689.087296526012,72,2,1;0,1:0.042;0:0.458
DK03_to_DK04_forward_backup_02,DK03_to_DK04,forward_backup_02,forward,backup,2,4989.087296526012,78,2,1;0,1:0.026;0:0.474
DK03_to_DK04_forward_backup_03,DK03_to_DK04,forward_backup_03,forward,backup,3,6592.031021678298,120,2,1;0,1:0.025;0:0.575
DK03_to_DK04_forward_backup_04,DK03_to_DK04,forward_backup_04,forward,backup,4,5001.219330881976,77,2,1;0,1:0.052;0:0.390
DK03_to_DK04_forward_main_01,DK03_to_DK04,forward_main_01,forward,main,1,4618.3766184073575,71,2,1;0,1:0.056;0:0.423
DK03_to_DK04_forward_main_02,DK03_to_DK04,forward_main_02,forward,main,2,5018.3766184073575,79,2,1;0,1:0.038;0:0.114
DK03_to_DK04_forward_main_03,DK03_to_DK04,forward_main_03,forward,main,3,6592.031021678298,120,2,1;0,1:0.025;0:0.575
DK03_to_DK04_forward_main_04,DK03_to_DK04,forward_main_04,forward,main,4,4789.087296526012,74,2,1;0,1:0.027;0:0.514
DK03_to_DK05_backward_backup_01,DK03_to_DK05,backward_backup_01,backward,backup,1,3269.238815542512,61,2,0;1,0:0.066;1:0.016
DK03_to_DK05_backward_backup_02,DK03_to_DK05,backward_backup_02,backward,backup,2,2462.1320343559646,49,2,0;1,0:0.469;1:0.041
DK03_to_DK05_backward_backup_03,DK03_to_DK05,backward_backup_03,backward,backup,3,2574.2640687119283,50,2,0;1,0:0.220;1:0.080
DK03_to_DK05_backward_backup_04,DK03_to_DK05,backward_backup_04,backward,backup,4,5102.6911934581185,84,2,0;1,0:0.595;1:0.060
DK03_to_DK05_backward_main_01,DK03_to_DK05,backward_main_01,backward,main,1,3452.0815280171314,63,2,0;1,0:0.048;1:0.016
DK03_to_DK05_backward_main_02,DK03_to_DK05,backward_main_02,backward,main,2,2462.1320343559646,49,2,0;1,0:0.143;1:0.082
DK03_to_DK05_backward_main_03,DK03_to_DK05,backward_main_03,backward,main,3,2462.1320343559646,49,2,0;1,0:0.408;1:0.061
DK03_to_DK05_backward_main_04,DK03_to_DK05,backward_main_04,backward,main,4,5102.6911934581185,84,2,0;1,0:0.595;1:0.060
DK03_to_DK05_forward_backup_01,DK03_to_DK05,forward_backup_01,forward,backup,1,2462.1320343559646,49,2,1;0,1:0.041;0:0.469
DK03_to_DK05_forward_backup_02,DK03_to_DK05,forward_backup_02,forward,backup,2,3186.396103067893,61,2,1;0,1:0.016;0:0.066
DK03_to_DK05_forward_backup_03,DK03_to_DK05,forward_backup_03,forward,backup,3,5044.112549695428,82,2,1;0,1:0.037;0:0.768
DK03_to_DK05_forward_backup_04,DK03_to_DK05,forward_backup_04,forward,backup,4,2462.1320343559646,49,2,1;0,1:0.061;0:0.408
DK03_to_DK05_forward_main_01,DK03_to_DK05,forward_main_01,forward,main,1,2420.710678118655,49,2,1;0,1:0.102;0:0.122
DK03_to_DK05_forward_main_02,DK03_to_DK05,forward_main_02,forward,main,2,3086.396103067893,59,2,1;0,1:0.017;0:0.085
DK03_to_DK05_forward_main_03,DK03_to_DK05,forward_main_03,forward,main,3,4931.980515339465,81,2,1;0,1:0.049;0:0.667
DK03_to_DK05_forward_main_04,DK03_to_DK05,forward_main_04,forward,main,4,2503.5533905932734,49,2,1;0,1:0.061;0:0.469
DK03_to_DK06_backward_backup_01,DK03_to_DK06,backward_backup_01,backward,backup,1,6859.797974644666,115,2,0;1,0:0.583;1:0.009
DK03_to_DK06_backward_backup_02,DK03_to_DK06,backward_backup_02,backward,backup,2,1553.553390593274,30,2,0;1,0:0.233;1:0.167
DK03_to_DK06_backward_backup_03,DK03_to_DK06,backward_backup_03,backward,backup,3,1553.553390593274,30,2,0;1,0:0.133;1:0.100
DK03_to_DK06_backward_backup_04,DK03_to_DK06,backward_backup_04,backward,backup,4,2926.3455967290593,50,2,0;1,0:0.320;1:0.080
DK03_to_DK06_backward_main_01,DK03_to_DK06,backward_main_01,backward,main,1,6759.797974644666,113,2,0;1,0:0.522;1:0.009
DK03_to_DK06_backward_main_02,DK03_to_DK06,backward_main_02,backward,main,2,1594.9747468305832,30,2,0;1,0:0.133;1:0.133
DK03_to_DK06_backward_main_03,DK03_to_DK06,backward_main_03,backward,main,3,1594.9747468305836,30,2,0;1,0:0.133;1:0.133
DK03_to_DK06_backward_main_04,DK03_to_DK06,backward_main_04,backward,main,4,3167.766952966369,54,2,0;1,0:0.204;1:0.037
DK03_to_DK06_forward_backup_01,DK03_to_DK06,forward_backup_01,forward,backup,1,1553.553390593274,30,2,1;0,1:0.167;0:0.200
DK03_to_DK06_forward_backup_02,DK03_to_DK06,forward_backup_02,forward,backup,2,2260.6601717798217,40,2,1;0,1:0.025;0:0.075
DK03_to_DK06_forward_backup_03,DK03_to_DK06,forward_backup_03,forward,backup,3,2826.34559672906,48,2,1;0,1:0.042;0:0.312
DK03_to_DK06_forward_backup_04,DK03_to_DK06,forward_backup_04,forward,backup,4,3609.1883092036787,62,2,1;0,1:0.032;0:0.210
DK03_to_DK06_forward_main_01,DK03_to_DK06,forward_main_01,forward,main,1,1553.553390593274,30,2,1;0,1:0.100;0:0.100
DK03_to_DK06_forward_main_02,DK03_to_DK06,forward_main_02,forward,main,2,2219.238815542512,40,2,1;0,1:0.025;0:0.175
DK03_to_DK06_forward_main_03,DK03_to_DK06,forward_main_03,forward,main,3,2714.2135623730956,47,2,1;0,1:0.085;0:0.234
DK03_to_DK06_forward_main_04,DK03_to_DK06,forward_main_04,forward,main,4,3779.898987322333,65,2,1;0,1:0.015;0:0.215
DK04_to_DK05_backward_backup_01,DK04_to_DK05,backward_backup_01,backward,backup,1,4266.2950903902265,71,1,0,0:0.662
DK04_to_DK05_backward_backup_02,DK04_to_DK05,backward_backup_02,backward,backup,2,5419.8484809835,92,1,0,0:0.652
DK04_to_DK05_backward_main_01,DK04_to_DK05,backward_main_01,backward,main,1,4195.584412271572,70,1,0,0:0.686
DK04_to_DK05_backward_main_02,DK04_to_DK05,backward_main_02,backward,main,2,5278.42712474619,90,1,0,0:0.478
DK04_to_DK05_backward_main_03,DK04_to_DK05,backward_main_03,backward,main,3,4124.873734152916,69,1,0,0:0.739
DK04_to_DK05_backward_main_04,DK04_to_DK05,backward_main_04,backward,main,4,4124.873734152916,69,1,0,0:0.739
DK04_to_DK05_forward_backup_01,DK04_to_DK05,forward_backup_01,forward,backup,1,4195.584412271572,70,1,0,0:0.686
