building_data_source,source_label,building_input_dir,building_files,buildings_used,height_column,highrise_method,highrise_count,gaussian_point_mode,gaussian_point_files,gaussian_points_read,gaussian_points_inside_polygon,low_memory_mode,density_plot_backend_requested,density_plot_backend_effective,auto_force_matplotlib_for_gba_or_both,xyz_chunksize,low_memory_skip_point_dedup,density_grid_spacing_degree,polygon_gaussian_sigma_cells,polygon_density_cutoff,point_gaussian_sigma_cells,point_density_cutoff,combined_density_mode,polygon_density_weight,point_density_weight,rasterize_all_touched,outside_polygon_density,polygon_max_density,point_max_density,combined_max_density,polygon_density_xyz,gaussian_points_density_xyz,combined_density_xyz,height_figure,polygon_density_figure,gaussian_points_density_figure,combined_density_figure
globalbuildingatlas,GlobalBuildingAtlas,/home/vinh-longha/Research/UTM/UTM_gridbased_path_finding/make_model/input/02_data_senario1_no_velocity/buildings,gba_lod1_buildings_hoalac_clipped.gpkg,14894,height_m,height_m >= 5.76 m,1490,loaded all points,gba_lod1_buildings_centroid_hoalac_with_info.xyz; gba_lod1_buildings_centroid_hoalac.xyz; gba_lod1_buildings_vertices_hoalac.xyz,14894,14894,False,pygmt,matplotlib,True,,True,0.0001,2.0,0.02,2.0,0.02,weighted_mean,0.4,0.6,True,0.0,1.0,1.0,1.0,/home/vinh-longha/Research/UTM/UTM_gridbased_path_finding/make_model/output/02_senario1_no_velocity/02_population_density/building_density_polygon_grid.xyz,/home/vinh-longha/Research/UTM/UTM_gridbased_path_finding/make_model/output/02_senario1_no_velocity/02_population_density/building_density_gaussian_points_grid.xyz,/home/vinh-longha/Research/UTM/UTM_gridbased_path_finding/make_model/output/02_senario1_no_velocity/02_population_density/building_density_combined_grid.xyz,/home/vinh-longha/Research/UTM/UTM_gridbased_path_finding/make_model/figures/02_senario1_no_velocity/02_population_density/buildings_by_height.png,/home/vinh-longha/Research/UTM/UTM_gridbased_path_finding/make_model/figures/02_senario1_no_velocity/02_population_density/building_density_polygon_map.png,/home/vinh-longha/Research/UTM/UTM_gridbased_path_finding/make_model/figures/02_senario1_no_velocity/02_population_density/building_density_gaussian_points_map.png,/home/vinh-longha/Research/UTM/UTM_gridbased_path_finding/make_model/figures/02_senario1_no_velocity/02_population_density/building_density_combined_map.png
