version,pair,route_key,start_label,end_label,direction,route_type,route_rank,success,message,distance_m,distance_km,total_cost,n_path_nodes,expanded_nodes,runtime_sec,mean_distance_to_main_m,duplicated_from_main,duplicated_from_previous_main,used_full_map_retry,safe_fallback,main_avoid_previous_radius_m,backup_corridor_m,lock_mode,locked_overlap_nodes,locked_overlap_checked_nodes,locked_overlap_percent,mean_flz_support,mean_emergency_risk,mean_other_terminal_avoidance,mean_traffic_penalty_factor,route_file
v4,DB01_to_DB02,backward_main_02,DB02,DB01,backward,main,2,True,Path found. [Theta* base path from project A*] [safe fallback attempted],3227.8174593052026,3.2278174593052027,207.57169839025536,61,776,0.28823041915893555,,False,False,False,True,0.0,,strict_lock,0,55,0.0,0.6348695718411466,0.36513042815885327,0.003127179689078857,1.002501743751263,output/thetastar_master_plan/route_nodes/DB01_to_DB02_backward_main_02.csv
v4,DB01_to_DB02,backward_backup_02,DB02,DB01,backward,backup,2,True,Path found. [Theta* base path from project A*] [safe fallback attempted],3427.817459305202,3.427817459305202,241.5215168622186,65,103,0.0392613410949707,90.42796091238773,False,False,False,True,,100.0,strict_lock,0,57,0.0,0.6448694529835138,0.3551305470164861,0.004222136902606763,1.0033777095220855,output/thetastar_master_plan/route_nodes/DB01_to_DB02_backward_backup_02.csv
v4,DB01_to_DB02,backward_main_03,DB02,DB01,backward,main,3,True,Path found. [Theta* base path from project A*] [safe fallback attempted],3527.8174593052026,3.5278174593052025,225.26723761944166,67,1025,0.3781561851501465,,False,False,False,True,0.0,,strict_lock,0,59,0.0,0.6487343977872516,0.3512656022127484,0.004522172094795941,1.0036177376758366,output/thetastar_master_plan/route_nodes/DB01_to_DB02_backward_main_03.csv
v4,DB01_to_DB02,backward_backup_03,DB02,DB01,backward,backup,3,True,Path found. [Theta* base path from project A*] [safe fallback attempted],3952.081528017131,3.952081528017131,252.9128459141658,73,182,0.06813931465148926,83.32811544665618,False,False,False,True,,150.0,strict_lock,0,65,0.0,0.6479217904926832,0.3520782095073169,0.0050919910752834216,1.0040735928602267,output/thetastar_master_plan/route_nodes/DB01_to_DB02_backward_backup_03.csv
v4,DB01_to_DB02,backward_main_04,DB02,DB01,backward,main,4,True,Path found. [Theta* base path from project A*] [safe fallback attempted],5342.031021678297,5.342031021678297,356.0704902626614,95,2236,0.8195199966430664,,False,False,False,True,0.0,,strict_lock,0,89,0.0,0.570860938891757,0.42913906110824307,0.005470498669600422,1.0043763989356802,output/thetastar_master_plan/route_nodes/DB01_to_DB02_backward_main_04.csv
v4,DB01_to_DB02,backward_backup_04,DB02,DB01,backward,backup,4,True,Path found. [Theta* base path from project A*] [safe fallback attempted],5583.452377915608,5.583452377915608,377.723160807981,99,266,0.09955024719238281,49.8266940654002,False,False,False,True,,100.0,strict_lock,0,93,0.0,0.5497147800945907,0.4502852199054092,0.0077505445837677146,1.0062004356670142,output/thetastar_master_plan/route_nodes/DB01_to_DB02_backward_backup_04.csv
v4,DB01_to_DK01,forward_main_01,DB01,DK01,forward,main,1,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2410.660171779821,2.410660171779821,169.51301919089465,43,693,0.28769612312316895,,False,False,False,True,,,,0,0,0.0,0.4821394674652518,0.5178605325347482,0.0208047143837864,1.0166437715070291,output/thetastar_master_plan/route_nodes/DB01_to_DK01_forward_main_01.csv
v4,DB01_to_DK01,forward_backup_01,DB01,DK01,forward,backup,1,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2410.660171779821,2.410660171779821,171.20472446896292,43,85,0.03529024124145508,41.86046511627907,False,False,False,True,,50.0,strict_lock,0,36,0.0,0.45953837703212824,0.5404616229678717,0.02190232260911293,1.0175218580872902,output/thetastar_master_plan/route_nodes/DB01_to_DK01_forward_backup_01.csv
v4,DB01_to_DK01,forward_main_02,DB01,DK01,forward,main,2,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2722.792206135786,2.722792206135786,203.80706175627793,48,803,0.3279428482055664,,False,False,False,True,200.0,,strict_lock,0,41,0.0,0.39833199447370565,0.6016680055262943,0.051945314353795465,1.0415562514830363,output/thetastar_master_plan/route_nodes/DB01_to_DK01_forward_main_02.csv
v4,DB01_to_DK01,forward_backup_02,DB01,DK01,forward,backup,2,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2552.081528017131,2.5520815280171307,188.67378205187123,45,88,0.03751492500305176,47.77777777777778,False,False,False,True,,50.0,strict_lock,0,39,0.0,0.39702488175117856,0.6029751182488216,0.03570092341044833,1.0285607387283586,output/thetastar_master_plan/route_nodes/DB01_to_DK01_forward_backup_02.csv
v4,DB01_to_DK01,forward_main_03,DB01,DK01,forward,main,3,True,Path found. [Theta* base path from project A*] [safe fallback attempted],3637.0057685088805,3.6370057685088804,235.68013078714614,58,819,0.3353383541107178,,False,False,False,True,200.0,,strict_lock,0,51,0.0,0.6463436845460688,0.3536563154539312,0.018386189651038148,1.0147089517208305,output/thetastar_master_plan/route_nodes/DB01_to_DK01_forward_main_03.csv
v4,DB01_to_DK01,forward_backup_03,DB01,DK01,forward,backup,3,True,Path found. [Theta* base path from project A*] [safe fallback attempted],3737.0057685088805,3.7370057685088804,239.8741256852664,60,104,0.04297065734863281,45.833333333333336,False,False,False,True,,50.0,strict_lock,0,53,0.0,0.6584091317977819,0.3415908682022181,0.016559509303534278,1.0132476074428274,output/thetastar_master_plan/route_nodes/DB01_to_DK01_forward_backup_03.csv
v4,DB01_to_DK01,forward_main_04,DB01,DK01,forward,main,4,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2622.792206135786,2.622792206135786,179.17678614606615,46,143,0.05895709991455078,,False,False,False,True,100.0,,strict_lock,0,39,0.0,0.5243276481608544,0.47567235183914564,0.0167716193428611,1.0134172954742888,output/thetastar_master_plan/route_nodes/DB01_to_DK01_forward_main_04.csv
v4,DB01_to_DK01,forward_backup_04,DB01,DK01,forward,backup,4,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2552.081528017131,2.5520815280171307,175.91261665919967,45,76,0.03138256072998047,44.44444444444444,False,False,False,True,,50.0,strict_lock,0,39,0.0,0.5114048205743357,0.4885951794256644,0.0177633093285676,1.014210647462854,output/thetastar_master_plan/route_nodes/DB01_to_DK01_forward_backup_04.csv
v4,DB01_to_DK01,backward_main_01,DK01,DB01,backward,main,1,True,Path found. [Theta* base path from project A*] [safe fallback attempted],4302.6911934581185,4.302691193458118,281.4590449674882,68,2528,1.0255165100097656,,False,False,False,True,100.0,,strict_lock,0,61,0.0,0.6376673374155039,0.36233266258449615,0.025090018662439394,1.0200720149299516,output/thetastar_master_plan/route_nodes/DB01_to_DK01_backward_main_01.csv
v4,DB01_to_DK01,backward_backup_01,DK01,DB01,backward,backup,1,True,Path found. [Theta* base path from project A*] [safe fallback attempted],4061.2698372208097,4.061269837220809,264.6985690139376,64,137,0.0568089485168457,48.4375,False,False,False,True,,50.0,strict_lock,0,58,0.0,0.6377378979564315,0.36226210204356846,0.022158435181961728,1.0177267481455694,output/thetastar_master_plan/route_nodes/DB01_to_DK01_backward_backup_01.csv
v4,DB01_to_DK01,backward_main_02,DK01,DB01,backward,main,2,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2410.660171779821,2.410660171779821,173.0963762819932,43,389,0.15889453887939453,,False,False,False,True,50.0,,strict_lock,0,37,0.0,0.4355661415111114,0.5644338584888886,0.023973100368574213,1.0191784802948596,output/thetastar_master_plan/route_nodes/DB01_to_DK01_backward_main_02.csv
v4,DB01_to_DK01,backward_backup_02,DK01,DB01,backward,backup,2,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2410.660171779821,2.410660171779821,171.24887756005907,43,89,0.03648185729980469,45.348837209302324,False,False,False,True,,50.0,strict_lock,0,37,0.0,0.4591830352794876,0.5408169647205124,0.02211353313304907,1.0176908265064393,output/thetastar_master_plan/route_nodes/DB01_to_DK01_backward_backup_02.csv
v4,DB01_to_DK01,backward_main_03,DK01,DB01,backward,main,3,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2481.370849898476,2.481370849898476,172.69372780640182,44,653,0.26743531227111816,,False,False,False,True,0.0,,strict_lock,0,38,0.0,0.49751313701337757,0.5024868629866224,0.019014126994644297,1.0152113015957154,output/thetastar_master_plan/route_nodes/DB01_to_DK01_backward_main_03.csv
v4,DB01_to_DK01,backward_backup_03,DK01,DB01,backward,backup,3,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2552.081528017131,2.5520815280171307,175.91261665919964,45,54,0.022241592407226562,46.666666666666664,False,False,False,True,,50.0,strict_lock,0,39,0.0,0.5114048205743357,0.48859517942566427,0.0177633093285676,1.0142106474628543,output/thetastar_master_plan/route_nodes/DB01_to_DK01_backward_backup_03.csv
v4,DB01_to_DK01,backward_main_04,DK01,DB01,backward,main,4,True,Path found. [Theta* base path from project A*] [safe fallback attempted],2410.660171779821,2.410660171779821,175.0763709177361,43,557,0.22691845893859863,,False,False,False,True,0.0,,strict_lock,0,36,0.0,0.41142902449769336,0.5885709755023066,0.02655881296953165,1.0212470503756255,output/thetastar_master_plan/route_nodes/DB01_to_DK01_backward_main_04.csv
