n_buildings,total_footprint_area_m2,total_volume_m3,height_min_m,height_mean_m,height_median_m,height_max_m,area_min_m2,area_mean_m2,area_median_m2,area_max_m2
14894,1607551.9009624878,7731619.3641109215,0.011438543908298016,3.832255940458772,3.8217949867248535,40.2683219909668,0.006418295897401827,107.93285221985282,51.433045901431214,46602.6981950634
