height,id,source,height_m,gba_id,footprint_area_m2,volume_m3,centroid_lon,centroid_lat,geometry_wkt
2.141993284225464,7PG7XGJJ+MJ27,google,2.141993284225464,GBA00008494,55.2149332997399,118.27001631699979,105.53151464849866,20.98163372754344,"POLYGON ((105.531523 20.981579, 105.531467 20.981666, 105.531507 20.981689, 105.531563 20.981601, 105.531523 20.981579))"
2.4997243881225586,7PG7XGJJ+MJJ6,google,2.4997243881225586,GBA00008495,44.291108059514684,110.71556299334047,105.5315063386075,20.981708242075836,"POLYGON ((105.531467 20.981666, 105.531448 20.981695, 105.531546 20.98175, 105.531565 20.981721, 105.531467 20.981666))"
3.8666586875915527,7PG7XGJJ+QGP3,google,3.8666586875915527,GBA00008500,34.30118935927114,132.63099183074868,105.53132636370273,20.98195361264856,"POLYGON ((105.531331 20.981912, 105.531288 20.981976, 105.531322 20.981996, 105.531364 20.981931, 105.531331 20.981912))"
6.050135612487793,7PG7XGJJ+QHJH,google,6.050135612487793,GBA00008499,149.45376493654555,904.2155456629737,105.53140024417716,20.98196351082338,"POLYGON ((105.531397 20.981882, 105.531322 20.981996, 105.531405 20.982045, 105.531448 20.98198, 105.531446 20.981979, 105.531478 20.98193, 105.531397 20.981882))"
1.8112149238586426,7PG7XGJJ+JJW3,google,1.8112149238586426,GBA00008496,15.446176436384931,27.976345278134094,105.5315767456828,20.981604137708814,"POLYGON ((105.53157 20.981579, 105.531554 20.981619, 105.531583 20.981629, 105.5316 20.98159, 105.53157 20.981579))"
1.9659967422485352,7PG7XGJJ+MPHV,google,1.9659967422485352,GBA00008497,11.047887666092363,21.720111160265358,105.5318578673673,20.981699241222234,"POLYGON ((105.531873 20.981683, 105.531844 20.981682, 105.531842 20.981715, 105.531871 20.981717, 105.531873 20.981683))"
2.875037670135498,7PG7XGJJ+PQ65,google,2.875037670135498,GBA00008498,53.05811727267404,152.54408586540478,105.53190405659994,20.981776017977175,"POLYGON ((105.531928 20.981705, 105.531852 20.981833, 105.53188 20.981847, 105.531956 20.981719, 105.531928 20.981705))"
0.36664023995399475,7PG7XGJJ+RXQG,google,0.36664023995399475,GBA00008517,17.692797328375555,6.486891457933011,105.532489559233,20.982087023656543,"POLYGON ((105.532472 20.982063, 105.532459 20.98209, 105.532507 20.982111, 105.53252 20.982084, 105.532472 20.982063))"
0.23105794191360474,7PG7XGJJ+VR2F,google,0.23105794191360474,GBA00008503,43.957054555947224,10.156626558281207,105.53200887090549,20.98213525151843,"POLYGON ((105.531984 20.982095, 105.531959 20.982131, 105.532034 20.982176, 105.532058 20.982139, 105.531984 20.982095))"
2.011598825454712,7PG7XGJP+PQVF,google,2.011598825454712,GBA00008567,1553.4963664857553,3125.011466170908,105.5369007454013,20.9822996416381,"POLYGON ((105.536598 20.982406, 105.537246 20.982404, 105.537245 20.982235, 105.536597 20.982158, 105.536598 20.982406))"
